userId,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,class
CajsaJacobsen,0.07,0,0.32,0,0,0,0,0.2,0.02,0,0,0,0.02,0,0.01,0,0,0.01,0,0,0,0,0,0.01,0,0.04,0,0.27,0.01,0,0,0,0,0,0,0,0,0,0,0,NN
Ellie_Macintyre,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.05,0.76,0,0,0,0,0,0,0,0,0,0,0,0,NN
TayelfylorKloss,0,0,0.24,0,0,0,0,0.26,0.35,0,0,0,0.02,0,0,0,0,0,0,0.04,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NN
daddylyrical,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
firripwang,0.02,0,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N
IamCj005,0,0,0,0,0.02,0.04,0,0.01,0,0.02,0,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0.02,0.09,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,NN
Mw2Alsaif,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NN
OutSpoken_PB,0,0,0.45,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
stephengood08,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0.6,0.21,0,0,0,0,0,0,0,0,0,0,0,NN
temporlarriefix,0,0,0.16,0,0,0,0,0.28,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NN
OhHi_ImDamoo,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,N
wtvmollie,0.02,0,0.62,0,0.03,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.1,0.14,0.02,0,0,0,0,0,0,0,0,0,0,0,0,NN
PureSoccerTV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NN
EServanF,0.01,0,0.04,0.03,0.07,0,0,0.01,0,0,0.01,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0.13,0.12,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,NN
hidayahaha,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NN
Ank_yuma1209,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.52,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,NN
CiscoEngineers,0,0,0,0,0,0.91,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,NN
ontarioweeds,0,0,0.57,0,0,0,0,0.24,0.02,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0.02,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,NN
kina_yanae15,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
wssx_,0,0,0.29,0,0,0,0,0.52,0,0,0,0.06,0,0,0,0,0,0,0,0.04,0,0,0.01,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,NN
opalitetears,0,0,0.66,0,0.02,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,N
jaileneeeeee_,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
WhitneyEricksen,0,0,0.92,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,NN
nmpanek,0,0,0,0,0,0.22,0,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0,0.33,0.18,0,0.2,0,0,0,0,0,0,0,0,0,0,0,NN
samacharsar,0,0,0,0,0,0.17,0.09,0.34,0,0,0,0,0.1,0.08,0,0.1,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,NN
bxndhearts,0,0,0.32,0,0.03,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0.19,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,NN
Jag3Dagster,0.04,0,0.01,0,0.34,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0.04,0.03,0,0,0,0,0,0,0,0,0,0,0,NN
NotMyMoney_,0,0,0,0,0.04,0.05,0.01,0.17,0,0,0.01,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.04,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,NN
MeLza_17,0.02,0,0,0.02,0,0.01,0,0.01,0,0,0.08,0.02,0.02,0,0,0,0,0.01,0,0,0,0,0,0,0.67,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,NN
SevenEasyWays,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NN
RaceLies,0.02,0,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0.02,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,NN
TikeGooden,0,0,0,0,0.49,0,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,NN
CheennyC,0,0,0.47,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NN
_NYOx,0,0,0.45,0.05,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NN
wheresmyCARlos,0,0,0.08,0,0.67,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,NN
WlassM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NN
Saamhmz,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.9,0,0,0.02,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NN
owen_main,0,0,0.01,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.06,0.01,0.56,0.01,0,0,0,0,0,0,0,0,0,0,0,NN
ARTORICAL,0.02,0,0,0,0.05,0,0,0.06,0,0,0.03,0.05,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0.35,0.28,0,0.1,0,0,0,0,0,0,0,0,0,0,0,NN
brilicarixx,0.01,0,0.61,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0.01,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NN
LostAtSea96,0,0,0.89,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NN
freudianquips,0,0,0.23,0,0.16,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0.44,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,NN
D_Banx,0,0,0.05,0,0.13,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0.68,0,0,0,0,0,0.03,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,N
FaiiFanism,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NN
CandisHooley,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NN
imbackUmbach,0,0,0.55,0,0.3,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,NN
TitosTweets,0,0,0.01,0,0.53,0,0,0.02,0,0,0.4,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NN
ovidiuebufnila,0.02,0,0,0,0,0.14,0,0,0,0.69,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,NN
NareshI87476843,0,0,0,0.1,0,0,0,0.02,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NN
Lindouush_,0,0,0.03,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.92,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NN
DawayneGadis,0,0,0.31,0,0,0.02,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0.51,0,0,0,0,0,0.08,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,N
Missus_Johnson,0,0,0,0,0.03,0,0,0.04,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0.33,0,0.56,0.02,0,0,0,0,0,0,0,0,0,0,0,NN
rhylie_pantts,0,0,0.72,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.08,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,NN
danaalarbeed_,0,0,0.94,0.02,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NN
syqinnygenes,0,0,0.23,0.03,0.07,0.01,0,0.09,0.02,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0.31,0,0.16,0.02,0,0,0,0,0,0,0,0,0,0,0,NN
wana35584931,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,NN
political_ppl,0,0,0,0,0,0.03,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.61,0,0,0.09,0,0,0,0,0,0,0,0,0,0,NN
mr_solivigant,0,0,0.02,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,NN
ashishkelo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NN
VennStRecords,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.22,0,0,0.26,0,0,0,0,0,0,0,0.04,0,0.35,0.1,0,0,0,0,0,0,0,0,0,0,0,NN
dbigmark,0,0,0.01,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NN
sailonnarry,0.01,0,0.08,0,0.02,0,0,0.58,0,0,0,0.01,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0.23,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,NN
OSimoka,0.03,0.01,0,0,0.1,0.16,0,0.13,0,0,0,0.06,0.11,0,0.01,0,0,0.04,0,0,0,0,0,0.01,0.04,0,0.11,0,0.16,0,0,0,0,0,0,0,0,0,0,0,NN
G_Amber,0,0,0.1,0,0.1,0,0,0.09,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0.03,0.23,0.04,0.02,0,0,0,0,0,0,0,0,0,0,0,0,NN
07307jcsc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NN
amerr_aref,0,0,0.22,0.42,0.04,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.12,0.02,0.01,0.02,0,0,0,0,0,0,0,0,0,0,0,NN
aida_almiron,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NN
L_PVCO,0,0.02,0.02,0,0.68,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NN
CarlaA_13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NN
Rwan_alshehri83,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,NN
Anna8x8,0,0,0.55,0,0.12,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,NN
DayleGifford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,NN
norma_dunham,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0.01,0,0.01,0.76,0,0,0,0,0,0,0,0,0,0.01,0,0.06,0,0,0,0,0,0,0,0,0,0,0,NN
HanFreakinSolo,0.01,0,0.03,0,0.17,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.62,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,NN
longliveniya,0,0,0.36,0,0.04,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.49,0,0,0,0,0,0.03,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,N
ItsSubject,0.08,0,0,0,0.4,0.07,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0.27,0,0,0,0,0,0.03,0.04,0.06,0.03,0,0,0,0,0,0,0,0,0,0,0,N
UpasanaGagan,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NN
nokidrauhls,0,0,0.25,0,0,0,0,0.64,0,0.01,0,0,0,0,0,0,0.05,0,0,0.02,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NN
DapperDonDevin,0,0,0.39,0,0.04,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0.47,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,N
