1140miles,0.869767442,-0.537209302,0.33255814
4x4_xtreme,0.397196262,-0.087850467,0.309345794
__RAWood,0.686893204,-0.230582524,0.45631068
__XIXVIII,0.456112853,-1.075862069,-0.619749216
_Fabjr,0.206662793,-0.258183227,-0.051520434
_livvylivliv,1.2,0,1.2
_Telebah,0.722222222,-0.432098765,0.290123457
a_epic,0.181818182,-0.181818182,0
abby2012_abby,0.837974684,-0.64556962,0.192405063
abraughler,0.675946548,-0.481069042,0.194877506
ahhsahh,0,0,0
AinsleeValles,0.893258427,-0.808988764,0.084269663
aishanura,0.4,-0.76,-0.36
allenarayne,0.953836556,-0.519026825,0.434809732
almodawish,0.068965517,-0.689655172,-0.620689655
alsgrl78,3.681818182,0,3.681818182
AmErica_Murphy,0.898633257,-0.388952164,0.509681093
AnaR915,1.048484848,-0.163636364,0.884848485
anjeljaneh,0.987158909,-0.182182986,0.804975923
Anna8x8,0.823741007,-0.183453237,0.64028777
AppealingManic,0.496740548,-0.184485007,0.312255541
Are_U_Hungry,0.891025641,-0.173076923,0.717948718
ArielaMoreno,0.064217351,-0.098795925,-0.034578574
astrology_day,1.039291465,-0.425120773,0.614170692
austinmohr00,0,0,0
AvritMcCotter,1.241308793,-0.560327198,0.680981595
babcock_brianna,1,-0.4375,0.5625
bangerzaf,0,0,0
behro00oz,0.810617821,-0.263582738,0.547035082
BerdugoTamy,0.007751938,-0.217054264,-0.209302326
blairecap,0.535555556,-1.081269841,-0.545714286
brookewaibel,0.661311054,-0.633676093,0.027634961
BrownskinTee_1,0.786068111,-0.263467492,0.522600619
cabreraelena5,0.898395722,-0.518716578,0.379679144
CaliGamer87,0.055113288,-0.038885487,0.016227802
CandisHooley,0.996545769,-0.659758204,0.336787565
carbine10101,0.540490226,-0.835867204,-0.295376978
CayleeCake_,0.77254902,-0.317647059,0.454901961
chanel_merp,0.719877676,-0.326605505,0.393272171
charleyhallx,0.458651399,-0.578880407,-0.120229008
charsbusiness_,0.64631514,-0.201048412,0.445266728
Cjrussell6,0.200827498,-1.210693826,-1.009866327
ClairJee,1.176,-0.176,1
ConorTheKing,1.071823204,-0.301104972,0.770718232
crystalarachnid,0.261538462,-0.261538462,0
CrystalKuehl,1.405637255,-0.159313725,1.246323529
danielleburgoyn,0.521528199,-0.708914494,-0.187386295
davidclee818,0.32,-0.544,-0.224
daviddale35901,0,0,0
DecimusHilarius,0.947368421,-1,-0.052631579
DevonNoutch,0,-1,-1
DJCosmo7,0.572794571,-0.562924121,0.00987045
Drunkbrunettes,0.475728155,-0.645631068,-0.169902913
dstinodmocracia,0.101351351,-0.158783784,-0.057432432
dudeblood,0.423280423,-0.349206349,0.074074074
dwellenstein,4.202790974,-0.018408551,4.184382423
elenacenteno3,1.179245283,-0.180355161,0.998890122
EllieHall8,0.482758621,-0.229885057,0.252873563
elliemcwilliams,1.595136379,-0.311206047,1.283930332
emilyho62038886,1,-0.166666667,0.833333333
emmanicoleee__,0.666666667,-0.444444444,0.222222222
EnrichettaWarde,1.013986014,-0.641608392,0.372377622
ericstorey,0.192307692,-0.692307692,-0.5
erinurban,0.800194301,-0.390867876,0.409326425
eromerox13,0.431192661,-0.816513761,-0.385321101
essam71312,0,0,0
ettbrowneyes,0.828756557,-0.243134835,0.585621722
exim_102,0.015697138,-0.005232379,0.010464758
Fabio_Natali,0.191290824,-0.084603421,0.106687403
fashionbyrd,1.062659847,-0.365089514,0.697570332
Firsticha_ichul,0.138276553,-0.044088176,0.094188377
Floor_Sarmiento,0,0,0
foxconfessors,0,0,0
gabbi_tafoya,1.02055661,-0.644845035,0.375711575
ghh_ohh,0.507537688,-0.67839196,-0.170854271
gjdhddd,0,0,0
gurnardd,0.380442063,-0.767916946,-0.387474883
HardbodyQuan,0.262582057,-1.003829322,-0.741247265
hatice_guvenc,0,0,0
hazal_89,0.90451249,-0.326349718,0.578162772
HelgeLeduc,1.32412523,-0.379373849,0.944751381
HyacinthieHannu,1.015544041,-0.611398964,0.404145078
IAintShxt_Yet,0.597279342,-0.450806707,0.146472635
imalwaysarusher,0.930693069,-0.113154173,0.817538897
indsbierton,0.608962554,-0.784837324,-0.17587477
isolatedharry,1.013333333,0,1.013333333
ItTraynor,0.52742616,-0.084388186,0.443037975
