02125gnlb,0,0,0
02633gnlc,0,0,0
03051trdc,0,0,0
0313sexy_kento,0.011985019,0,0.011985019
03855trdb,0,0,0
03872trdb,0,0,0
04864lktb,0,0,0
04927lktb,0,0,0
05405lktb,0,0,0
07307jcsc,0,0,0
100k_Trey,0.351851852,-2.444444444,-2.092592593
26102stwa,0,0,0
26521stwb,0,0,0
83826slhd,0,0,0
a2lettsome,0.105263158,0,0.105263158
abdogmy1,0.018042646,-0.013395298,0.004647348
agilista_me,0.511856092,-0.180703189,0.331152903
AliGaberAli,0,0,0
Alrushaidat,0.064204046,-0.019349164,0.044854881
AmandaTaylor08,0.91536965,-0.298638132,0.616731518
amndlno,0.188481675,-0.062827225,0.12565445
AndrewBunbury,0.635634029,-0.64847512,-0.012841091
Ank_yuma1209,0,0,0
anyaxamor,0,-5.334154604,-5.334154604
AREONE27,0.52970297,-0.574257426,-0.044554455
asdfgkxjd1,0,0,0
Ashi1Li,1.023212628,-0.508201795,0.515010833
atah_ovagob91,0.001540832,0,0.001540832
AustinTodd11,0.449257426,-0.091584158,0.357673267
awaljani4,0,0,0
BarackObama_top,0.642059553,-0.394851117,0.247208437
barbieriqkdwane,2.076090319,-0.160222703,1.915867615
bekkysabasaba,0,0,0
BIGBaller___,0.507380074,-0.964944649,-0.457564576
bricalver,1.013383131,-0.483660131,0.529723
brilicarixx,0.455357143,-0.383928571,0.071428571
brk_news_now,0.474555105,-0.753980643,-0.279425539
brownieji,0.467182663,-0.356965944,0.110216718
butl31006,0,0,0
caltommyhood,0.011093991,-0.001232666,0.009861325
Cecilia_VS_444,0,0,0
CelineDionFans2,1.140849469,-0.193316677,0.947532792
charleybear7,0.661215674,-0.22184511,0.439370565
chloeebennett22,0.834062605,-0.413665433,0.420397173
cjmyxhe,0,0,0
classi4u,1.371102192,-0.054029021,1.317073171
ColsAndrea20,0.724137931,-0.437665782,0.286472149
conqasport,1.862190813,-0.173144876,1.689045936
cramerreece,0.219793943,-0.112706837,0.107087106
csickem4,0.565,-0.29125,0.27375
ctrlaubrey,0.4375,-0.7625,-0.325
daymyanroberta,1.04,-0.16,0.88
Delossantosccp,0.579009901,-1.204356436,-0.625346535
demihomo,0.038579302,-0.031537048,0.007042254
DestinoDaGod,0.580152672,-0.770992366,-0.190839695
djsdrive,0.024518932,-0.19522036,-0.170701428
dmfa20871,0,0,0
dmfa20915,0,0,0
dohahamad6,0,0,0
doili_tv,0,-0.253731343,-0.253731343
Dwainvdw,0.023199023,-0.015873016,0.007326007
edwinhe70948041,0.460019743,-0.846989141,-0.386969398
eft_finance,0.938665358,-0.184494603,0.754170756
ema_1a,0,0,0
EstellePedreira,0.001853568,-0.000308928,0.00154464
farley_amber,0.582790091,-0.624511082,-0.041720991
ffridaisaksson,0.294117647,0,0.294117647
filpap,0.060578106,-0.021832718,0.038745387
gadgetifo,0.420321186,-0.317171093,0.103150093
geonews_en,0.210151656,-0.913649025,-0.703497369
gocyjepaw,0.219279335,-0.11395134,0.105327995
hafsahailey1,0,0,0
harshrajrox01,0.174418605,-0.445736434,-0.271317829
hartotodinataok,0.4895021,-0.190161968,0.299340132
Haruto_osomathu,0,0,0
hdygdt2,0.001105094,0,0.001105094
health_google,0.335804757,-0.775718258,-0.4399135
HeatonJoleen,0.634750688,-0.598348119,0.03640257
Hello_ImKYRA,0.456521739,-0.586956522,-0.130434783
holleymarvin123,0.647930821,-0.290611489,0.357319333
i_hjoor,0.146140749,-0.027241771,0.118898978
IaIaIander,0.005274589,-0.00155135,0.003723239
iamnicksalaysay,0.210526316,-0.105263158,0.105263158
ibra_official93,0.01305483,-0.003771395,0.009283435
IfomaOkaye,0.438492681,-0.621301775,-0.182809094
il_35i,0,0,0
Im_Am_Cereal,0.222222222,0,0.222222222
irenegorde,0.391453525,-0.279164067,0.112289457
IsaiahWallace5,0.365627893,-0.624498612,-0.258870719
Its_3mmak,0,-0.001001001,-0.001001001
itslinamarie,0.783500838,-0.293551089,0.489949749
jamiefoster,1.572916667,0,1.572916667
jav_girl,0.000609756,-0.00152439,-0.000914634
joedealsallday,0.170034193,-0.072116879,0.097917314
josweddingdress,0.259930685,-0.050653159,0.209277526
jrmnkng,0.004996877,0,0.004996877
justintimeOO,0.36686208,-0.216291268,0.150570811
jyuken_eitango,0,0,0
K_Smith_NZ,0.803738318,-0.698130841,0.105607477
KatchHQ,0.391087566,-0.114054222,0.277033344
keeeen91019,0,0,0
KeiradonnachieX,1.169555626,-0.478726757,0.690828869
KroarRadio,0.750698541,-0.080099348,0.670599193
LakeshaAntoniew,0,0,0
lsl_xo,0.638930163,-0.510401189,0.128528975
LubnaAlsaleh_,0.055051813,0,0.055051813
m62247576101,0,0,0
Madaaaam_,0.488196412,-0.834120239,-0.345923828
MagazineAlbania,0.011124845,-0.017305315,-0.00618047
Mali,0.376595082,-0.975723623,-0.59912854
MalindaSmink,0,0,0
Mamdouhmone,0,0,0
MandyHudack,0.432171749,0,0.432171749
mapichaaaan,0.000352858,0,0.000352858
MarjorieDickins,0.857142857,-0.142857143,0.714285714
MarketThought1,1.490700558,-0.11066336,1.380037198
MarlenVina,0,0,0
mDAVIDrr_,0.396039604,-0.128712871,0.267326733
MeganCauserx,0.609399315,-0.600062247,0.009337068
MLB_Scores_,0.491646778,-0.14797136,0.343675418
MMohsen29,0,0,0
mozxa,0.009954446,-0.002193352,0.007761093
MusclePr0ducts,0.587628866,-0.092783505,0.494845361
Mw2Alsaif,0.035413153,-0.016863406,0.018549747
n_Clouds,1.006666667,-0.063333333,0.943333333
nicolaedwards5,0.97826087,-0.02173913,0.956521739
nicolelove_com,0,0,0
NikesBest37,0.333333333,-0.916666667,-0.583333333
nikubenkitkat,0,0,0
nmbleke,0,0,0
NokeAnn,0.755760369,-0.374500768,0.381259601
NorburyEva,0.741448382,-0.367026194,0.374422188
norihure_ne8949,0.001791045,0,0.001791045
norma_dunham,0.73798592,-0.363636364,0.374349556
NormaBurton18,0.740514076,-0.369033048,0.371481028
nt9909,0,0,0
numykyferin,0.220698254,-0.112531172,0.108167082
olt160,0,0,0
ovidiuebufnila,1.251082251,-0.03030303,1.220779221
ParsonsBrett2,3.467787115,-0.092436975,3.37535014
Pass_Da_Canobis,0.473374613,-0.808049536,-0.334674923
pavinsmommy,1.5,0,1.5
Physique_Pride,0.427374302,-0.648044693,-0.220670391
Punga007,0.458584576,-0.60330054,-0.144715963
PureSoccerTV,0.853974122,-0.383240912,0.47073321
RaelDanny,0.609124538,-0.705302096,-0.096177559
REEEEmiix_Baby,0.340146918,-0.474928138,-0.13478122
RenzelMcSilver,0.162553191,-0.026382979,0.136170213
roberta25s,0.345915842,-0.265470297,0.080445545
rpillamaweather,1.695585057,0,1.695585057
samacharsar,0.001862197,-0.001241465,0.000620732
SamiBhai22,0,0,0
sarsha121,0,0,0
ScienciaGeograp,0.219579988,-0.111797406,0.107782582
ScottyPenguin,0.355507426,-0.727413366,-0.371905941
sena_kishito,0,0,0
SevenEasyWays,1.936953808,-0.072721598,1.86423221
ShannonSibbell,0.810087173,-0.187110834,0.622976339
SheilaBabington,0.812268804,-0.185573366,0.626695438
SilberWorldNews,0.35341867,-0.721511083,-0.368092413
spe77pp,0,0,0
Stockfiendz,1.345606436,0,1.345606436
stwa29209,0,0,0
SueHoll09387870,0.636502599,-0.447263834,0.189238765
tanmanlaflaree,0.573828756,-1.040387722,-0.466558966
tanya_tiller,0.323803792,-0.969304845,-0.645501053
tatunori513,0,0,0
teerzcurrent,0.714285714,-0.380952381,0.333333333
temporlarriefix,0.591240876,-0.072992701,0.518248175
tewi_en,0.423420647,-0.297688752,0.125731895
themust007,0.554307116,-0.597066167,-0.042759051
tigershark_69,0.231707317,-0.207317073,0.024390244
UdaipurKiran,0.316345556,-0.359229335,-0.042883779
ukon993301611,0,0,0
UnkleAce,2.012403101,-0.155348837,1.857054264
UPSLongitudes,0.727188656,-0.15567201,0.571516646
vakta17,0.672131148,-0.213114754,0.459016393
vidya_balan,1.168141593,-0.053097345,1.115044248
vowodexudigu,0.219542362,-0.111626469,0.107915894
vucasyhiq,0.2203125,-0.111875,0.1084375
vuhovirulaj,0.219831618,-0.112878079,0.106953539
wana35584931,0,-0.019230769,-0.019230769
watsupafrica,0.287399131,-0.401613904,-0.114214773
weeeeeeeei_ffrk,0.010566958,-0.000203211,0.010363747
welikeitIoud,0,0,0
wovutyrukutu,0.220166512,-0.11409189,0.106074622
wz_p7,0.023787458,-0.00154464,0.022242817
xxCuteHdsz,0.053357314,-0.028477218,0.024880096
yaarani3,0.050847458,0,0.050847458
YaGirlLoveMeBro,1.230459057,-0.151985112,1.078473945
youngalexande15,0.105393676,-0.251394916,-0.14600124
YourToyChest,0.330526972,-1.194886186,-0.864359214
yuka15918010,0.004640371,0,0.004640371
yvk60,0,0,0
zaefromda9,0.256666667,-0.76,-0.503333333
ZeusKoSnow,0.000623636,0,0.000623636
zvqrryobrien61,0,0,0
,,-0.247319338,
