class,id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
27,977,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94,0.01,0,0,0,0,0,0,0,0,0,0,0
26,978,0,0,0,0.01,0,0,0,0,0,0.04,0,0,0,0.02,0.03,0,0.01,0,0,0,0,0,0,0.02,0,0.26,0.49,0,0.1,0,0,0,0,0,0,0,0,0,0,0
4,979,0.03,0,0.02,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0.08,0.09,0.07,0,0,0,0,0,0,0,0,0,0,0,0
25,980,0,0,0.22,0,0.17,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0.49,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0
2,981,0,0,0.82,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0
2,982,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,983,0,0,0.2,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,0.02,0.16,0.26,0.02,0,0,0,0,0,0,0,0,0,0,0,0
9,984,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,985,0,0,0.03,0,0.4,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0.41,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0
12,986,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.52,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0
12,987,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,988,0,0,0.45,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0.18,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,989,0,0,0.19,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.54,0,0.11,0.08,0,0,0,0,0,0,0,0,0,0,0
2,990,0,0,0.92,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,991,0,0,0.88,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0
16,992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,993,0,0,0.07,0,0,0,0.67,0.04,0,0,0,0,0,0,0.03,0,0.01,0,0,0,0,0.04,0,0,0,0.05,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0
19,994,0.02,0,0.26,0,0.18,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,996,0,0,0,0,0.37,0,0,0,0,0,0.27,0,0,0,0,0.02,0,0,0,0.26,0,0,0,0,0,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
19,997,0,0,0.15,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
19,998,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0.24,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,999,0.01,0,0.05,0,0.03,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.77,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1000,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,0,0,0,0,0,0.03,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0
27,1001,0,0,0.14,0.02,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0.06,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0
5,1002,0,0,0,0,0,0.52,0.03,0,0,0,0,0,0.01,0.01,0,0,0.02,0,0,0,0,0,0,0,0,0.23,0.11,0,0.06,0,0,0,0,0,0,0,0,0,0,0
19,1003,0,0,0,0,0.05,0,0,0.01,0,0,0.1,0,0,0,0,0,0,0,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1004,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1005,0,0,0.91,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1006,0,0,0.05,0,0.02,0,0,0.11,0,0.09,0,0,0,0,0,0,0,0.03,0.09,0.21,0,0,0,0.02,0,0.23,0.02,0.14,0,0,0,0,0,0,0,0,0,0,0,0
26,1007,0,0,0,0,0,0.01,0.09,0,0,0.03,0,0.06,0.02,0.01,0,0.02,0.04,0,0,0,0,0,0,0,0.02,0,0.39,0,0.28,0,0,0,0,0,0,0,0,0,0,0
4,1008,0,0,0.28,0,0.57,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.02,0.07,0,0,0,0,0,0,0,0,0,0,0
3,1009,0,0,0,0.44,0.03,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1010,0,0,0.47,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.08,0.02,0.33,0.02,0,0,0,0,0,0,0,0,0,0,0
18,1011,0,0,0.14,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1012,0,0,0.22,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0.02,0.38,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0
19,1013,0,0,0.04,0,0.2,0,0,0.07,0,0,0,0.01,0,0,0,0,0.01,0,0,0.62,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1014,0,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0
16,1015,0,0,0,0.2,0.07,0,0,0.04,0,0,0,0.12,0.04,0,0,0,0.27,0,0,0,0,0,0,0,0.14,0.07,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1016,0,0,0.36,0,0.22,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0.15,0,0.19,0.03,0,0,0,0,0,0,0,0,0,0,0
27,1017,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0
0,1018,0.57,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1019,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1020,0,0,0.03,0,0.64,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
11,1021,0,0,0,0,0.02,0,0,0,0,0,0,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0
25,1022,0,0,0.2,0.03,0.05,0.02,0,0,0,0.01,0,0,0,0,0,0,0,0,0.03,0.06,0,0,0,0,0.09,0.29,0.06,0.14,0.01,0,0,0,0,0,0,0,0,0,0,0
4,1023,0,0,0.15,0,0.64,0.01,0,0,0,0.02,0.09,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0
26,1024,0,0,0.01,0,0,0,0,0,0,0.03,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0.89,0,0,0.01,0,0,0,0,0,0,0,0,0,0
16,1025,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0.88,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1026,0.02,0.09,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0.1,0,0,0.14,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0
22,1027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1028,0.11,0,0,0,0.03,0,0.01,0.02,0.03,0,0,0.04,0,0,0,0,0.11,0.06,0.01,0.45,0,0,0,0,0.07,0.01,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1029,0,0,0.45,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.01,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0
2,1030,0,0,0.28,0,0.08,0,0,0.25,0.01,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0
25,1031,0,0,0.2,0,0.04,0.01,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.12,0,0,0,0,0,0.43,0.1,0.06,0,0,0,0,0,0,0,0,0,0,0,0
20,1032,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1033,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.52,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0
4,1034,0,0,0.1,0.01,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0.04,0,0.12,0.05,0,0,0,0,0,0,0,0,0,0,0
19,1035,0,0,0.01,0,0.24,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0.01,0.02,0,0.02,0,0.01,0,0,0,0,0,0,0,0,0,0
7,1036,0,0,0.32,0,0,0,0,0.58,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0
2,1037,0,0,0.57,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1038,0,0,0.64,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0
27,1039,0,0,0.25,0.02,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0.15,0.05,0.27,0,0,0,0,0,0,0,0,0,0,0,0
16,1040,0,0,0.02,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0.68,0,0,0,0,0,0,0,0.02,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
26,1041,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0.47,0,0.46,0,0,0,0,0,0,0,0,0,0,0
2,1042,0.01,0,0.46,0.02,0.09,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0
2,1043,0,0,0.38,0,0.08,0,0,0.35,0.01,0,0.08,0,0,0,0,0,0,0,0,0.02,0,0,0,0.03,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1044,0,0,0.15,0,0,0,0,0.5,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0.06,0,0.16,0,0.06,0.02,0,0,0,0,0,0,0,0,0,0,0
5,1045,0.05,0,0,0,0,0.67,0,0,0,0,0,0.15,0,0,0,0,0,0.1,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1046,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1047,0,0,0.48,0,0.05,0,0,0,0,0.18,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1048,0,0,0.52,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1049,0,0,0.07,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,1050,0,0,0,0,0,0.09,0.02,0,0,0,0,0.19,0,0,0.41,0,0,0,0,0,0,0,0,0,0.05,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1051,0,0,0.08,0,0.22,0,0,0.05,0,0,0.03,0,0,0,0.16,0,0,0,0,0.26,0,0,0,0,0,0,0,0.16,0,0.02,0,0,0,0,0,0,0,0,0,0
25,1052,0,0,0.24,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0
26,1053,0.02,0,0,0,0.23,0.13,0,0.06,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.29,0,0.02,0,0,0,0,0,0,0,0,0,0,0
10,1054,0,0,0,0,0,0.03,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1055,0.02,0,0.24,0.11,0,0,0,0.29,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0.02,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1056,0,0,0.81,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
19,1057,0,0,0.38,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0.53,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1058,0,0,0.9,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.03,0,0.03,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1059,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1060,0,0,0.81,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0
16,1061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1062,0.03,0,0.04,0,0.13,0,0,0.07,0,0,0,0.03,0,0,0,0,0,0.01,0,0.05,0,0,0,0,0,0.52,0.02,0.07,0,0,0,0,0,0,0,0,0,0,0,0
2,1063,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1064,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,1065,0,0,0,0,0,0.02,0,0,0,0,0.09,0,0.04,0,0,0.22,0,0,0,0,0,0,0,0,0.01,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0
2,1066,0,0,0.83,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
2,1067,0,0,0.62,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1068,0.02,0,0.27,0,0.58,0,0,0,0,0,0,0,0.03,0,0.01,0,0,0,0,0.05,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0
4,1069,0,0,0.02,0,0.29,0.21,0,0,0,0,0.03,0,0.01,0,0,0.1,0,0,0,0.01,0,0,0,0,0,0.15,0.07,0.02,0.07,0,0,0,0,0,0,0,0,0,0,0
17,1070,0.01,0,0.02,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0.39,0.49,0,0.02,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1071,0,0,0.39,0.44,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.02,0.06,0.01,0,0,0,0,0,0,0,0,0,0,0,0
16,1072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1073,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.52,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0
2,1074,0,0,0.44,0,0.14,0,0,0,0,0,0,0.04,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0.11,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0
2,1075,0,0,0.68,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1076,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0.03,0.36,0,0.01,0.03,0,0.02,0,0.01,0.36,0.11,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1077,0,0,0.07,0,0,0.48,0,0.02,0,0.05,0.03,0.04,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0.02,0.01,0,0,0,0,0,0,0,0,0,0
2,1078,0,0,0.56,0,0,0.03,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1080,0,0,0.52,0,0.07,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0.02,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0
4,1081,0,0,0.24,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0.18,0.03,0.15,0.06,0,0,0,0,0,0,0,0,0,0,0
9,1082,0,0,0,0,0,0.01,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1083,0.01,0,0.56,0.05,0.19,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0
19,1084,0,0,0.1,0,0,0.02,0.01,0.04,0,0,0,0,0,0,0,0,0,0.01,0,0.33,0,0,0,0,0,0.16,0.08,0.23,0.02,0,0,0,0,0,0,0,0,0,0,0
16,1085,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,1086,0,0,0.17,0,0.09,0,0,0.12,0,0,0.04,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0.04,0.03,0.03,0.23,0.02,0,0,0,0,0,0,0,0,0,0,0
2,1087,0,0,0.53,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0
5,1088,0,0,0.03,0,0.02,0.4,0,0.09,0,0.03,0.02,0.02,0.02,0,0.03,0,0,0,0,0,0,0,0,0,0,0.13,0.04,0,0.15,0,0,0,0,0,0,0,0,0,0,0
5,1089,0,0,0,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1090,0,0,0.19,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0
27,1091,0,0,0.31,0,0.01,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0
2,1092,0,0,0.34,0,0.04,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0.29,0,0.01,0,0,0,0,0,0,0,0,0,0
2,1093,0,0,0.75,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.13,0.04,0.01,0,0,0,0,0,0,0,0,0,0,0,0
28,1094,0,0,0,0,0,0.11,0.33,0,0,0.02,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0
2,1095,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1096,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0,0.04,0,0,0,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1097,0,0,0.31,0,0.02,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.57,0,0,0,0,0,0.01,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0
2,1098,0,0,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1099,0,0,0.15,0,0.41,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0.06,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0
26,1100,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.67,0.07,0.14,0,0,0,0,0,0,0,0,0,0,0
27,1101,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0
2,1102,0,0,0.47,0.06,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0.2,0.01,0.03,0,0,0,0,0,0,0,0,0,0,0,0
27,1103,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0.03,0.66,0.01,0,0,0,0,0,0,0,0,0,0,0
20,1104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1105,0,0,0.5,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1106,0,0,0.47,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0.1,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0
2,1107,0,0,0.66,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0
8,1108,0,0.01,0,0.01,0,0,0,0,0.96,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1110,0,0,0,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.03,0,0.07,0.02,0,0,0,0,0,0,0,0,0,0
2,1111,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1112,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0
22,1113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,1114,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0.03,0.2,0,0.03,0,0,0,0,0,0.16,0.03,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0
2,1115,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1116,0,0,0.26,0.02,0,0,0,0,0,0,0,0,0,0,0.03,0,0.67,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1117,0,0,0.05,0,0.58,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0.04,0.01,0,0,0,0,0,0,0,0,0,0,0
6,1118,0,0,0.11,0,0.02,0.03,0.48,0.01,0,0,0,0.03,0.07,0.02,0.07,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0
2,1119,0,0,0.53,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0
16,1120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.01,0.91,0,0,0,0,0,0,0,0.02,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0
