class,id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
3,1012,0,0.18,0,0.55,0,0,0,0,0,0,0,0,0.03,0,0,0.02,0,0,0,0,0.01,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.04,0,0,0,0,0
40,1013,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0,0,0.02,0,0,0,0,0,0
46,1014,0,0,0,0,0,0,0,0.15,0,0,0,0,0.13,0,0,0,0,0,0,0,0.06,0,0.05,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.02,0.3,0,0,0
21,1015,0,0,0,0.06,0.13,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0
21,1016,0,0,0,0.12,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0
47,1017,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0,0
3,1018,0,0,0,0.94,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1019,0,0,0,0.06,0,0,0,0,0,0,0,0,0.04,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.51,0,0,0,0,0
35,1020,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,1021,0,0,0,0.02,0.13,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0.01,0.04,0.25,0,0,0,0,0.1,0,0.02,0,0,0,0.04,0.01,0.12,0,0,0,0.03,0,0.01,0,0,0.06,0.06,0,0,0,0,0
44,1022,0,0,0,0.03,0.14,0.02,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.02,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.21,0.32,0,0,0,0,0
20,1023,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0.02,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0
46,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91,0,0,0
40,1025,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0.04,0,0,0,0,0,0.6,0,0,0,0,0,0.15,0.02,0,0
13,1026,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1027,0.01,0.43,0,0.15,0,0,0,0,0,0,0,0,0.07,0,0,0.03,0,0,0.01,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.07,0,0,0,0,0,0.01,0,0,0,0,0.03,0.11,0.03,0,0
43,1028,0,0,0,0.27,0.04,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0,0,0,0,0
3,1029,0,0,0,0.39,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.36,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0
12,1030,0,0,0,0.16,0.12,0,0,0,0,0,0,0,0.44,0,0,0,0.01,0,0,0,0.04,0.06,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.02,0,0,0,0,0,0,0,0
22,1031,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1032,0,0,0,0,0,0,0,0,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1033,0,0,0,0.32,0.01,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.21,0.02,0,0,0,0,0
44,1034,0,0,0,0.31,0.03,0,0,0.01,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0.53,0,0,0,0,0
22,1035,0,0,0,0.07,0.05,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.02,0.72,0,0,0,0,0.02,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1036,0,0,0,0.5,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0
3,1037,0,0,0,0.56,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0
21,1038,0,0,0,0.1,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.31,0,0,0,0,0.05,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,1039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,0,0,0
20,1040,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0.01,0.02,0,0.1,0,0,0.72,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.02,0,0.01,0,0,0,0,0
3,1041,0,0,0,0.33,0.23,0,0,0.01,0,0,0,0,0.01,0,0,0.01,0,0,0,0,0,0.02,0.3,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.04,0.02,0,0,0,0,0
22,1042,0,0.02,0,0,0.19,0,0,0,0,0.01,0,0,0.04,0,0,0,0,0,0,0,0,0.02,0.48,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.05,0.15,0,0,0,0,0
21,1043,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.25,0,0,0.02,0,0,0.02,0,0,0,0,0,0,0,0.06,0,0.14,0,0,0,0,0,0,0,0,0,0,0
26,1044,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0.09,0,0,0,0,0,0.54,0,0,0,0,0.06,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.05,0,0
4,1045,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,1046,0,0,0,0,0.12,0,0,0,0,0,0.03,0,0.05,0,0,0,0.03,0,0,0.2,0.03,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0,0
4,1047,0,0,0,0,0.52,0,0,0.08,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,1048,0,0,0,0.23,0.02,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1049,0.02,0.01,0,0,0,0.05,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0.07,0.03,0.01,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0
15,1050,0,0,0,0.19,0.04,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.09,0.02,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0.2,0.08,0,0,0,0,0
21,1051,0,0,0.04,0.03,0.11,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0
12,1052,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0.26,0,0.01,0,0,0,0.22,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0,0.01,0,0
18,1053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0,0
22,1054,0,0,0,0,0.04,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0.02,0.12,0.02,0,0
4,1055,0,0,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0
3,1056,0,0,0,0.53,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.02,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0
4,1057,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0.01,0.02,0,0,0,0,0
4,1058,0,0,0,0.06,0.77,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0.07,0.01,0,0,0,0,0
43,1059,0,0,0,0.17,0.29,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0
46,1060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0
12,1061,0,0.06,0,0.02,0,0,0,0,0,0,0,0,0.43,0,0,0.02,0,0,0,0,0.02,0.25,0.06,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.01,0,0
4,1062,0,0,0,0.05,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0
3,1063,0,0,0,0.35,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.26,0,0,0,0,0,0
42,1064,0,0,0,0.02,0.02,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0,0.06,0,0,0,0,0
4,1065,0,0,0,0.02,0.58,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0.03,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0,0,0
4,1066,0,0,0,0.14,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0
43,1067,0,0.03,0,0.13,0.09,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0.06,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.36,0.07,0,0,0,0,0
26,1068,0,0.01,0,0,0.04,0.01,0,0,0,0,0,0,0.15,0,0,0.02,0,0.11,0.03,0,0.06,0.02,0,0,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.04,0.15,0,0,0,0,0
45,1069,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.27,0,0,0
4,1070,0,0,0,0.03,0.42,0,0,0,0,0,0,0,0.03,0,0,0,0.02,0,0,0,0.05,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.32,0,0,0.03,0,0,0,0,0,0
9,1071,0,0,0,0,0,0,0,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0
10,1072,0,0,0,0,0,0,0,0,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,1073,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0.02,0,0,0,0,0
4,1074,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0
46,1075,0,0,0,0,0,0,0,0,0,0.01,0,0,0.05,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.31,0.1,0.01,0,0,0,0,0,0,0,0.09,0,0,0,0.02,0.01,0,0,0.02,0,0.34,0,0,0
20,1076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0.02,0.03,0.41,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0
4,1077,0,0,0,0.07,0.56,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0.02,0.02,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.21,0,0,0,0.02,0,0,0,0,0.03,0,0,0,0,0,0
46,1078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0,0,0
4,1079,0,0,0,0.31,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0.05,0.06,0,0,0,0,0
12,1080,0,0,0,0.13,0.11,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0.02,0.24,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.08,0,0,0,0,0,0
19,1081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,1082,0,0,0,0.1,0.18,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.35,0.02,0,0,0,0,0
12,1083,0,0,0,0.15,0.08,0,0,0.02,0,0,0,0,0.22,0,0,0,0,0,0,0,0.05,0.2,0,0,0,0,0.03,0,0,0,0,0.05,0,0.01,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,1084,0,0,0,0.02,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,0,0,0
21,1085,0,0.02,0,0.11,0.09,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0.03,0.19,0.1,0,0,0,0,0,0,0,0,0.01,0,0,0.15,0,0,0,0,0,0,0,0,0.08,0.14,0,0,0,0,0
43,1086,0,0,0,0.33,0.12,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0,0
26,1087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0.25,0.03,0.05,0.06,0,0,0,0.02,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.02,0.02,0,0,0,0
26,1088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1089,0,0,0,0.72,0.13,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0.06,0.04,0,0,0,0,0
21,1090,0,0,0,0.14,0.17,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0.52,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0
21,1091,0,0,0.02,0,0.07,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0.53,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0
4,1092,0,0,0,0.13,0.36,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0.03,0.03,0.01,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0
45,1093,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0.39,0,0,0.02,0
4,1094,0,0,0,0.06,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0.39,0,0,0
46,1095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0.91,0,0,0
3,1096,0,0,0,0.75,0.03,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0
3,1097,0,0,0,0.61,0.3,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1098,0,0,0,0.23,0.1,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0.11,0.38,0,0,0,0,0
20,1099,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0.02,0,0.02,0.04,0,0.72,0.06,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.03,0,0,0,0,0,0,0
21,1100,0,0,0,0.34,0.02,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.05,0,0,0,0,0,0
22,1101,0,0,0,0.12,0.21,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0.01,0.04,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0.01,0,0.02,0,0,0,0
44,1102,0,0,0,0.09,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0.02,0.25,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0.23,0,0.27,0,0,0,0,0
39,1103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0
3,1104,0,0,0,0.32,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0
12,1105,0,0,0,0.24,0.17,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0.15,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0
43,1106,0,0,0,0.32,0.14,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0
28,1107,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0.08,0,0,0.14,0,0,0,0,0,0,0,0,0
46,1108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0
26,1109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.11,0,0,0,0,0,0,0,0.76,0,0,0,0,0,0,0.02,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.03,0.02
3,1110,0,0.03,0,0.67,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1111,0,0,0,0.15,0.79,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0
13,1112,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,1113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.08,0,0,0,0,0,0,0,0,0,0,0.42,0.02,0,0.04,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0.17,0,0,0
4,1114,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,1115,0,0,0,0,0.24,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0.67,0,0,0
3,1116,0,0.07,0,0.28,0,0,0,0,0,0,0,0,0.04,0,0,0.02,0,0.02,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0.23,0,0,0,0,0
30,1117,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0.01,0.06,0,0,0.02,0,0.54,0,0,0,0,0,0,0,0,0,0,0.01,0,0.11,0,0.06,0,0,0,0
43,1118,0,0,0,0.13,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,0,0,0,0,0,0
27,1119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02
3,1120,0,0,0,0.47,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0.09,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0
9,1121,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1122,0,0,0,0.17,0.37,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0.03,0.06,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0
43,1123,0,0,0,0.18,0.12,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.03,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57,0.06,0,0,0,0,0
43,1124,0,0,0,0.15,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0,0
46,1125,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,0
4,1126,0,0,0,0.04,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0.01,0,0,0
34,1127,0,0,0,0,0.08,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1128,0,0,0,0.04,0,0.05,0,0,0,0,0,0,0.46,0,0,0.03,0,0,0,0,0.1,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0.06,0.02,0,0,0.13,0,0.01,0,0
15,1129,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,1130,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.24,0,0,0.04,0,0.31,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0.09,0,0.09,0,0
