class,id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
20,88,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,0,0,0,0.05,0,0,0,0,0
7,89,0,0,0,0.01,0,0,0,0.59,0.06,0,0,0,0,0,0.02,0.3,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0
21,90,0,0,0.01,0,0,0,0,0,0.15,0,0,0,0,0,0,0.29,0,0,0,0.07,0,0.46,0,0,0,0,0,0,0,0
20,91,0,0,0,0.16,0.03,0,0,0,0.05,0,0.01,0,0,0,0,0.09,0,0,0,0.16,0.49,0,0,0,0,0,0,0,0,0
25,92,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0,0,0,0
11,93,0,0,0,0,0,0,0.04,0.02,0,0,0,0.81,0,0,0,0,0,0,0,0.06,0,0,0,0,0.05,0,0,0,0,0
27,94,0,0,0.07,0.03,0.25,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0.03,0.03,0,0,0,0.05,0,0,0.46,0,0
24,95,0,0,0.03,0,0.01,0.03,0,0,0.03,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.64,0.02,0.02,0,0,0
15,96,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0.29,0,0,0,0,0.13,0,0,0,0,0
15,97,0,0,0,0.1,0,0,0,0,0.02,0,0,0,0,0,0,0.65,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0
3,98,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0.13,0.07,0,0,0.06,0.02,0,0,0,0.08,0,0.17,0,0,0
19,99,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0.61,0.3,0,0,0,0,0,0.03,0,0,0
14,100,0,0,0,0,0.03,0,0,0.05,0.17,0,0.02,0,0,0,0.63,0.04,0,0,0,0,0,0,0,0,0.03,0.02,0,0,0,0
15,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,102,0,0,0.02,0.14,0.04,0,0,0,0.08,0,0,0,0,0,0,0.52,0,0,0,0.02,0.08,0,0,0,0.01,0,0.07,0,0,0
20,103,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,0,0,0,0.03,0,0,0.01,0,0
22,104,0,0,0,0,0,0.11,0,0.27,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.36,0,0,0,0,0,0,0
22,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.9,0,0,0,0,0,0,0
11,106,0,0,0,0,0,0,0.02,0,0,0,0,0.86,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0.05,0,0,0
19,107,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0.17,0.03,0,0,0.59,0.06,0,0.07,0,0,0,0.06,0,0,0
2,108,0,0,0.5,0.18,0.16,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0.08,0,0.04,0,0,0
15,109,0,0,0.01,0.09,0,0,0,0,0.01,0,0,0,0,0,0,0.66,0.02,0,0,0.06,0.03,0,0,0,0.05,0,0.05,0,0,0
15,110,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0.89,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0
26,111,0,0,0.05,0.09,0.06,0,0,0.03,0.21,0,0,0,0,0,0,0.12,0.04,0,0,0.04,0.03,0.03,0.01,0.01,0.05,0,0.23,0,0,0
10,112,0,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,113,0,0,0.13,0,0,0.37,0,0,0,0.02,0.03,0,0,0.01,0,0,0.39,0,0,0,0,0,0,0,0.04,0,0,0,0,0
24,114,0,0,0,0.09,0,0.01,0,0,0,0,0.24,0,0,0,0,0.05,0.18,0,0,0,0,0,0,0,0.41,0,0,0,0,0
2,115,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,116,0,0,0.05,0,0.67,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.15,0.02,0.1,0,0,0,0,0
27,117,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0.95,0,0
8,118,0,0,0.3,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.04,0,0,0.01,0,0,0,0
16,119,0,0.02,0.03,0,0.06,0,0,0,0,0.02,0.06,0,0,0.11,0,0,0.22,0,0.05,0,0.05,0,0.15,0,0.07,0.04,0,0.06,0.03,0
11,120,0,0.01,0.01,0.23,0,0,0,0,0.18,0,0.02,0.33,0,0,0,0.03,0,0,0,0,0,0,0,0,0.14,0,0,0.03,0,0
29,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
15,122,0,0,0.01,0.08,0,0,0,0.04,0.02,0,0.01,0,0,0,0,0.33,0.03,0,0,0,0,0.31,0,0,0,0,0.02,0.13,0,0
11,123,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,124,0,0,0,0.04,0.05,0,0,0,0.13,0,0,0,0.01,0,0,0,0.01,0,0,0.13,0.5,0,0,0,0.04,0,0.07,0,0,0
11,125,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,126,0,0,0.59,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,127,0,0,0.08,0.12,0,0,0,0,0.35,0,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,128,0,0,0.07,0.04,0.69,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0.02,0,0,0,0,0,0,0,0.14,0,0
11,129,0,0,0,0,0,0.06,0,0,0,0,0,0.7,0,0.04,0,0,0.12,0.01,0,0,0,0,0,0,0,0,0.02,0,0,0
3,130,0,0,0,0.62,0,0,0,0,0,0,0.02,0,0,0,0,0.02,0.14,0,0,0.01,0,0,0,0,0.18,0,0,0,0,0
19,131,0,0,0.01,0.02,0.01,0,0,0,0.07,0,0.03,0,0,0,0,0.17,0,0,0,0.62,0.04,0,0,0,0,0,0.01,0,0,0
19,132,0,0,0,0.19,0.14,0.01,0,0.03,0,0,0.02,0,0,0.03,0,0,0.06,0,0,0.34,0.04,0,0,0,0.04,0.1,0,0,0,0
22,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
8,134,0,0,0.08,0,0,0,0,0.16,0.57,0,0,0.06,0,0,0,0.07,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0
19,135,0,0,0,0,0,0.02,0,0,0,0,0.04,0,0,0,0,0.25,0,0,0,0.53,0.13,0,0,0,0,0,0,0,0,0
15,136,0,0,0.21,0.12,0.21,0,0,0,0.02,0,0,0,0,0,0,0.33,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0
8,137,0,0,0.23,0,0.06,0,0,0,0.28,0.03,0,0,0,0,0,0.09,0,0,0,0.03,0.04,0,0,0,0,0.05,0.03,0.14,0,0
11,138,0,0.04,0,0,0,0,0.03,0.03,0.08,0,0,0.66,0,0,0,0.09,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0
27,139,0,0,0,0.01,0,0,0,0,0.04,0,0,0,0,0,0,0.22,0,0,0,0,0.23,0,0,0,0.18,0,0,0.29,0,0
11,140,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,141,0,0,0,0.62,0.01,0,0,0.03,0.01,0,0,0,0,0,0,0.16,0.05,0,0,0.02,0,0,0,0,0.03,0,0.05,0,0,0
15,142,0,0,0,0.06,0,0,0,0,0.05,0,0,0,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.18,0,0,0,0,0.02,0,0,0,0
15,144,0,0,0,0.29,0,0,0.03,0,0,0,0.03,0,0,0,0,0.36,0.09,0,0,0,0,0,0,0,0.04,0,0.11,0,0.04,0
7,145,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0.01,0,0
15,146,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.63,0,0,0,0.07,0.23,0,0,0,0,0,0,0,0,0
7,147,0,0.29,0,0,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0
24,148,0,0,0.14,0.21,0,0,0,0.01,0.05,0,0,0,0,0.09,0,0.05,0.01,0,0,0,0,0,0,0,0.34,0,0.07,0,0,0
11,149,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0.1,0.01,0,0.03,0.04,0,0,0,0,0,0,0.37,0.07,0,0,0,0
15,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,0,0,0.02,0,0.36,0,0,0,0,0,0,0,0
14,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,152,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0.01,0,0.85,0,0,0,0,0,0,0.03,0,0
2,153,0,0,0.47,0,0.09,0,0,0,0.26,0.01,0,0,0,0,0,0.04,0,0,0,0,0.04,0,0.03,0,0,0.02,0,0.02,0,0
15,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0
19,155,0,0,0,0.07,0.06,0,0,0.02,0.01,0,0,0.06,0,0,0,0.04,0,0.03,0,0.6,0.1,0,0,0,0,0,0,0,0,0
16,156,0,0,0,0.12,0,0,0,0,0.03,0.01,0,0,0,0.05,0,0,0.38,0.03,0.04,0,0,0,0.06,0,0.22,0.04,0,0,0,0
15,157,0,0,0,0.3,0.21,0,0,0,0,0,0,0,0,0,0,0.36,0.01,0,0,0.03,0.03,0,0,0,0,0.02,0,0,0,0
11,158,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,159,0,0,0,0.57,0,0,0,0,0.13,0,0,0,0,0,0,0.18,0.03,0,0,0.02,0,0,0,0,0.01,0,0.05,0,0,0
15,160,0,0,0,0.02,0,0,0,0,0.03,0,0,0,0,0,0,0.68,0,0,0,0.22,0.03,0,0,0,0,0,0,0.01,0,0
3,161,0,0,0,0.6,0.02,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0.17,0,0,0,0,0,0,0.04,0,0,0
7,162,0,0.06,0,0,0,0,0,0.48,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0.02,0,0,0,0
19,163,0,0,0.01,0.07,0.04,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.64,0,0,0,0,0,0,0.02,0,0,0
7,164,0,0.01,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,165,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0.27,0.02,0,0,0,0,0,0.42,0,0,0
15,166,0,0,0.11,0,0,0.05,0,0,0.02,0,0,0,0,0,0,0.38,0,0,0,0.07,0.32,0,0,0,0.01,0,0.03,0,0,0
29,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
20,168,0,0,0,0.02,0.03,0,0,0,0,0.09,0,0,0,0,0,0.12,0,0,0,0.1,0.61,0,0,0,0,0,0,0,0,0
11,169,0,0,0,0,0,0,0,0,0,0,0,0.94,0,0,0,0.02,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0
19,170,0,0,0,0.05,0,0.02,0,0,0.12,0,0,0,0,0,0,0.14,0,0,0,0.51,0.02,0,0,0,0.08,0,0.04,0,0,0
24,171,0,0.04,0.01,0.18,0.03,0.03,0,0,0.01,0,0,0,0,0,0,0.02,0.03,0,0,0,0,0,0,0,0.47,0,0.11,0,0.03,0
19,172,0,0,0,0.04,0.05,0,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0.49,0.03,0,0,0,0,0,0.06,0,0,0
11,173,0,0,0,0,0,0,0.02,0,0,0,0.01,0.67,0,0,0,0,0,0,0,0.01,0.05,0.02,0,0,0,0,0,0.19,0,0
27,174,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0.81,0,0
27,175,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0.42,0,0
2,176,0,0,0.37,0,0,0,0,0.03,0.32,0.06,0,0.08,0,0,0,0.01,0,0,0,0.03,0.06,0,0,0,0,0.02,0,0,0,0
15,177,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.57,0,0,0,0.31,0.01,0,0,0,0,0,0,0,0,0
15,178,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.42,0.05,0,0,0,0,0,0,0,0,0
15,179,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0.52,0,0,0,0.39,0,0,0.03,0,0,0,0,0,0,0
15,180,0,0,0.03,0.07,0.08,0,0,0.24,0.19,0,0,0,0,0,0,0.32,0,0,0,0.02,0,0.04,0,0,0,0,0,0,0,0
11,181,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,182,0,0,0,0.06,0,0,0,0,0.07,0,0,0.28,0,0,0,0.38,0,0,0,0.14,0.06,0,0,0,0,0,0.02,0,0,0
15,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0
