class,id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,769,0.47,0,0,0,0,0,0,0,0.21,0,0.28,0.01,0,0.02,0,0,0,0,0,0
0,770,0.67,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0
10,771,0.31,0,0,0,0,0,0,0,0,0,0.66,0,0,0.02,0,0,0,0,0,0
0,772,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,773,0.82,0,0,0,0,0,0,0,0.05,0.02,0.08,0,0,0,0,0,0,0.01,0,0
10,774,0,0,0,0,0,0,0,0,0.06,0,0.83,0.04,0,0.04,0,0,0,0,0,0
1,775,0.04,0.26,0.08,0.05,0,0.04,0.1,0.15,0,0,0,0.22,0.04,0.01,0,0,0,0,0,0
8,776,0.2,0,0,0.03,0,0,0,0,0.56,0,0.12,0.01,0,0.04,0,0,0,0,0,0
0,777,0.64,0,0,0.09,0,0,0,0.12,0,0.12,0.02,0,0,0,0,0,0,0,0,0
0,778,0.89,0,0,0,0,0,0,0,0.05,0.06,0,0,0,0,0,0,0,0,0,0
7,779,0,0.02,0,0.19,0,0,0.02,0.74,0.01,0.01,0,0,0,0,0,0,0,0,0,0
0,780,0.75,0,0,0,0,0,0,0,0.05,0.05,0.09,0.04,0,0,0,0,0,0,0,0
11,781,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0.01
0,782,0.85,0,0,0,0,0,0,0,0.03,0.02,0.09,0,0,0,0,0,0,0,0,0
18,783,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0.93,0
7,784,0,0,0,0,0,0,0.01,0.67,0.06,0,0,0,0,0,0,0,0.23,0.01,0,0
0,785,0.93,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0
0,786,0.37,0,0,0,0,0,0,0,0.31,0.1,0.18,0.04,0,0,0,0,0,0,0,0
0,787,0.82,0,0,0,0,0,0,0,0,0.03,0.14,0,0,0,0,0,0,0,0,0
6,788,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,789,0,0,0,0,0,0,0,0.74,0,0,0.09,0.17,0,0,0,0,0,0,0,0
2,790,0.13,0,0.69,0,0,0,0,0,0,0,0.13,0.02,0,0,0,0,0,0,0,0
0,791,0.47,0.15,0.02,0,0,0,0,0.21,0.04,0,0.02,0,0,0,0.03,0,0,0.01,0.05,0
0,792,0.65,0,0,0.03,0,0,0,0,0.07,0.04,0.18,0,0,0,0,0,0,0,0,0
2,793,0,0.17,0.6,0,0,0,0,0.03,0.13,0,0,0,0.01,0,0,0,0,0.03,0,0
10,794,0.23,0.04,0,0.2,0,0,0.02,0.06,0,0.02,0.37,0.03,0,0,0,0,0,0.02,0,0
10,795,0.04,0,0,0,0,0,0,0.01,0.01,0.04,0.81,0.03,0,0.05,0,0,0,0,0,0
10,796,0.44,0,0,0,0,0,0,0,0.01,0.03,0.46,0,0,0,0,0,0.02,0,0,0
0,797,0.74,0.01,0,0.04,0,0,0,0,0,0.11,0,0,0.07,0,0,0,0,0,0,0
2,798,0,0,0.44,0,0,0,0,0,0.39,0,0,0,0,0,0.13,0,0,0,0,0
11,799,0,0.07,0,0,0,0,0,0,0.23,0,0.11,0.53,0,0,0.02,0,0.01,0,0,0
0,800,0.49,0.05,0.12,0.02,0,0.03,0,0.07,0,0,0,0.18,0,0,0,0,0,0,0,0
0,801,0.87,0,0,0.02,0,0,0,0,0.02,0.06,0,0,0,0,0,0,0,0.02,0,0
0,802,0.91,0,0,0,0,0,0,0,0.02,0.02,0.05,0,0,0,0,0,0,0,0,0
0,803,0.53,0.02,0,0.04,0,0,0,0,0,0.02,0.37,0,0,0,0,0,0,0,0,0
0,804,0.41,0.03,0,0.34,0,0,0.01,0,0,0,0.18,0.02,0,0,0,0,0,0,0,0
19,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
0,806,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,807,0.63,0,0.17,0.02,0,0,0,0,0.1,0,0.03,0,0.02,0,0,0,0,0.02,0,0
0,808,0.65,0,0,0,0,0,0,0,0.03,0.28,0.05,0,0,0,0,0,0,0,0,0
4,809,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,810,0.77,0,0,0,0,0,0,0,0.03,0.17,0,0,0,0,0,0,0,0,0,0
7,811,0,0.03,0,0,0,0,0,0.62,0.1,0.05,0,0,0.04,0.07,0,0.02,0.02,0.02,0,0
11,812,0.04,0,0.21,0,0,0,0,0,0.04,0.01,0.07,0.52,0,0,0,0,0,0,0.1,0
0,813,0.8,0,0,0.04,0,0,0,0,0.02,0.12,0,0,0,0,0,0,0,0,0,0
18,814,0.01,0,0.26,0,0,0,0,0,0,0.09,0,0,0,0,0,0.01,0,0,0.62,0
0,815,0.92,0,0,0.02,0,0,0,0,0.01,0,0.05,0,0,0,0,0,0,0,0,0
0,816,0.6,0,0.05,0.03,0,0,0,0,0.06,0,0.16,0.03,0,0,0,0,0,0.07,0,0
12,817,0,0,0,0.01,0.04,0,0,0,0,0,0.02,0,0.92,0,0,0,0,0,0,0
8,818,0,0,0,0,0,0,0,0,0.95,0,0,0,0.03,0,0,0,0,0,0,0
0,819,0.62,0,0,0,0,0,0,0,0.14,0.06,0.13,0.02,0.01,0,0,0,0,0,0,0
13,820,0,0,0,0.16,0,0,0.28,0,0,0,0,0,0,0.4,0,0.1,0,0,0,0
10,821,0,0,0,0,0,0,0,0,0.03,0.05,0.53,0,0,0.37,0,0,0,0,0,0
0,822,0.9,0,0,0,0,0,0,0,0,0.05,0,0,0.04,0,0,0,0,0,0,0
0,823,0.38,0.14,0,0,0.02,0,0,0,0.11,0,0.23,0.06,0,0,0,0,0.04,0,0,0
18,824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
0,825,0.31,0,0.31,0,0,0.23,0,0,0,0,0,0.11,0,0.03,0,0,0,0,0,0
0,826,0.7,0,0,0,0,0,0,0,0,0,0.02,0.07,0,0,0,0,0,0,0.21,0
8,827,0,0,0.03,0.02,0,0,0,0.08,0.46,0.18,0.16,0.04,0,0,0,0.02,0,0,0,0
18,828,0.06,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.92,0
18,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0.89,0
11,830,0.15,0,0.02,0,0,0,0,0,0,0,0,0.82,0,0,0,0,0,0,0,0
0,831,0.82,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0
2,832,0.21,0.1,0.44,0,0,0,0,0,0.08,0.02,0.14,0,0,0,0,0,0,0,0,0
0,833,0.57,0.03,0,0.05,0,0.01,0,0.04,0,0.02,0.05,0.1,0.08,0.03,0,0,0,0,0,0
0,834,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
11,836,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0
9,837,0,0.03,0,0.13,0,0,0,0.3,0.04,0.39,0.06,0.02,0,0.01,0,0.02,0,0,0,0
0,838,0.57,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0
10,839,0.24,0,0,0,0,0,0,0,0.02,0,0.69,0,0,0.02,0,0,0,0,0,0
11,840,0.11,0,0.11,0,0,0,0,0,0,0.03,0,0.73,0,0,0,0,0,0,0,0
0,841,0.39,0.02,0.38,0,0,0,0,0.02,0,0,0.13,0.04,0,0,0,0,0,0,0,0
0,842,0.23,0.09,0.08,0.1,0,0.01,0,0.21,0,0.05,0.17,0.05,0,0,0,0,0,0,0,0
0,843,0.31,0.07,0.04,0.17,0,0,0,0,0.12,0.1,0.12,0.02,0.02,0,0,0,0,0,0,0
10,844,0,0.04,0,0.05,0,0,0,0.03,0.03,0.16,0.56,0.05,0.02,0.05,0,0,0,0,0,0
10,845,0.02,0.02,0,0.05,0,0.01,0.01,0.05,0.03,0,0.52,0.1,0,0.17,0,0,0.02,0,0,0
18,846,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0
18,847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
0,848,0.9,0,0,0.02,0,0,0,0,0,0.05,0.01,0,0,0,0,0,0,0,0,0
12,849,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
13,850,0.13,0,0,0,0,0,0,0,0,0.09,0.36,0,0,0.42,0,0,0,0,0,0
0,851,0.79,0,0,0,0,0,0,0,0.01,0.08,0.12,0,0,0,0,0,0,0,0,0
0,852,0.63,0.01,0,0.1,0,0,0,0,0,0.03,0.17,0.01,0,0,0,0,0,0,0,0
2,853,0,0.02,0.69,0,0,0,0,0.13,0.02,0,0,0,0,0.04,0,0,0.06,0,0.03,0
15,854,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.52,0.03,0.03,0.03,0.03
0,855,0.52,0,0.01,0.03,0,0,0,0,0.24,0.04,0.15,0,0,0,0,0,0,0.02,0,0
18,856,0,0,0,0,0,0.11,0,0,0,0,0,0,0.02,0,0,0,0,0,0.87,0
9,857,0.4,0,0,0,0,0,0,0,0,0.54,0.06,0,0,0,0,0,0,0,0,0
0,858,0.89,0,0,0.02,0,0,0,0,0,0.05,0,0,0,0.02,0,0,0,0,0.01,0
0,859,0.83,0,0,0,0,0.02,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0
2,860,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,861,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,862,0.98,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0
2,863,0.2,0.02,0.58,0,0,0.03,0,0,0.01,0,0,0.09,0,0,0,0.03,0,0.04,0,0
3,864,0,0,0,0.63,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0
0,865,0.59,0.03,0,0.05,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0.02,0,0
1,866,0.01,0.45,0.08,0.06,0,0,0.01,0.04,0,0,0.14,0.19,0,0,0,0,0,0,0,0
10,867,0.06,0.12,0,0.03,0,0,0.01,0.12,0.03,0.14,0.46,0,0,0,0,0,0,0.01,0,0
0,868,0.69,0,0,0,0,0,0,0,0.03,0.05,0.23,0,0,0,0,0,0,0,0,0
10,869,0,0.1,0,0,0,0,0.02,0.03,0.02,0.08,0.49,0.09,0,0.16,0,0,0,0,0,0
1,870,0,0.52,0,0.02,0,0,0.02,0.03,0,0.07,0.32,0.02,0,0,0,0,0,0,0,0
0,871,0.95,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0
9,872,0.21,0,0,0.05,0,0,0,0.02,0.03,0.3,0.01,0,0.29,0,0,0.02,0,0.03,0,0
0,873,0.8,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0
8,874,0,0,0,0,0,0,0,0,0.43,0,0.16,0,0,0,0,0,0,0.32,0,0
0,875,0.58,0,0.02,0,0,0,0,0,0,0,0,0.39,0,0,0,0,0,0,0,0
10,876,0.11,0.12,0,0.17,0,0,0,0,0,0.06,0.48,0.04,0,0,0,0,0,0,0,0
13,877,0.05,0,0,0,0,0,0,0,0,0.09,0.05,0,0,0.81,0,0,0,0,0,0
0,878,0.46,0,0,0,0,0,0,0,0.09,0.4,0.04,0,0,0,0,0,0,0,0,0
0,879,0.73,0.02,0,0.03,0,0,0,0.02,0.05,0.06,0.04,0.01,0.01,0,0,0,0,0,0,0
10,880,0.28,0,0,0.07,0,0,0,0.02,0.03,0.17,0.33,0,0.01,0.08,0,0,0,0,0,0
0,881,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,882,0.93,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0
7,883,0,0.03,0,0.26,0,0,0.07,0.38,0.09,0.12,0.01,0.04,0,0,0,0,0,0,0,0
0,884,0.76,0,0,0.02,0,0,0,0,0.05,0.03,0.12,0,0,0,0,0,0,0,0,0
0,885,0.68,0,0,0,0,0,0,0.02,0.02,0.24,0,0,0,0,0,0,0,0.01,0.01,0
0,886,0.86,0,0,0,0,0,0,0,0.04,0.02,0.08,0,0,0,0,0,0,0,0,0
0,887,0.59,0.03,0,0.08,0,0,0,0.02,0,0.16,0.05,0,0,0,0,0,0,0.04,0,0
2,888,0.26,0.02,0.59,0,0,0,0,0,0.01,0,0.04,0.07,0,0,0,0,0,0,0,0
0,889,0.52,0.01,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0.05,0,0
0,890,0.71,0,0,0,0,0,0,0,0.03,0.22,0,0.04,0,0,0,0,0,0,0,0
3,891,0,0,0,0.62,0,0.07,0.04,0.08,0,0,0,0,0.11,0.07,0,0,0,0,0,0
9,892,0,0.04,0,0.01,0,0,0,0.04,0.01,0.7,0.1,0.02,0,0.05,0,0,0,0,0,0
9,893,0.01,0,0,0,0,0,0,0,0,0.89,0.06,0,0,0.03,0,0,0,0,0,0
8,894,0.22,0,0.15,0,0,0,0,0,0.47,0.04,0.01,0.05,0.05,0,0,0,0,0,0,0
0,895,0.83,0,0,0,0,0,0,0,0,0.15,0,0,0.01,0,0,0,0,0,0,0
18,896,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0.96,0
5,897,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,898,0,0,0.54,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,899,0.81,0,0,0.02,0,0,0,0,0,0.08,0,0,0.06,0,0,0,0,0.01,0,0
1,900,0,0.59,0,0,0,0,0.22,0,0,0,0,0,0.18,0,0,0,0,0,0,0
18,901,0,0.02,0,0.08,0,0,0,0.05,0,0,0,0,0,0,0,0,0.01,0,0.82,0
13,902,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0.96,0,0,0,0,0,0
18,903,0,0.04,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0
0,904,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,905,0.34,0,0.03,0,0,0,0,0,0.1,0,0.25,0.07,0,0,0,0,0,0.2,0,0
0,906,0.45,0,0.07,0,0,0,0,0,0,0.09,0,0.06,0.32,0,0,0,0,0.01,0,0
0,907,0.69,0,0,0.04,0,0,0,0,0,0.08,0,0,0.09,0.07,0,0,0,0,0,0
10,908,0.29,0.02,0,0.08,0,0,0,0.03,0.08,0.14,0.34,0,0,0,0,0,0,0,0,0
0,909,0.61,0,0,0.01,0,0,0,0,0.05,0.08,0.24,0,0,0,0,0,0,0,0,0
0,910,0.76,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0
17,911,0.07,0,0,0,0,0,0,0,0.13,0.03,0.29,0.02,0.01,0,0,0.02,0,0.41,0,0
0,912,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0.97,0
0,914,0.85,0,0,0,0,0,0,0,0,0.1,0,0,0.01,0.01,0,0,0,0,0,0
1,915,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,916,0.78,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,917,0.99,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0
0,918,0.86,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0
0,919,0.74,0,0,0.02,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0
0,920,0.76,0.02,0,0,0,0,0,0,0,0.05,0.13,0,0,0,0,0,0,0.01,0,0
8,921,0.3,0.06,0,0.03,0,0,0,0,0.33,0.09,0.19,0,0,0,0,0,0,0,0,0
10,922,0.12,0.02,0,0.03,0,0,0,0,0.02,0,0.76,0.03,0,0,0,0,0,0,0,0
0,923,0.76,0,0,0.02,0,0,0,0,0,0.05,0.09,0.04,0,0,0,0,0,0,0,0
11,924,0.27,0.03,0,0,0,0,0,0.02,0.01,0,0.28,0.38,0,0,0,0,0,0,0,0
10,925,0.05,0.12,0,0,0,0,0,0,0.02,0,0.73,0.05,0,0.02,0,0,0,0,0,0
0,926,0.58,0,0,0,0,0,0,0,0,0.37,0.03,0.02,0,0,0,0,0,0,0,0
0,927,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0
0,928,0.87,0,0,0.01,0,0,0,0.01,0,0.08,0,0,0,0,0,0,0,0,0,0
8,929,0,0,0,0,0,0,0,0,0.64,0,0,0.35,0,0,0,0,0,0,0,0
0,930,0.79,0,0,0.06,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0
0,931,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,932,0,0.22,0,0.01,0,0.17,0.08,0.07,0,0,0,0.45,0,0,0,0,0,0,0,0
10,933,0.26,0.1,0,0.09,0,0,0,0.01,0,0.02,0.44,0.03,0,0,0,0,0,0.04,0,0
18,934,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0.94,0
1,935,0,0.53,0,0.23,0,0,0.08,0.07,0,0,0.03,0.04,0,0.01,0,0,0,0,0,0
9,936,0.48,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0
0,937,0.46,0.04,0.05,0.02,0,0,0.02,0.04,0.07,0.22,0.06,0,0,0,0,0,0,0,0,0
13,938,0.37,0.02,0.01,0,0,0,0,0,0.02,0.01,0.03,0.03,0.05,0.43,0,0,0,0,0,0
10,939,0.13,0.02,0.03,0,0,0,0,0,0.06,0,0.71,0.03,0,0,0,0,0,0,0.01,0
11,940,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0.01
7,941,0.09,0.17,0,0.05,0,0,0.03,0.22,0.08,0.18,0.03,0.06,0.04,0,0,0.01,0,0.01,0,0
9,942,0.04,0,0,0,0,0,0,0,0,0.91,0,0,0,0,0,0,0.02,0.02,0,0
0,943,0.41,0,0,0,0,0,0,0,0.11,0.18,0.29,0,0,0,0,0,0,0,0,0
9,944,0.31,0,0,0,0,0,0,0,0.08,0.46,0,0,0,0.09,0,0.01,0,0,0.02,0
18,945,0,0,0,0.08,0,0,0,0.09,0.09,0.15,0.1,0,0,0.06,0,0,0,0.03,0.39,0
13,946,0,0,0.39,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0.01,0
7,947,0,0,0,0.06,0,0,0,0.78,0,0.03,0,0,0,0.06,0,0,0,0,0.07,0
11,948,0.1,0,0.02,0,0,0,0,0,0,0,0,0.88,0,0,0,0,0,0,0,0
18,949,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0
0,950,0.52,0,0,0,0,0,0,0,0.03,0,0.44,0,0,0,0,0.01,0,0,0,0
16,951,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0.98,0,0,0
0,952,0.57,0.05,0.29,0,0,0,0,0.07,0,0,0,0,0,0,0.01,0,0,0,0,0
0,953,0.59,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,954,0.48,0,0,0.12,0,0,0,0.04,0.02,0.31,0.01,0,0,0,0,0,0,0,0,0
7,955,0,0,0,0,0,0,0.02,0.66,0.06,0,0,0,0,0,0,0,0.23,0.01,0,0
0,956,0.91,0,0,0,0,0,0,0,0,0.05,0,0.02,0,0,0,0,0,0,0,0
10,957,0.02,0,0,0,0.05,0,0,0,0.05,0.35,0.45,0.07,0,0,0,0,0,0,0,0
0,958,0.86,0,0,0.03,0,0,0,0,0,0.02,0.07,0,0,0,0,0,0,0,0,0
0,959,0.56,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0
0,960,0.49,0.02,0,0.02,0,0,0.01,0.02,0,0.03,0.38,0,0,0,0,0,0.01,0,0,0
0,961,0.47,0,0.16,0,0,0,0,0,0.32,0,0.02,0,0,0,0,0,0,0.03,0,0
11,962,0,0.11,0,0.05,0,0,0,0.14,0.08,0,0.25,0.33,0.03,0,0,0,0,0,0,0
0,963,0.58,0.02,0,0.15,0,0,0,0.02,0.02,0.03,0.05,0.02,0.03,0.04,0,0,0,0,0,0
0,964,0.78,0,0,0.04,0,0,0,0,0.05,0.11,0,0,0,0,0,0,0,0,0,0
10,965,0.2,0,0.01,0,0,0,0,0.01,0.06,0,0.6,0.06,0,0.03,0,0,0.02,0,0,0
0,966,0.72,0,0,0,0,0,0,0,0.1,0.11,0.07,0,0,0,0,0,0,0,0,0
7,967,0,0,0,0,0,0,0.01,0.98,0,0,0,0,0,0,0,0,0,0,0,0
0,968,0.75,0,0,0,0,0,0,0,0.01,0.04,0.19,0,0,0,0,0,0,0,0,0
0,969,0.57,0.02,0,0.06,0,0,0,0,0,0.12,0.05,0,0.02,0.15,0,0,0,0,0,0
1,970,0,0.48,0,0,0,0,0,0.02,0.2,0.04,0.04,0,0,0,0,0.08,0.01,0,0.12,0
0,971,0.65,0,0.03,0,0,0,0,0,0.23,0,0.05,0.02,0,0,0,0,0,0.01,0,0
10,972,0.04,0.06,0,0.02,0,0,0,0,0,0.12,0.73,0,0,0.04,0,0,0,0,0,0
8,973,0.15,0,0.23,0,0,0,0,0,0.48,0,0.04,0,0.03,0.02,0,0,0,0.03,0,0
4,974,0,0.02,0.01,0,0.53,0,0,0,0.13,0.14,0,0.04,0,0.07,0,0,0.03,0.01,0,0
7,975,0,0,0.09,0.35,0,0.04,0,0.49,0,0,0,0.02,0,0,0,0,0,0,0,0
5,976,0,0.06,0,0,0,0.62,0,0,0,0,0,0,0.05,0,0,0,0,0.04,0.23,0
10,977,0.27,0,0,0,0,0,0,0,0,0,0.69,0,0,0.02,0,0,0,0,0,0
7,978,0,0,0.01,0.19,0,0.02,0.03,0.42,0.03,0,0.08,0.2,0,0,0,0,0,0,0,0
10,979,0.24,0.03,0,0.14,0,0,0,0.05,0,0.09,0.35,0,0,0,0,0,0,0.1,0,0
10,980,0.28,0.03,0,0,0,0,0.01,0.07,0.06,0.04,0.46,0.05,0,0,0,0,0,0,0,0
0,981,0.91,0.01,0.04,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0
0,982,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,983,0.4,0.03,0,0.41,0,0,0,0.04,0,0.01,0.01,0.02,0.01,0.03,0,0.02,0,0,0,0
5,984,0,0,0,0,0,0.94,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0
9,985,0.11,0.02,0,0.09,0,0,0.01,0,0,0.47,0.25,0.03,0,0,0,0,0,0,0,0
15,986,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.52,0.03,0.03,0.03,0.03
13,987,0,0,0.02,0,0,0.06,0,0,0,0,0,0.05,0,0.58,0,0,0.28,0,0,0
0,988,0.53,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0
10,989,0.22,0.05,0,0.02,0,0,0.03,0.05,0,0,0.57,0.06,0,0,0,0,0,0,0,0
0,990,0.97,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0
0,991,0.91,0,0,0,0,0,0,0,0.04,0.03,0.03,0,0,0,0,0,0,0,0,0
18,992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
14,993,0.04,0,0,0,0,0.01,0,0,0.14,0,0.06,0.05,0,0,0.62,0,0.06,0,0,0
0,994,0.63,0,0,0,0,0,0,0.01,0.22,0.08,0.02,0,0,0,0,0,0,0.01,0,0
18,995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
9,996,0.08,0,0,0.01,0,0,0,0,0,0.89,0,0,0,0,0,0,0,0,0,0
0,997,0.88,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0
0,998,0.64,0.18,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0
0,999,0.7,0,0,0,0,0,0,0,0,0.2,0,0,0.06,0,0,0,0,0,0,0
0,1000,0.92,0,0,0,0,0,0,0,0,0.04,0,0,0.02,0,0,0,0,0,0,0
0,1001,0.44,0.07,0.1,0.02,0,0,0,0,0.12,0,0.19,0.05,0,0,0,0,0,0,0,0
7,1002,0,0.2,0,0,0,0,0.19,0.31,0.04,0,0.09,0.08,0,0,0,0,0.09,0,0,0
0,1003,0.51,0,0,0,0,0,0,0,0,0.47,0,0,0.02,0,0,0,0,0,0,0
0,1004,0.86,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.12,0
0,1005,0.89,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0
0,1006,0.32,0.13,0,0.04,0,0.02,0,0,0,0.05,0.08,0.22,0.11,0,0,0,0,0,0,0
7,1007,0,0.04,0,0,0,0,0.03,0.61,0.12,0,0.02,0,0,0.02,0,0.04,0.11,0,0,0
10,1008,0.3,0,0.03,0,0,0,0,0,0.08,0.1,0.49,0,0,0,0,0,0,0,0,0
2,1009,0,0,0.44,0.03,0,0,0,0.09,0,0,0,0,0,0.42,0,0,0,0,0,0
0,1010,0.6,0.04,0,0.03,0,0,0,0.01,0,0,0.29,0.01,0,0,0,0,0,0,0,0
11,1011,0.02,0,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0.01,0,0
11,1012,0.18,0,0,0,0,0,0,0,0,0,0.07,0.71,0,0.02,0,0,0,0,0,0
0,1013,0.55,0,0,0,0,0,0,0.01,0.08,0.25,0,0,0.07,0.01,0,0,0,0,0,0
2,1014,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,1015,0,0,0.3,0,0,0,0,0.08,0.07,0.16,0,0,0,0.03,0,0,0,0.02,0.31,0
10,1016,0.36,0,0,0,0,0,0,0,0.05,0.05,0.48,0.04,0,0,0,0,0,0,0,0
0,1017,0.6,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0
17,1018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0.63,0,0
0,1019,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1020,0.04,0,0,0,0,0,0,0,0,0.92,0.04,0,0,0,0,0,0,0,0,0
12,1021,0,0,0,0,0,0,0,0,0.04,0,0.11,0,0.82,0,0,0.02,0,0,0,0
0,1022,0.29,0.04,0.04,0,0,0,0,0.08,0,0.01,0.25,0.16,0,0.13,0,0,0,0,0,0
9,1023,0.19,0,0,0,0,0,0,0,0,0.63,0.11,0.01,0,0,0,0,0,0,0,0
3,1024,0,0,0,0.54,0,0,0,0.36,0,0,0,0,0.1,0,0,0,0,0,0,0
18,1025,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0.93,0
18,1026,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0
19,1027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
0,1028,0.24,0,0.02,0.02,0,0,0,0.02,0.11,0.14,0,0,0.24,0,0,0,0.01,0.07,0.12,0
