text
I'm won't much longer
Follow !!
I'm high
OMG I can't fucking sent !!!!!!
It feels talking Alyssa .... Not quite whatever
Idk tbh I him.
beg nobody kiss ass hahah fuck
His name hector &amp; I nighter talking hahaha
I fuck boys age cause bullshit ...
When hair..
relationship someday
I'm scared bugs close alone inhale
You fucked think I would smoke bug
That's stupid asf lmao
If I serious voice possible really wanna try right seriously lmao
Ima shit together
Long
wcw
bae
Who still real hair eyebrows
Sucks I really alone
When I need help ignore
..........
Tired bitch boys.
I fuck
I feel banging head wall I knock
Life bullshit
If I weed I wouldn't mind alone
I wish someone would cause I really wanna alone right ...
Omg I hate constantly argue nothing
Just gonna act nothing happened. No point moping around.
Omg stfu
I guess. ..
She looked ugly ....
Wellp mom left
Not looking forward mom coming ...
Instagram (:
Even last night I couldn't stop lookin mirror cause really different lmao
I really recent pics idk weird seeing girl lol
Loooooks I ain't nothing tonight.
Lmao gurl Facebook hell na ladies competition pic hahaha
8th graders I
Well feels way sometimes
Anyways Im high munchies
She hit hoe
I swear lmao
I wanna fun tonight
I run circles around bitches
Don't mistake age maturity level
I alot shit going mind &amp; I wish I could clear
Me mom haven't even talked gay place dude.
If y'all could see happened.
I handle group talking shit group &amp; family ... Its kinda head up.
I regret I feelings everyone
You would surprised knew system rn
Every drug far came across I've done
I'm tired settling less brother sister drained
My dad asshole
Before I left house mom told I Father &amp; well I'm nothing compared him.
&amp; heartless.
Y'all making stronger
I cutting everyone fuck bullshit.
When I came yesterday literally everyone problem &amp; everyone wanna friends ?
His sister even cought looking &amp; anti Isaac bullshit frunt
&amp; I without y'all phasing
Its crazy nobody likes I'm still !!
Hahaha seems getting worse.
Its crazy talk shit around place ?
I pillow cause I'm tired niggas
Why bitches even worried ?
So I blocked smart ass.
No bitch move fuck around
I hate try smart correct
Bitch shut I'm worried right
Well wants
I still remember friends told used would ask .. fuck faggot nigga ain't bro
Its thing things fuck Isaac
I could sell brother mom baby momma right I'm fucking brother I
Now I swollen eye
Especially brother Israel thinks much isn't anything worse.
But I shit Ever I hate family I I've ever wanted I hope see I needed
And wants reason treats way isn't I'm gay choices I
How mother hold sister hits ?
Family fake bitches stab
I'm child
Fuck family
Its funny I need help nobody around.
I need place ..
Its funny cause I saw run girl swings bed hahaha
Lmao friend fought today
Its cool bitch fucked
Oh well
Its find real relationship days These boys play much
Or boyfriend take dates
Or tell ready blue I going spend
I boyfriend see I I feel lonely
Fell asleep 9 lol
Just waking
The age difference isn't big l
Forgot today Saturday..
When nobody talks I talk lmao
Idc I'm funny
I can't phone Just DM
Today boring
I'm bored asf
give f*ck
I'm excited really nervous haha
Omg friends manager shows rainbow &amp; says I look enough l shows !! So gonna tell !!
what's IG?
dopee_bitches
I may seem I'm mean
If problem shiiit
But idgaf cause that's I
I refuse repeat
I'm gonna chapped ass lips I need stop licking !!
Anyways lol I'm bored .-.
That's Hahahahahha
I'm interested
mom rock
Nothing really offends
The guys I've friends friends
I'm cool guys
Only room speak
Its rare
Can't fuck bitches fuck bitches I fuck
Never Settle For Less
ANYWAYS
