text
I'm ready tf home
Dyiiiing blow j I cannot wait gtf house
Its ji cold
Ready find move
You'd think MF went Baghdad somewhere
Uggggh I Mexican margarita
Gotta away nnk I cannot forever
Tf birthed mfs. U gots child cousin fucker. However else could pick bad habits. Clowns
I'm seeing lol
Shit boring af I'm
Wake.....and......bake.....lovely morning
These past couple days I've endless driving...I damn sure feel going Richmond today
Ion fuck Mondays
I'm awful fuckin mood gonna awful fuckin
Christmas need go...like pockets hurting
Worse Hands
Somebody saaaaaaave meeeee hiiiiighway
This bitch gon lose fuckin sanity mouth. I swear I anywhere mfs
Ima need Friday here....like
Mannnn I need MF'N blunt SO BAD
Lawd I need j...like
Ommfg man I'm ready fuckiiiiin gooooooooo
I wanna smoke...and chill
I since 7 tho. Smh shit boring AF I wanna wake catch train mall sumn. countrylife ain't shit
Lawd somebody roll
Lawd soon weather break mfs feelings. Better blanket sumn
I wanna hoooome
I hate weak minded Nigga grow tf gahdamn ...ugh tooooo many fuckin yearsssss
Ugh struggle fuckin real
I hate people...I swear everything. I hate point blank period
My attitude fucked true...BUT WHY TF DO MFS HAVE TO PISS ME OF SOOOO FUCKIN BAD
Twitter. Ion fuck shit lol
This I staying alllll night
I'm sleeeeeepy AF right fr
I need naaaaaaap I smoke fuckin much fr
Being drunk
I knew I should've kept
I'm drunk AF man
I'm early....iono whaaaaaat
Fuck going on. Everybody went left lls
Why tf I man...stfu
I'm ready fuckin man
I need j ....right tf
Lawd knows I'm tired already
Feel I'm old shit
Everything pissed evening. After great
And yes bitch still lt
If ima convicted anyway whipping should've A1 I took easy bitches
Ima real jail
U tf what...fuck legal bs I smack bitch
Feelings ain't shit
I can't wait off. Fuck Mondays
Had great fuckin night
Lmmfaooooooo shit funny AF
I hate hungover
Uuuuggggghhhh I need bluuuuuunt
Im early AF reason.
Daaaamn I hate fucked Friday evenings ya I ready FUCKIN GO
I can't wait tf home
I'm done drinking man fr
Fuck yo feelings...and you...and everybody else fuckin problem
Thank I'M OFF!
My pooda getting SO BIG MAN four months
Coolin stanka gives LIFE
Been feeling sick every fuckin man ugh
Can't wait smoke fattest j ever
Your supposed question still wonder WHY ....smh
Just shit gets much something bad happens...and things ten times worse
This opened eyes much... You can't take granted smh
Man crazy
Don't nothing seem real shit
This heat way....way....TO MUCH week
Ready smoke sumn cook dinner ...
Worked ass today! check
Uuuggghhh heartburn won't awaaaay.
Troy would damn nerves
Finally
Not feeling heat....at
grind productive become
I need j
This ready long AF
Now dummy dumb
Who GAF mfs gotta say. I
Lil mfs start getting pissy listen
Give leggings flip flops that's
Such vibrant thing checkit
Really shouldn't GAF I look anyway mfs ready throw book first charges. fuckem ithinknot
Can't saaave
Fuck I'll wearing pajamas court tomar
Be glad shit Friday I without GAF
I'm sick work. I need another vacation
Play pussy....get fucked bitch
Ha! Lmaooooooo lovely
I set since morning I need meds
All I laugh pitiful mfs
Uuuggghhh I need j
Lord knows I done good. But heat starting fuck y'all. Must something air MF
bitches SAD ijs bitch jump play captain save nigga see I hesitate pop bitch.
I waiting mfs jump stupid shit sweet. Slap tf bitches
Let hoes jump save I WISH A BITCH WOULD
Uuuuggghhh somebody roll up. Just lemme hit
Today would I need smoke blunt chill...cause mfs working nerves ALREADY
This ride richmond bout kill. Ugh
I hate bitch ass nigga
Wish everybody stay hot shit
Really feel bothered
Ma cooked Felt shoneys lls
I'm going sleep. I needs nap
Lemme smoke carry ass sleep
I'm tired I'm bout alllll way
My nerves shot yo
It took FOREVER
Richmond bound see child born cold
Can't wait fat man heeeeere
Mornting
Thank fuckin tomorrow Friday
I wanna snap choke tf mfs soooo fuckin bad I hate everybody right
Today worse hands
I'm ready punch bitch throat
Should've stuck plan stayed tf home
Hate waiting ....I patience shit
Today annoying AF already
Uuuggghhh I enough sleeeeeep
Today wasn't I've sick AF
This summer gon long
Summer ready lovely
Lmaooooooo said aqua lmaoooo
Been sleep damn long...and still sleepy
Hopefully nap give honey
I hate I home somebody getting nerves. I much I visitor
Damm hot
I really hate annoyed. Fuck somewhere
Slight moves...its hot af
Damm man sthu
My mom gets fuckin nerves
Can't wait bed tonight
Still ton shit leave
Daaaamn I'm tired AF
Finally off. Ready pack shit
Been Mechanicsville entirely long smh ready hot devils balls
I can't even happy I'm supposed cause sooooo much bullshit
Sometimes I feeling I weight shoulders nobody understand shit
Fuk
I feel going Richmond...swear I gotta rest shit tho
I'll glad beginning
Mfs stupid money. Hustlin backwards
Damn I'm tired
This hair doesn't help.... I'm bout braids fuck
Its hot AF
Days I hate job
Jeeeeeesus! I wasn't ready heat
waaaay hot shit
Its waaaaay hot right
Its gon hot af today
Today didnt planned. As usual
Never much pain I stamp smh
Today ain't fuckin
I'm irked ready tf home
I can't wait home light blunt
I'm way fuckin early
Yeah I gotta smoke
Crazy shit turns out.
Wow smh shit seem right. But I guess is....smh
Gahdamn ima freeze
Lovely weather
I Fridays
Ima sleep AF tonight I swear
When lil ass boys tryna holla I'm old AF smh .....cute tho lls
Just saw man turn red light. I'd locked right Where cops mfs shit
Today rough!
This gonna lovely summer
Coughing MF. This weather ready sick
She sending bitch stacks tho! You's dumb bitch cut id letting lil bitch send kinds money
Did buy car money. No car outside....oh dumb
Basically basic ass nigga
I'm Warsaw nooooow At bp lls
