text
ReasonsToGoToAnHBCU
Wiz done lost damn mind
Slim thick witcho motivated
New Yorkers
dishonest
Just focusing
Y'all obsession celebrities lives kinda scary tbh.
Learn
LMFAOOOO
nah
2015..... The niggas risked lives RTs
Hell yeah too. That relationship shit wait
BeSafe
STOPdickriding2016
BlackTwitterTheBestTwitter Part 80
BlackTwitterTheBestTwitter Part 82
friend I ever loss FRIEND
If ain't haters......

Leaving many &amp; situations behind I fake ass bs 2016
I fucking hate Denny's
I'm tired
I try everyday
niggas job
B/c lot untalented support &amp; thou shall lie
Fairly OddParents
Everyone's prisoner something
Bound put hands somebody
*Takes money*
I hate think everybody
Hidden yet rare talent
I'm really ready home
ThanksgivingWithBlackFamilies sittin waiting plate cause The kids eat first
When everybody leavin granny porch like.. ThanksgivingWithBlackFamilies
The fact roommate came 3am woke
I think someone literally pissed every hour today
nooooooo
A FAT ASS DON'T MAKE U CUTE
This ain't lanes open
Mfs really can't ask shit
I raffle ?
store getting Yeezys weekend ?
I'm bout pushed limit
Friday (1995)
Never needed acceptance. Never needed nothing.
LMAOOOO
I watched broad give I'm average I went inside attic count started laughing
THIS IS ME WHEN I'M LISTENING TO SORRY IT'S PERFECT OMG!
Sleepy hell Psych class
Bitch aint even notice
Shit fucking pisses
As friend I tell something bothering
I ain't shit yet
Snitch bitch
When HAVE show &lt;&lt;&lt;&lt;&lt;&lt;
It's lot Shit I would thought would happen
hurt act hurt
I place I sit &amp; talk beef ... I either beat ass
iOS 9 &lt; MySpace update
yeah I'm Indiana I'm going weekend

Sneaker shopping takes happy place. I damn near need smoke anymore.
Who Did This? Y'all ain't right w/ Empire memes:
Luscious Is Thee ILLEST.
Damn already EmpireFOX
I fuck luscious
OG lucious bouta shut eeeem
Yaaas teamwork. Lucious &amp; cookie EmpireSeason2
Jamal can't sing. He sounds mixture Rihanna pregnant goat. Empire
definitely 3175235626 #
CSU vs KYSU CircleCityClassic
mf
Two things Twitter lied ill forget
DAWG MY CHEST HURTS
I'm going knocked I room
When I Block Ur Number
My grandma cursed cousins teacher
I miss lot warren
ion even dorian
Nobody's perfect
Lmao bruh
Great People Scholars
fucking stupid
This class going long asf
Fuck least working though
These braces killing
And I rarely eat cafe...it's point meal plan lol
Bruh
Bobby bitch bobby bitch
Extremely blessed &amp; thankful.
To sleep I
swear

Ready eat good..
Shake Your Head
cant justify hoe-ness
age define maturity ...
Wake Up And Stop Disrespecting Yourselves
That's future black queen...I hope stays right path.
The man upstairs???
I play games
Sometimes ppl call
This Chicago sleepovers look like.
I'm confused allowed happen
I didn't change
Hate going something
Bruh....
Kanye dissed MTV MTV.
Kim lowkey shaped
we're going control kids brands -- says dude marketing $700 shoes
Kanye bringing Finishline 2X Tall Tees
Yall dick riding
By 2020 Kanye even gone mind frame.
Tyga oh that's brother face ass
fights
Kim nigga stage
sent award crib ..
Kanye tripping
lmao I'm really feeling fried shit
Ima real nigga tries way speeches
This worst speech ever
Women recognition deserve Kim famous bussing open
Kim KarTrashian
yall bet ignore fact Kim tried squeeze outfit
