text
relationship
I think I'm getting ear infection BULLSHIT I hearing
Snoop Dogg feat. R. Kelly That's That Shit
BellLetsTalk
Tomorrow! First 50 line select PINK stores FREE Date Bra! DateWithPINK
For real
I'm sure laughing minutes
If I superhero
vine legendary
Had worst today...
No guy likes
Lol Cody kept calling Odaine deez.
Let's forget
getting asked song that? phone aux huge compliment.
tf happen though
Those wyd tonight? texts fucking hype bc I'm NOTHING BITCH WHAT WE GONNA GET INTO??????????????
people's reaction find james corden actually sing priceless
When bowl bae comes clutch
This hoe way

@ future husband
But serious note
Who think next? BallondOr2015
Stoners worst texters. We're either busy smoking

Wanna leave 2015 lit
Fall somebody sleep wondering still matter

I feel shit.
Me
VSSwimSpecial somethingbisiscoming16
VSSwimSpecial somethingbigiscoming16
damn obstacle overcome
God bless Beckhams
Losing friend

I find shit without even trying.
see 10 years?
Until next
How feels wearing fantasy bra = feel taking bra VSFashionShow
You're
SUCH cutie: shines first VSFashionShow!
EPIC = way describe wings VSFashionShow
The &amp; 15th VSFashionShow
Here is...the
Miss VSFashionShow
I AM

people's lack respect bodies blows mind. save shit man
I'm begging please read
Is TOO excited thing? Watch VSFashionShow 12/8
Im 4 u.
neck kisses thing ever
Yeah babe
FLASH SALE alert!! Check hour. It's CyberMonday
You could text guy full paragraph choose part reply

I texting someone becomes routine
Want forever type thing
When tell bae leave alone actually leave...
ring perfect
you'll catch begging someones attention
fucking gold
If loved
S/O dudes girl everyone wanted still fucked
The reason I'm looking forward Monday Cyber Monday
When way says anything princess
even baby knows ain't shit lmao
cheating choice
New VS
Gonna rt video every I see
New Elsa Hosk birthday party last night
ever feel every single person care cares someone else
This cute
Leaving toxic relationships hardest
When post pics caption deleting soon ok supposed take screen shot ?
HOLD THE PHONE
I'm type person extra mile someone wouldn't even cross street
I wish met walk hell away.
broke something act first saw mom finds
getting ready holidays
Selena Gomez
Everybody shady fake shit days
hickies spots see
It takes 8 minutes 17 seconds light travel Sun Earth
Student shows ActOfKindness fellow classmate
This guy created group chat everyone named 'Ryan Brown' Facebook.

I feel drained
Mood
So Sarah told I'm sweet
thats will.. nvm
My friends I fat..we'd eat
fucked up..
I drama
If mine
five mondays till christmas
Bryson Tiller chill?
It's starting...
Humans strive top
ex hits looks
Tomorrowland
They go..
When high fuck infront parents realize
XO...
Omg. You're skinny. You eat more.
mine won't even tell fucking date
Buying girl something Victoria's secret win win situation.
Missing you...
touch jawline
I literally making sure I'm gonna one. I check updates 24/7
find stack
boo walk ex
NO man
Get VSFashionShow fix right HERE:
Do I motivation finish semester?
I feel
Toronto
More relevant ever
I'll someday
wasn't born pay bills die
really ask much.
WHY ARE HOCKEY KIDS ALWAYS TAGGIN THEIR FRIENDS IN GIRLS PICTURES I DONT UNDERSTAND
boyfriend absolutely need jealous probably obsessed
I distance everyone days annoys liking sanity lately

Friday 13th...what sad day...
Terrorism United States started long 9/11 sweetheart
every girl deserves text
Terrorists ethnicity religion. Muslims aren't face terrorism. They aren't threat
The sky limit
I feel disgusted someone turns huge waste time. Like I ever begin with?
ending things bad terms much left unsaid worst
Clueless
hate lose feelings someone really cared about...
It's friends someone wanted anything...
facts..
Trails legs...
Me
baby whatever...
You gotta asshole pretend someone weeks next drop meant nothing
I'm gonna bomb ass wife
Girls When cut hoes &gt;&gt;&gt;&gt; ain't cut
lose feelings faster catch them.
I've even care anymore mood lot lately
When tryna hint bae
Justin Bieber fucking sexy
Stop worrying cause I guarantee
When pull game weak proudDads fuckingTokensUp
Everybody acts young.
Tru
weed feel getting zone first rotation:

I need
A boyfriend tells girls I girlfriend &gt;
squad freshman vs senior
Mr. Doyle favourite. Don't rude.
Justin Bieber's purpose album comes tomorrow. No doubt
When dab fatter thought
Rs
Things chasing
guys automatically assume girls ask questions think argue?
I knew
ever something bitchy ur damn need chill lol
Post Malone Too Young
When someone gets mad telling truth
Ashley Was Beautiful

everyone needs read
rlly hope Christmas feels Christmas
text
I thought something special
lowkey feeling
Should really difficult happy.
The game changed forever
LOL
People things difficult reason
Once I cut
No honey
I feeling
I'm tired shit...
boys mean....but meaner
Bill Nye drop hottest science experiment 2015
Me: Get room
When weed
Was anyone else terrified show Teepee Tales Treehouse
People expect much girls nowadays
craving you...
basically:
Imma start friendzoning
Smokin weed prolly decision I ever made
I'm type
I actually study
Jack
I
TBH
I need another blunt
I MISS THIS SHOW
I'm dead lmao
Half shit think I
see first yall eye contact feeling
You fuck
Yeah
Selectively social
historical figures
Whenever
All girls I'm getting fucked underwear normal underwear.
When high af homie passes another blunt
I'm forever Twitter
stopped talking stupid shit
No amount concealer cover tired I bs
Bitch I punch tit accidently
Jazz said 92' still relevant today's society
This emoji much needed
Very Necessary
promises mean anything anymore.
Current mood $$$$
juss luh baby
My ex that...

It's perspective
This sad...
looool
wanna talk someone who's interested wanna talk &amp; pissed reply
What look girl
Her: I missed
I slutty person feel
eventually going tired making effort I'll drop everyone
FACTS
This sums 6 seconds
cute text bae can't stop thinking
Sunday's
Didn't wear shirt last week?
Holy shit
99% I'm smiling phone something I said
That person knows class reading
mood:
What hell?
I blunt
My girls mood scale drake drake
Not gonna lie
fucked around attached
You control universe

really fucks unless look
relationship
lets victoria's secret babygirl
Perfect combo
whatre
wake still drunk
For real
My trust taken lightly
Dating
mom talk shit
Sick ficken night
Bitches visiting nigga jail
glo still pending
WHEN YOUR GIRL WANNA GO OUT WITHOUT YOU
Adele made Hello sound even actual recording
WHEN YOUR EX TEXT YOU I MISS YOU
single boring hell &amp; wrong relationship stressful fuck.
LOL



marry friend
As fucking usual
But I'm waiting you...
Too many fakes
boy puts hand lower ask I by?
Lol
random phone calls meaningful damn thank thinking boo
masculinity truly fragile
Oml
I hate
This honestly realist thing I've seen Twitter
period
Yess
Sleeping naked good... Sleeping naked someone else even better.
WHEN YOUR CRUSH TWEETS SHE LOVE R&amp;B SINGERS
cuddling upset thing ever
greatest thing I've ever seen
girls
This realist shit I've seen. It's ok change become man. Educate
What would opened this?
He certainly killed it! My god!
One tell everyone well
I needa person connect &amp; chill consistently
Suga suga
girl really Gone sound yo mama cuz what's
Me
That escalated quickly LMFAOOO
Mood
yo girl see ya worry cus friend gonn screenshoot
When gets loud trying figure hell talkin

bae try play games realize crazy rules
LOL THAT SMILE HE HAD BEFORE SHE GRABBED THE CHIPS
October 31st vs November 1st

Creative AF
This Is Deep!
This important
I overthink bad moods.
No
Kayla: Where's cheetah one?
me: *doesn't drink soda unhealthy*
Apple: bitch storage!!!
IT'S LIT
reaction 99% 24/7
saturday night vs sunday morning
Demi Nick look won Hunger Games
NAILED IT
can't bring niggas anywhere
Fyi
Honestly.
late night drives pt 20
Lmaooo real
What overthinking looks
parent
need Gossip Girl
words wise dad
My wish child eat tubby custard toast.
When reply text wanna text last 7 messages
I'd wear
date
freak friend too.
trying crush
Badass Movie Moment
Drake either ruins nights makes lit af
When see ex party
shit temporary nowadays
You literally smell weed b
coolest things I've ever seen
Breaking news: parents catching
everyone valley needs stop smoking blunts.
Exhaling first hit day....
everyone needs timeline
You catch Rihanna slipping

Your WCW pussy drier Popeyes biscuit
I overprotective boyfriend
Nike shorts 7 $27
Don't look
This weather making tired
If I I would
Huh bitch?
Not alone

Somebody
coming home
I going sleep without you..
I'd rather straight
You're attractive
A long distance relationship isn't all. It's matter trust
Drake vs. Chris Brown

I can't wait meet someone doesn't anyone convenience
You can't force way anyones heart. No matter much already them.
AND THEY JUST THOUGHT NO ONE WOULD NOTICE MARNIE FROM HALLOWEENTOWN HAD CHANGED??

If ain't ya ex
I jealous see everyday.

I wanna lay grass park right now.
When ex boyfriends little sister bomb fuck &gt;&gt;&gt;&gt;&gt;
You can't please everyone.
You're I think about...
I I allow treat way still I stay.
!!
Everything's ruined..
I can't alright
Don't dream
healthy relationship full job great benefits
Wow...
call hoe months ago crazy
family goals
fuck
sex wont
If I another girl
I figured I something couldn't replace.
I figured saw
If we're relationship
disgusted
When thought done arguing hear something breath
mom told I need start research college I next
Love change.
And still need And I sometimes But stay mind
We worst
I'm picky... I I
Soml
I'm ready take ass sleep
lost trying lose
People disrespect shit play victim shit back.
LOL I'm talking someone friends I thought weren't gonna anymore stfu knew I lying.
Still I stick girls glue I man nah play number two.
Well I really care
Don't fall nigga
How gonna text see I wanna me? Lol
I mind
I bad ever
I I desire
I fucked really badly...
When find going wish responded. Guess missed chance..
Why phone even gonna answer it?
I hate answer texts
Sometimes.
T R U S T...that's I ask for.
Heart vs. Brain

Ew
Look Khalid
He didn't care...
Literally fuck everyone.
maybe hell show videos fondest memories reverse strangers
Obama &amp; Pope look drop biggest mixtape 2015
HEY FRANK WHERE IS OUR NEW ALBUM
turns on? effort
LMAOOOOOOOOOOO
Rare picture Judas Jesus right betrayed
Tell legend

LOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOL
How supposed Friday's
I'm dead!!!
I right

Y'ALL THIS WAS SO FUNNY
She's gonna stupid shit figure herself. Stop jumping throat HER decisions. You shit
Asshole.
You're fucking basic lol
I fucking hate call Toronto six
Why I even gave
5714
South Park gets
I hate iPhones feel need whole photo album now.
tempted things shouldn't.
Independent research.
Goals
lowkey thinking highkey gonna
You even understand messed said was.
Don't throw unnecessary shade &amp; expect cool
fucked text someone wants nothing you...
Sometimes things change
yo girl start using ur slang
guys automatically assume girls ask questions think argue?
Hold black pepper luh bit doe bro lmfaooo.
Stairway Heaven
Nevermind guys
THE ONLY VINE THAT MATTERS
I hate can't take fucking joke.
If Drake ever gets married ima find wife's nudes post Internet
Oh
RIP died 20 vehicle car crash highway Ajax
These beautiful babies.
wifey shit fuckboy
experience bad
When think important someone shit proves lol
How much longer dad?
How see?!? Tulo
Don't sad lost friendships

I think
Supposed
let's see cheap liquor cigarettes replace
missing someone hearts way reminding
remember nobody else
either change attitude leave
Distance shows who's worth keeping &amp; who's worth letting go.
What's college like?
Waiting
I'm scared see someone else.
Preparing myself..
I hate chicks single hits night...
Heartless.
So quick take shit.
Anxiety x1000000 right now...
Maybe shouldn't cheated made broken promises. I
I'm sorry that's liking.
I'm gonna girls stupid enough guy hurt million times before.
It's bird feeder
alcohol vs marijuana
Kylie
My type dates
I'm dead
Bruh

Look around realize see inside head
Is true give
Will change
Cause I gotta next
I oomf.
I'm type person give endless chances give took lot
Fuck ground
Bit bit.
I'm gonna bricks sticks.
Humanity beyond beliefs
If worst comes worst always... know... hut beach
I really care sex every girl possible
I really didn't mean hurt you..
I hate second I put first.
So fucked right
Idiot
I really stop caring
ill touch ways you've touched prove there's reason insecure
highkey
I meant way
I grew real girl
It's sweet fantasy
Having sex ex Thursday ain't cheating throwback
One I met man made realize I've dealing boys
The message sent deeper wickedness displayed
Lol thought
Be proud satisfied
Either rocking not.....don't shit
Oh yeah
They're special
You I be...
But inevitably you'll
You apart
I I promise that's gonna Cause didn't break promises past
Life goes on.
Quebec
Baby
proof fuck still check see
stop telling people's business. I worry anyone myself.
pretty much sums friends
Isn't funny nothing changes
When dream gives anxiety hoping true...
The worst lies ones tell
young unnecessary stress
I'm single ignoring I'm taken
Work bettering yourself.
Sometimes I used wonder hell ugly dude fine girls number
Just cause guy sex doesn't mean wants He deep still won't feel
There deeper connection exists things. We feel
When I miss someone I know. I tell
imma fix
ur shit lowkey watch ur
I happy birthday
My circle small I'm beginning talk answer
LOL!!!!
Chance Rapper Good Ass Intro
Be anything ungrateful.
Complain less. Appreciate more.
It's six hundred pay months
Don't play emotions right Nickayaa
I wanna I wanna feel safe physically emotionally.
see boyfriend/girlfriend every lucky
I told guys
WHEN MY FRIENDS ARE SAD
THAT MOMENT WHEN YOUR GIRLFRIEND IS EXTREMELY THIRSTY AND TURNS INTO A DIFFERENT PERSON
Bitches either way
I care I used
I think that's badass
actually rattles I lose streaks
relationship
When thought friends hood af then....

short waste anyone doesn't fully appreciate
A cool date would actually going date
Everything real
I'm first guy dictate happiness
Savage again. The accuracy.
Zoom
I wish I could read mind really think
Guess missed opportunity...
When something important tell won't answer phone
One minute girl likes ex boyfriend
When niggas roasted take heart
Three solutions every problem: Accept
enlightening
If date phone password
Welcome house
really?
unless he's gotta 12 inch magical dick holds krabby patty secret ingredient
Homework chill bc cute I still need grades
less care

I take show
Mobile tiny home wheels Portland
Never anybody try tell spend money
If real thankful
think clingy cute
Is nasty... diamondz
How girl happy:
Sometimes I wish I could
Dont Neva MF kno
attached fucked lol
You universe &amp; everybody astronaut.
I've thing genuine people.
cool nvm game strong af
What J. Cole meant That Jada Will Love
Beautiful eyes lot.
How times changed
People excuses nerves
bad decisions
Baby won't look waaaaaaaays
I honestly tried
I'm fucking done tbh
PRAY FOR FETTY!! PRAYFORFETTYWAP
Don't ever lie protect feelings.
Some realize they've

school dress code
strict parents raise liars
Having sex doesn't slut
Help brotha
If smart
A relationship far to.
If we're relatonship somethings wrong
When 56 weeks deep someone trying pic
Don't tell
You sends nudes bio
I problem lettin bitch
That's answer I wanted...
signed job
aaliyah man I helped already
Dr. nickL I need advice.
Bye
nigga high shit
Then became hoe started fucc'n D's.
You fucked up.
Drake said best.
shes dtf... ur emotions
Just straight
Atlantis Bahamas
Remind currently dictate outcome destiny.
Lol.
I waste
My mistake
show
I'm trusting shit again.
You're fucking idiot.
Why cousins look drop turnt album
I fucking hate tell others business. Clearly I'm telling something that's private tell someone.
Smh I fall shit I can't
fuck calling bae that's princess
YOU COULD DEADASS BE GOING THRU DEPRESSION AND NOT GET ONE TEXT. BUT WHEN YOU LIT
If look someone closed face door talk shit
She's Madison Ward
Got reputation now.
TBT: Nothing Was The Same trailer
You hit convenient asshole
I hate brag saving numbers I hope accidentally send nudes uncle bitch
dating whack cause everyone either misses ex broken past can't
homeless gave money?
dropping fake $100 bill honesty experiment
looks innocent
Everyone beat coming stairs
When hyping ugly friend talk girls
I hate try lie
Do mass shooters look Mexican you? AskTrump
Existential plot twist: materialism brings happiness
Nothing respect kid jumped in.

ears filter bullshit
nobody texts faster mad female
Why
Bruce Jenner gloed 65 I
Accurate
What crooked smile.
They three strikes
I can't trust again..not fucked I gave second chance...I can't give third one...
Why'd that...we'd fine normal didn't that...
ur yelled ur waiting finish hit facts

Drake &amp; Future drop mixtape last Sunday
When mom said could leave 15 minutes hour &amp; won't stop talking
I give fuck
Drake Energy
Snapchat update everyone
1month school
When bae.
I thing intellectuals. I appreciate mind fuck every
I'm Searchin' bad b*tch!!
Parents call Bad grades
Unconditional doesn't necessarily mean it; much leave alone
I've wanted videos viral badly. -Dylan
Speechless.
Such bad feeling someone makes regret dating them.
I need away boys.
write either even distant feel close
