text
Fuck socials I need em motherfuckers lying dis bitch anyways
I lot shyt smh
If lot friends U haven't fucked situations find whos really ya YA friend
U can't nice everybody limit cuz ppl mistake shyt things
I'm doin shyt nobody anymore
Valentine's another shrugs
Ppl need stop making definition (real ) cuz yall really real means smh
Praise mothersfuckers wasn't I see da
Everybody forgets wen nobody smh dats right?
Sometimes wrong choices bring right places.
Everybody selfish ways see see wat
Everything happens helps grow
Lesson learn
Where there's bad bitch there's man sick shyt man wants much
U dat person feel special beginning goes arguing
Everything's beginning I learned dat way
You think
Shyt right YA face everybody learns way cuz thru
Yoooo bitches really Nuffin gotta give reason y tho seriously
Ppl burn bridges others expect act way smh selfish
Everything happens reason
I'm glad dad fun mom crazy smh I
I there's song explains everybody's situation I swear I
I'm woman army
Rough days seem slowly
Yooooo I swear bitches much bark bite foh bitches kill I tell
There's certain shyt I wouldn't smh btw Goodnite everyone
I really dis fucking phone anymore I swear I'm ready throw dis shyt somewhere word smh
nice gets nowhere facti said thisWordd cuz smh
nice gets nowhere fact
bitches
I associate handful
I'm sick motherfuckers I swear Iam
Your MCM I really fuck you..
Wowwww shyt neva matter much try fix things way
Cancer women tendency feel unappreciated.
You somebody Til really around awhile
It's real sometimes fake sometimes way situation therefore nobody's real
eveerybody definition real different nobody knows wat real fr fr smh
omg Im glad somebody told lol thanx
Ppl creeps fr
I think I'm da sleeps wen stressed something
I'm Always tryna help somebody wen I need help ?? Smh
I gotta worry health worrying things dat easily change
I really Listening old damn I wish I could times smh shyt really ain't nomore
Aint nothing worst friendly hater! YALL NIGGAS
Take trip ft Mashonda
Thim slick ft fab
Practice wat preach
Ppl neva seems amaze
Ima show da show ima treat da way treat
I label anyone friend
Every Time I look Bs happening
I swear I hate wen bitches videos shyt faces smile take pic dat Tf
I really wanna dis double smh
I hate wen somebody ppl dick riding ones doin smh
I ain't making friends I even da old ones
Crazy PPl really speaking smh
Unfollwing lot ppl I motherfuckers anyways shrugs
Im bored I think I need nap
U can't another relationship still feelings YA ex dat shyt ain't gona
Yooo bitches really drawn fr fr
You neva really much somebody really smh
Everything happens reason
I'll stay instead goin sisters mayb 2m
Niggas broke til around bitches
Do favor favors
bm told I need start selfish Im nice smh
really ppl sad smh
I'm
Being nice nowhere fr fr
It's dat ibkn
I can't wait clean house blast ignore everybody days
I fucked I I learn
Say nomore
You I'll
