class,id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20NN,1,0.12,0,0,0.05,0,0,0,0,0.02,0.7,0.08,0,0,0.01,0,0,0,0,0,0
NN,116,0,0.02,0,0,0,0,0,0,0.42,0.01,0.35,0.13,0.02,0.03,0,0.01,0,0,0,0
NN,117,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0.94,0,0,0,0,0,0
NN,118,0.13,0,0.1,0.01,0,0,0,0,0.52,0,0.15,0,0.03,0,0,0,0,0.02,0,0
NN,119,0,0.21,0,0.02,0.03,0,0.02,0.19,0.16,0.03,0.05,0.07,0.08,0.07,0,0.02,0.02,0.04,0,0
NN,120,0.12,0,0,0.06,0,0,0,0.03,0.07,0.01,0.3,0,0,0.03,0,0,0,0,0.36,0
NN,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
NN,122,0.22,0.02,0.45,0.02,0,0,0,0.04,0,0,0.09,0.03,0,0.12,0,0,0,0,0,0
NN,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
NN,124,0.15,0,0,0,0.02,0,0,0,0,0.68,0.12,0,0,0,0,0,0,0,0,0
NN,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
NN,126,0,0.33,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N,127,0.42,0,0.05,0,0,0,0,0,0.17,0,0.36,0,0,0,0,0,0,0,0,0
NN,128,0.15,0,0,0,0,0,0,0,0,0,0.55,0,0,0.3,0,0,0,0,0,0
NN,129,0,0,0,0,0,0,0,0.68,0.06,0,0,0,0,0,0,0,0.23,0.01,0,0
NN,130,0.08,0.12,0,0.21,0,0,0.02,0.02,0,0.12,0.4,0,0,0,0,0,0,0.03,0,0
N,131,0.79,0,0,0.07,0,0,0,0,0,0.07,0.04,0,0.02,0,0,0,0,0,0,0
N,132,0.35,0.07,0,0.04,0,0,0.01,0,0,0.25,0.08,0.02,0.04,0,0,0,0,0.13,0,0
NN,133,0,0,0,0,0,0.94,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0
NN,134,0.27,0,0.05,0,0,0,0,0,0.58,0,0,0.07,0,0,0,0,0,0,0.03,0
N,135,0.73,0,0,0.07,0,0,0,0.01,0,0.18,0,0,0,0,0,0,0,0,0,0
N,136,0.5,0,0,0,0,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0
NN,137,0.25,0,0.09,0,0,0,0,0,0.16,0.04,0.18,0.03,0.02,0.17,0,0,0,0.06,0,0
NN,138,0.09,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0.75,0
NN,139,0.15,0.03,0,0,0,0,0,0.02,0.07,0.34,0.07,0.04,0,0.28,0,0,0,0,0,0
NN,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
N,141,0.34,0.18,0,0,0,0,0,0,0,0.01,0.45,0,0,0,0,0,0,0.01,0,0
N,142,0.84,0,0,0,0,0,0,0,0.01,0.01,0.11,0.01,0,0,0,0,0,0,0,0
N,143,0.59,0,0,0,0,0,0,0,0,0.34,0,0,0.06,0,0,0,0,0.01,0,0
N,144,0.55,0.1,0,0.07,0,0,0.06,0.12,0,0,0.1,0,0,0,0,0,0,0,0,0
NN,145,0,0,0.04,0,0,0,0,0,0,0.2,0,0.71,0,0,0,0,0,0,0.05,0
N,146,0.68,0,0,0,0,0,0,0,0,0.22,0.09,0,0,0,0,0,0,0,0,0
NN,147,0,0,0.02,0,0,0,0,0,0,0,0,0.97,0,0,0,0,0,0,0,0
NN,148,0,0.06,0,0,0.01,0,0,0.01,0.06,0,0.65,0.14,0.02,0,0,0,0.03,0,0,0
NN,149,0,0.11,0,0,0.01,0,0,0.11,0.07,0.09,0.02,0,0.01,0,0,0.17,0.06,0.08,0.26,0
N,150,0.42,0.01,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NN,151,0.03,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NN,152,0.07,0,0,0,0,0,0,0,0.04,0.85,0.01,0,0,0.03,0,0,0,0,0,0
NN,153,0.17,0,0.03,0,0,0,0,0,0.39,0.02,0.28,0.03,0.02,0.05,0,0,0,0.02,0,0
N,154,0.83,0,0,0,0,0,0,0,0,0,0.05,0.11,0,0,0,0,0,0,0,0
N,155,0.67,0,0,0,0,0,0,0,0,0.17,0.04,0.01,0,0,0,0,0.06,0,0.05,0
NN,156,0,0.34,0.01,0,0,0,0.04,0.18,0.06,0.02,0.19,0,0.03,0,0,0,0.05,0.05,0,0
N,157,0.49,0.01,0,0,0,0,0,0,0,0.11,0.3,0,0,0,0,0,0.01,0.04,0,0
NN,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
N,159,0.33,0.04,0.01,0,0,0,0,0,0,0.01,0.6,0,0,0,0,0,0,0,0,0
N,160,0.91,0,0,0.01,0,0,0,0,0.02,0.03,0.01,0,0,0,0,0,0,0,0,0
N,161,0.51,0,0,0.08,0,0,0,0,0.01,0.09,0.27,0.02,0,0,0,0,0,0,0,0
NN,162,0,0,0,0,0,0,0,0,0.6,0,0,0.36,0,0,0,0,0,0.03,0,0
N,163,0.92,0,0,0,0,0,0,0,0.02,0,0.04,0.01,0,0,0,0,0,0,0,0
NN,164,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0
N,165,0.56,0,0,0,0,0,0,0,0.07,0.04,0.22,0.09,0,0,0,0,0,0,0,0
N,166,0.44,0.01,0,0.02,0,0,0,0,0.13,0.29,0.09,0,0,0,0,0,0,0,0,0
NN,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
NN,168,0.26,0,0.06,0,0,0,0,0,0,0.63,0.03,0,0,0.01,0,0,0,0,0,0
NN,169,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0
N,170,0.69,0,0,0,0,0,0,0.03,0.13,0.09,0.02,0,0,0,0,0,0,0,0,0
NN,171,0,0.05,0,0.11,0,0,0.02,0.11,0.13,0.05,0.49,0.01,0,0,0,0,0,0,0,0
N,172,0.83,0,0,0,0,0,0,0,0,0.09,0.03,0.01,0.01,0,0,0,0,0,0,0
NN,173,0.02,0,0,0,0,0,0,0,0,0.05,0,0,0,0.18,0,0,0,0,0.75,0
NN,174,0.08,0,0,0,0,0,0,0,0.02,0.02,0,0.02,0,0.82,0,0,0,0,0.04,0
NN,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0.57,0,0,0,0
NN,176,0.23,0,0.12,0,0,0,0,0,0.46,0.04,0.04,0.03,0,0.01,0,0,0,0.02,0.04,0
N,177,0.95,0,0,0,0,0,0,0,0,0.02,0.02,0,0,0,0,0,0,0,0,0
N,178,0.92,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0
N,179,0.94,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0
N,180,0.36,0,0.15,0,0,0,0,0,0,0,0.29,0.19,0,0,0,0,0,0.01,0,0
NN,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
N,182,0.61,0,0,0,0,0,0,0,0.02,0.07,0.02,0,0,0,0,0,0,0,0.27,0
N,183,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N,184,0.95,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0
NN,185,0.01,0,0,0.08,0,0.52,0,0,0,0,0.02,0.25,0.03,0,0,0.05,0,0,0.03,0
N,186,0.37,0.01,0,0,0,0,0,0,0,0.09,0.45,0,0,0,0,0,0,0.04,0,0
NN,187,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0.9,0
NN,188,0.15,0.03,0,0.17,0,0.02,0.01,0.03,0,0.05,0.45,0.02,0,0,0,0,0,0.07,0,0
N,189,0.55,0,0,0,0,0,0,0,0.05,0.05,0.34,0,0,0,0,0,0,0,0,0
N,190,0.69,0,0.02,0,0,0,0,0,0.12,0,0.06,0.05,0,0,0,0,0,0.04,0,0
N,191,0.76,0.06,0.03,0,0,0,0,0,0.08,0,0.05,0,0,0.02,0,0,0,0,0,0
NN,192,0.03,0,0,0,0,0,0,0,0,0.04,0.11,0,0,0.8,0,0,0,0,0,0
NN,193,0.14,0,0,0,0,0,0,0,0,0.11,0.02,0,0,0,0,0,0,0.73,0,0
NN,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0
NN,195,0.03,0.01,0,0.15,0,0,0,0.06,0,0.03,0.61,0.01,0,0.08,0,0,0,0,0,0
NN,196,0.22,0.01,0.11,0.09,0,0.03,0,0.16,0,0.06,0.01,0.15,0.02,0.14,0,0,0,0,0,0
N,197,0.74,0.05,0.07,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0
N,198,0.42,0.14,0,0,0,0,0,0,0.06,0.02,0.33,0,0,0,0,0,0.03,0,0,0
N,199,0.73,0,0,0,0,0,0,0,0.07,0.12,0.03,0.01,0,0,0,0,0,0,0,0
NN,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0
NN,201,0,0.16,0,0,0,0.02,0,0,0.22,0,0,0.03,0.08,0,0.06,0,0,0,0.41,0
N,202,0.75,0,0,0,0,0,0,0,0,0,0.09,0,0,0.16,0,0,0,0,0,0
NN,203,0.12,0,0,0.09,0,0.07,0,0,0,0.41,0.12,0.12,0,0,0,0.03,0,0,0,0
NN,204,0.2,0.41,0,0,0,0,0,0,0,0.01,0,0,0.03,0,0,0,0,0.34,0,0
NN,205,0.09,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0
NN,206,0,0,0,0.01,0,0,0,0,0,0.88,0.02,0,0,0.05,0,0,0,0,0,0
NN,207,0.04,0,0,0,0,0,0,0.03,0.05,0.02,0.08,0.14,0,0.64,0,0,0,0,0,0
NN,208,0,0,0,0,0,0,0,0,0.27,0,0,0,0.44,0,0,0.15,0,0,0,0
NN,209,0.11,0,0,0.04,0,0,0.02,0.3,0.09,0,0.21,0.09,0,0,0,0,0,0.11,0.04,0
N,210,0.83,0,0,0,0,0,0,0,0,0.05,0.03,0.09,0,0,0,0,0,0,0,0
N,211,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NN,212,0,0,0.43,0,0,0.04,0,0.03,0.04,0,0,0.37,0.03,0,0,0,0,0.04,0,0
NN,213,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.33,0
N,214,0.5,0.03,0.01,0.01,0,0,0,0,0,0.04,0,0.06,0.01,0.33,0,0,0,0,0,0
N,215,0.95,0,0,0.03,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0
N,216,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N,217,0.57,0.03,0,0,0,0,0,0,0.08,0.1,0.19,0,0,0,0,0,0,0,0,0
NN,218,0.28,0,0,0,0,0,0,0,0,0.07,0,0.65,0,0,0,0,0,0,0,0
NN,219,0.28,0,0,0,0,0,0,0,0.13,0.25,0.31,0.02,0,0,0,0,0,0,0,0
N,220,0.66,0,0,0,0,0,0,0,0.09,0.1,0.13,0,0,0,0,0,0,0,0,0
N,221,0.63,0,0.09,0,0,0,0,0,0.18,0,0.08,0,0,0,0,0,0,0,0,0
N,222,0.95,0,0,0,0,0,0,0,0.03,0,0,0.01,0,0,0,0,0,0,0,0
NN,223,0,0,0,0,0,0,0,0.91,0,0,0,0,0,0.06,0,0,0,0,0,0.01
NN,224,0,0,0.87,0,0,0.02,0,0,0.04,0,0,0.05,0.01,0,0,0,0,0,0,0
NN,225,0,0.04,0,0.03,0,0,0.02,0.78,0.05,0.01,0,0,0.02,0,0,0,0.02,0,0,0
N,226,0.37,0,0.22,0.07,0,0,0.01,0.11,0,0.01,0.15,0,0,0,0,0,0.03,0,0,0
NN,227,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NN,228,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NN,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0
N,230,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NN,231,0,0.17,0,0.13,0,0,0.01,0.05,0,0,0.53,0.09,0,0,0,0,0,0,0,0
NN,232,0,0,0.01,0,0,0,0,0,0.33,0.02,0,0.25,0.01,0,0,0.34,0,0.02,0,0
N,233,0.59,0.03,0.02,0.2,0,0,0,0,0.07,0,0.06,0,0,0,0,0,0,0.01,0,0
NN,234,0.29,0,0.28,0.2,0,0,0,0,0.16,0,0.02,0,0,0.02,0,0,0,0.02,0.02,0
NN,235,0.04,0,0,0,0,0,0,0,0,0.09,0.17,0.02,0.35,0.27,0,0.01,0,0.04,0,0
NN,236,0.13,0.02,0,0,0,0,0,0.06,0.07,0.03,0.31,0.23,0,0,0,0,0,0.03,0.1,0
NN,237,0,0.01,0,0,0.04,0,0,0.03,0.15,0,0.61,0.08,0,0.05,0,0.01,0,0,0,0
NN,238,0,0.04,0,0.06,0,0.03,0,0.45,0.03,0.05,0,0,0,0.02,0,0,0,0.03,0.28,0
N,239,0.94,0,0,0,0,0,0,0,0.02,0.01,0,0,0,0,0,0,0,0,0,0
NN,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
NN,241,0,0.05,0,0.01,0,0,0,0,0.01,0.05,0.57,0,0.08,0.18,0,0.01,0.02,0,0,0
N,242,0.34,0,0,0.18,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0.13,0
N,243,0.66,0.02,0.02,0.05,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0
NN,244,0,0.06,0,0,0,0,0,0.86,0,0,0,0,0.03,0,0,0,0,0,0.04,0
NN,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
NN,246,0.02,0.27,0.61,0,0,0,0,0,0.03,0,0.01,0,0.03,0,0,0,0,0.01,0,0
N,247,0.84,0.05,0,0.02,0,0,0,0,0,0,0.04,0.04,0,0,0,0,0,0,0,0
NN,248,0.05,0,0,0,0.01,0,0,0,0,0.74,0.13,0,0,0.03,0,0,0,0.03,0,0
N,249,0.48,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NN,250,0,0,0,0,0,0.02,0,0,0.12,0.49,0,0.08,0,0.29,0,0,0,0,0,0
N,251,0.66,0,0,0,0,0,0,0,0.02,0,0.3,0,0,0,0,0,0,0,0,0
NN,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
N,253,0.52,0,0.08,0,0,0,0,0,0.29,0,0,0,0,0,0,0,0,0,0.11,0
NN,254,0,0.87,0,0,0,0,0.12,0.01,0,0,0,0,0,0,0,0,0,0,0,0
