class,id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
NN,173,0,0,0,0,0,0,0.02,0,0,0,0.01,0.67,0,0,0,0,0,0,0,0.01,0.05,0.02,0,0,0,0,0,0.19,0,0
NN,174,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0.81,0,0
NN,175,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0.42,0,0
NN,176,0,0,0.37,0,0,0,0,0.03,0.32,0.06,0,0.08,0,0,0,0.01,0,0,0,0.03,0.06,0,0,0,0,0.02,0,0,0,0
N,177,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.57,0,0,0,0.31,0.01,0,0,0,0,0,0,0,0,0
N,178,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.42,0.05,0,0,0,0,0,0,0,0,0
N,179,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0.52,0,0,0,0.39,0,0,0.03,0,0,0,0,0,0,0
NN,180,0,0,0.03,0.07,0.08,0,0,0.24,0.19,0,0,0,0,0,0,0.32,0,0,0,0.02,0,0.04,0,0,0,0,0,0,0,0
NN,181,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NN,182,0,0,0,0.06,0,0,0,0,0.07,0,0,0.28,0,0,0,0.38,0,0,0,0.14,0.06,0,0,0,0,0,0.02,0,0,0
N,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0
N,184,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0
NN,185,0,0.04,0,0.05,0,0,0.03,0.06,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0.64,0,0,0,0.01,0,0,0
NN,186,0,0,0.01,0.48,0.03,0,0,0.01,0.1,0,0,0,0,0,0,0.19,0,0,0,0.07,0.05,0,0,0,0,0.01,0.03,0,0,0
NN,187,0,0,0,0,0,0,0,0,0,0,0,0.92,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NN,188,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0.02,0.03,0,0,0.02,0,0,0,0,0.24,0.03,0.05,0,0,0
NN,189,0,0,0,0.09,0.12,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0,0.02,0.06,0,0,0,0,0,0.15,0,0,0
NN,190,0,0,0.08,0,0.01,0,0,0,0.16,0,0,0,0,0,0,0.54,0,0,0,0.1,0,0,0.02,0,0,0.03,0.01,0,0,0
NN,191,0,0,0.01,0,0.15,0,0,0,0.02,0,0,0,0,0,0,0.69,0,0.04,0,0.05,0,0,0,0,0,0,0,0.02,0,0
NN,192,0,0,0.06,0.03,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.01,0.71,0,0
NN,193,0,0,0,0.08,0.08,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0.12,0.03,0,0,0,0,0.64,0,0,0,0
NN,194,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0.86,0,0,0,0,0,0,0.02,0,0,0,0,0
NN,195,0,0,0.05,0.46,0.04,0,0,0,0,0,0.04,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.28,0,0.02,0.05,0,0
NN,196,0,0.02,0,0.13,0,0,0,0,0,0,0.08,0,0,0,0,0.11,0.08,0,0,0.08,0,0,0.34,0,0.03,0,0,0.1,0,0
NN,197,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.03,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NN,198,0,0,0,0.4,0.04,0,0,0,0,0,0,0,0,0,0,0.35,0.05,0.01,0,0,0,0,0,0,0.12,0,0,0,0,0
N,199,0,0,0.05,0.09,0.01,0,0,0.02,0.02,0,0,0,0,0,0,0.16,0,0,0,0.52,0.06,0,0.03,0,0.01,0,0,0,0,0
NN,200,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NN,201,0,0.24,0.06,0,0.07,0,0.21,0,0,0,0,0,0,0.1,0.08,0,0.1,0,0,0,0,0,0.02,0.06,0.07,0,0,0,0,0
NN,202,0,0,0.05,0,0.23,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0.18,0,0,0,0,0,0,0,0.07,0,0
NN,203,0,0,0,0.15,0,0.01,0,0,0,0,0,0,0,0,0,0.13,0.02,0,0,0.03,0.23,0,0.13,0,0.24,0,0.05,0,0,0
N,204,0,0,0,0.02,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,0,0.66,0,0,0,0
NN,205,0,0.14,0,0,0,0,0,0.56,0,0,0,0,0,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NN,206,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0,0,0.73,0,0,0,0.13,0,0,0.06,0,0
NN,207,0,0,0.14,0,0.03,0,0,0.01,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0.22,0,0.02,0.51,0,0
NN,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0,0,0,0,0,0,0,0
NN,209,0,0,0,0.18,0,0,0,0.08,0.12,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0,0,0,0.09,0
NN,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,0.02,0,0,0.04,0.04,0,0,0,0.02,0,0.06,0,0,0
NN,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NN,212,0,0,0.03,0,0,0,0,0.01,0.12,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0.76,0,0,0.03,0,0,0,0
NN,213,0,0.16,0,0,0,0,0,0,0,0.53,0,0.19,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N,214,0,0,0,0.04,0.01,0,0,0.01,0,0.02,0,0,0,0,0,0.03,0.03,0,0,0.44,0,0,0.05,0,0,0,0.02,0.32,0,0
N,215,0,0,0,0.03,0,0,0,0,0.09,0,0,0,0,0,0,0.17,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0
N,216,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.09,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0
NN,217,0,0,0.04,0.01,0.08,0,0,0.01,0,0,0,0,0,0,0,0.57,0.02,0,0,0.01,0.13,0,0,0,0,0,0.09,0,0,0
N,218,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0.09,0,0,0.24,0.04,0,0,0,0,0,0.61,0,0,0
NN,219,0,0,0.03,0,0.13,0,0,0,0.01,0,0,0,0,0,0,0.41,0,0,0,0,0.32,0,0,0,0,0,0.05,0,0,0
NN,220,0,0,0.02,0.12,0.04,0,0,0,0.02,0,0,0,0,0,0,0.48,0,0,0,0.16,0.1,0,0,0,0.03,0,0,0,0,0
NN,221,0,0,0.1,0.02,0,0,0,0,0.4,0.01,0,0,0,0,0,0.36,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0
N,222,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0.01,0.36,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0
NN,223,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.01,0.01
NN,224,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.96,0,0,0,0,0,0,0
NN,225,0,0,0,0,0,0.03,0,0,0,0,0.53,0,0,0.02,0,0,0.15,0.01,0,0,0,0,0.02,0,0.2,0,0,0,0,0
NN,226,0,0,0,0.3,0.02,0,0,0,0,0,0.05,0,0,0,0,0.06,0.01,0,0,0.18,0,0.2,0.02,0,0,0,0.12,0,0,0
NN,227,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NN,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
NN,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0.39,0.16,0,0,0,0
N,230,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0
NN,231,0,0,0.13,0.3,0,0,0,0,0,0,0,0,0,0,0,0.03,0.15,0,0,0,0,0,0,0,0.38,0,0,0,0,0
NN,232,0,0.02,0.02,0,0.01,0,0,0.1,0.23,0,0,0,0,0,0.01,0,0,0,0,0,0.07,0,0.22,0,0.12,0.01,0,0.01,0.16,0
NN,233,0,0,0,0.23,0,0,0,0,0.16,0,0.06,0,0,0,0,0.45,0,0.02,0,0.04,0,0,0,0,0.02,0,0,0,0,0
NN,234,0,0,0.01,0,0,0,0,0,0.42,0,0,0,0,0,0,0.14,0,0,0,0.07,0,0.31,0,0,0,0.02,0,0,0,0
NN,235,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0,0.02,0,0,0,0.03,0.02,0,0,0.18,0,0.02,0.06,0.23,0.18,0,0
NN,236,0,0.17,0.02,0.09,0.12,0,0,0.14,0,0,0,0,0,0,0,0.06,0,0,0.02,0.03,0,0,0.02,0,0.11,0.03,0.17,0,0,0
NN,237,0,0,0.45,0,0.2,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0.01,0.07,0,0.07,0,0,0
NN,238,0,0,0,0,0,0.02,0,0,0,0,0.35,0.3,0,0,0,0,0.05,0,0,0,0.04,0,0.05,0,0.13,0.02,0,0,0.01,0
N,239,0,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91,0,0,0,0,0,0,0.05,0,0,0
NN,240,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NN,241,0,0,0.11,0.15,0.22,0,0,0,0.04,0,0,0,0,0,0.03,0,0.02,0,0,0,0,0,0.01,0,0.25,0,0.02,0.13,0,0
NN,242,0,0.15,0,0.13,0,0.12,0,0,0.22,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0
N,243,0,0,0,0.04,0,0.02,0,0,0.03,0,0.05,0,0,0,0.01,0.26,0,0,0,0.42,0.16,0,0,0,0,0,0,0,0,0
NN,244,0,0.02,0,0,0,0,0.03,0,0,0,0.72,0,0,0,0.01,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0
NN,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
NN,246,0,0,0,0,0,0,0,0.04,0.45,0,0,0,0,0,0.38,0,0.03,0,0,0,0,0.03,0,0,0.02,0,0,0,0,0
N,247,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0.37,0.04,0,0,0.42,0,0,0,0,0,0,0.11,0,0,0
NN,248,0,0,0,0.74,0.1,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.01,0.07,0,0,0,0,0.01,0,0.02,0,0
NN,249,0,0,0,0,0,0,0,0.05,0.02,0,0,0,0,0,0,0.53,0,0,0,0.07,0,0.31,0,0,0,0,0,0,0,0
NN,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0.17,0,0.14,0,0,0.22,0.04,0
NN,251,0,0,0,0.21,0.07,0,0,0,0.04,0,0,0,0,0,0,0.5,0,0,0,0.09,0,0,0,0,0,0,0.08,0,0,0
NN,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
NN,253,0,0,0,0,0,0,0,0.02,0.54,0.01,0,0.14,0,0,0,0.21,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0
NN,254,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0
NN,255,0,0,0,0.02,0,0,0,0.04,0,0,0,0,0,0,0,0.08,0,0.02,0,0.04,0,0.57,0,0,0,0,0.05,0.16,0,0
N,256,0,0,0,0,0.07,0,0,0,0,0.05,0.12,0,0,0,0,0.45,0.03,0,0,0.26,0,0,0,0,0,0,0,0,0.01,0
NN,257,0,0,0,0.63,0.01,0.01,0,0,0.02,0,0.01,0,0,0,0,0,0,0,0,0.02,0.04,0,0,0,0.21,0,0,0,0,0
NN,258,0,0,0.16,0,0.12,0,0,0,0,0,0,0,0,0,0,0.58,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0
NN,259,0,0,0,0,0,0,0,0.06,0.1,0,0,0.64,0,0.11,0,0,0,0.02,0,0,0,0,0,0,0,0,0.06,0,0,0
NN,260,0,0,0.01,0.03,0.1,0,0,0,0.01,0,0.01,0,0,0,0,0.54,0,0,0,0.21,0,0,0,0,0,0,0.06,0,0,0
NN,261,0,0,0.01,0.27,0.07,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0.14,0.05,0,0,0,0.02,0,0.12,0,0,0
NN,262,0,0,0,0,0,0,0.04,0.11,0.01,0,0,0,0,0,0.07,0,0,0,0.05,0,0,0.61,0,0,0.02,0.01,0,0.05,0,0
NN,263,0,0,0,0.38,0.06,0,0,0,0.04,0.02,0,0,0,0,0,0,0.06,0.01,0,0.02,0.02,0,0.03,0,0.27,0.04,0.04,0,0,0
NN,264,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
NN,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.09,0,0,0,0,0,0,0.89,0,0,0,0,0,0,0,0
NN,266,0,0,0,0.11,0,0,0,0,0,0.01,0,0,0,0,0,0.13,0.22,0,0,0.1,0,0,0.22,0,0.11,0,0.06,0,0,0
NN,267,0,0,0.04,0.03,0.04,0,0,0,0.12,0,0,0,0,0,0,0.45,0,0,0,0.02,0.13,0,0,0,0,0,0.15,0,0,0
NN,268,0,0,0.28,0,0.11,0.02,0,0,0.02,0,0,0,0,0,0,0.19,0,0,0,0,0.11,0,0.23,0,0,0,0.01,0,0,0
NN,269,0,0,0,0,0,0.02,0,0,0,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0.03,0
NN,270,0,0,0.12,0.25,0.08,0,0,0,0,0.04,0,0,0,0,0.01,0,0,0,0.01,0.07,0,0,0.3,0,0.05,0,0,0,0,0
NN,271,0,0,0.03,0.03,0,0.02,0,0,0.14,0,0,0.46,0,0,0,0,0,0,0,0.02,0,0,0.04,0,0.26,0,0,0,0,0
NN,272,0,0,0,0,0,0,0,0,0.09,0,0.01,0,0,0,0,0.3,0.03,0,0,0.09,0.19,0,0,0,0,0,0.28,0,0,0
NN,273,0,0.03,0.01,0,0,0,0,0,0.25,0,0,0,0,0,0,0.65,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0
NN,274,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0
NN,275,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N,276,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0.49,0.06,0,0,0.27,0,0,0,0,0,0,0.14,0,0,0
NN,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.03,0,0,0,0,0,0,0,0,0,0.86,0,0
N,278,0,0,0.11,0,0,0,0,0,0,0.08,0,0,0.01,0,0,0,0,0,0,0.58,0.14,0,0.06,0,0,0,0,0,0,0
N,279,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0.63,0,0,0,0.25,0,0,0,0,0,0,0.02,0,0,0
NN,280,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0.74,0,0,0,0.03,0.15,0,0,0,0,0,0.02,0,0,0
NN,281,0,0,0.01,0.1,0,0,0,0,0.04,0,0.01,0,0,0,0,0.43,0,0,0,0.03,0,0.15,0,0,0.02,0,0.2,0,0,0
N,282,0,0,0.03,0.17,0.12,0,0,0,0.01,0.04,0,0,0,0.02,0,0.02,0,0,0,0.23,0.06,0,0,0,0,0.28,0,0,0,0
NN,283,0,0,0.03,0.07,0,0,0,0,0.02,0,0.02,0,0,0,0,0.07,0.02,0,0,0,0.4,0,0,0,0.3,0,0.02,0,0,0
NN,284,0,0,0,0.43,0,0,0,0.03,0,0,0.05,0,0,0,0,0,0.07,0,0,0.21,0,0.01,0.03,0,0.13,0,0,0,0,0
NN,285,0,0,0,0.27,0,0,0,0,0,0,0.04,0,0,0,0,0.2,0,0,0,0.1,0.36,0,0,0,0.03,0,0,0,0,0
N,286,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0
NN,287,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0.51,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0
NN,288,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0
NN,289,0,0,0,0,0,0,0,0,0,0,0,0.99,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NN,290,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NN,291,0,0,0,0,0,0,0,0.36,0.02,0,0,0,0,0,0,0.56,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0
NN,292,0,0,0,0,0.13,0,0,0,0,0,0.15,0,0,0,0,0,0.02,0,0.02,0,0,0,0,0,0.22,0,0,0.45,0,0
NN,293,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0
NN,294,0,0,0.11,0.09,0.52,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0.01,0,0,0,0,0,0.04,0.13,0,0
NN,295,0,0,0.05,0,0.15,0,0,0.08,0.38,0.03,0,0,0,0,0,0.03,0,0,0,0,0,0,0.25,0,0,0.02,0,0,0,0
NN,296,0,0,0.08,0,0.01,0,0,0,0.28,0,0,0.27,0,0,0,0.01,0,0,0,0,0.04,0,0.02,0,0.27,0,0,0,0,0
NN,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0.05,0,0,0,0
NN,298,0.52,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
NN,299,0,0,0.04,0.01,0.23,0,0,0,0.07,0,0,0,0,0.08,0,0.09,0,0,0,0.09,0.1,0,0,0,0,0,0.24,0,0,0
NN,300,0,0,0,0,0,0,0,0,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0.08,0,0,0.11,0
NN,301,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NN,302,0,0,0,0,0,0,0,0,0,0.97,0.02,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0
NN,303,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
N,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0
NN,305,0,0,0,0.23,0.01,0,0,0,0,0,0.19,0,0,0,0,0.05,0.21,0,0,0.06,0,0,0,0,0.21,0,0.01,0.01,0,0
NN,306,0,0,0,0.18,0,0.02,0,0,0.02,0,0,0,0,0,0,0,0.02,0,0,0,0.23,0,0.01,0,0.45,0,0.03,0,0,0
NN,307,0,0,0.06,0,0,0,0,0,0,0.01,0,0,0,0,0,0.84,0,0,0,0,0,0,0.07,0,0,0,0.01,0,0,0
NN,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0.25,0,0
NN,309,0,0,0,0,0,0,0,0,0.11,0.69,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NN,310,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.01,0,0,0.21,0.74,0,0,0,0,0,0,0,0,0
NN,311,0,0,0.31,0.28,0.15,0,0,0,0,0,0.04,0,0,0,0,0.1,0,0,0,0.05,0,0,0,0,0,0,0.06,0,0,0
NN,312,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0,0,0,0
NN,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N,314,0,0,0.02,0.39,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0.03,0,0
NN,315,0,0,0,0,0.29,0,0,0,0.18,0,0,0,0,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NN,316,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0.22,0,0,0,0,0,0.66,0,0,0,0,0,0.02,0,0
N,317,0,0,0,0.08,0.03,0,0,0,0,0,0.02,0,0,0,0,0.51,0,0,0,0.22,0.01,0,0.03,0,0.03,0,0.06,0,0,0
NN,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0.19,0,0.52,0,0,0,0
N,319,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.65,0,0,0,0.26,0.06,0,0,0,0,0,0,0,0,0
NN,320,0,0,0,0.03,0,0,0,0.01,0.6,0,0,0,0,0,0.17,0.08,0,0,0,0.04,0,0,0,0,0,0,0.04,0,0,0
NN,321,0.03,0.02,0,0,0.02,0,0.03,0.13,0.31,0,0,0,0,0,0.43,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0
N,322,0,0,0,0.02,0,0,0,0,0.01,0,0.23,0,0,0,0,0.02,0,0,0,0.24,0.43,0,0,0,0.02,0,0.01,0,0,0
NN,323,0,0,0.01,0.05,0.13,0,0,0,0.02,0,0,0,0,0,0,0.09,0,0,0,0.02,0.44,0,0,0,0.13,0,0.09,0,0,0
NN,324,0,0,0,0,0,0,0,0.53,0.36,0,0,0,0,0,0,0.03,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0
NN,325,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0.19,0,0,0,0,0,0,0.52,0,0,0
NN,326,0,0,0,0.02,0,0,0,0,0.09,0,0,0,0,0,0,0.79,0,0,0,0.08,0.01,0,0,0,0,0,0,0,0,0
NN,327,0,0,0,0,0,0.08,0,0,0,0.01,0.85,0,0,0,0,0.03,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
NN,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
N,329,0,0.01,0,0.02,0,0,0.01,0,0.05,0,0.03,0,0,0,0.01,0,0,0,0.02,0.35,0.06,0,0.01,0,0.06,0.25,0.09,0,0,0
N,330,0,0,0,0.05,0,0,0,0,0.01,0,0,0,0,0,0,0.29,0.02,0,0,0.48,0.03,0,0,0,0.02,0,0.07,0,0,0
NN,331,0,0,0,0.23,0,0,0,0.01,0.32,0,0,0,0,0.02,0,0.3,0,0,0,0.02,0,0,0,0,0,0,0.07,0,0,0
NN,332,0,0.01,0,0.07,0,0.53,0,0,0,0,0.14,0,0,0,0,0.04,0,0,0,0.04,0.02,0,0.01,0,0.13,0,0,0,0,0
NN,333,0,0,0,0,0,0,0,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0
NN,334,0,0,0,0.59,0.02,0,0,0,0.01,0,0,0,0,0,0,0.06,0,0,0,0.15,0.12,0,0,0,0,0,0.01,0,0,0
NN,335,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0.56,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0
N,336,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0.66,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0
N,337,0,0,0,0.02,0,0,0,0,0.12,0,0,0,0,0,0,0.07,0,0,0,0.57,0,0,0.03,0,0.03,0.02,0.14,0,0,0
NN,338,0,0,0,0,0.18,0,0,0.02,0,0,0,0,0,0.29,0,0,0,0,0,0,0,0.02,0.04,0,0.45,0,0,0,0,0
N,339,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.68,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
NN,340,0,0.01,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0.07,0,0,0.03,0,0,0,0,0.69,0,0
NN,341,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N,342,0,0,0,0,0.01,0,0,0,0,0.28,0,0,0,0,0,0.02,0,0,0,0.43,0.24,0,0,0,0,0,0,0,0,0
N,343,0,0,0,0.03,0.01,0,0,0,0.02,0,0,0,0,0,0,0.66,0,0,0,0.26,0.02,0,0,0,0,0,0,0,0,0
NN,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0
N,345,0,0,0,0,0.01,0,0,0,0,0,0.02,0,0,0,0.02,0,0.02,0,0,0.6,0.07,0,0.05,0,0.04,0.03,0.1,0.01,0,0
NN,346,0,0.01,0,0,0,0,0.01,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0.11,0
N,347,0,0,0,0.02,0,0,0,0,0,0.02,0.05,0,0,0,0,0.39,0.03,0,0,0.44,0,0,0.03,0,0,0,0,0,0,0
N,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0.7,0.27,0,0,0,0,0,0,0,0,0
NN,349,0,0,0,0.09,0.01,0,0,0,0.16,0,0.01,0,0,0.01,0,0.29,0.02,0,0,0.09,0.21,0,0,0,0.03,0,0.04,0,0,0
NN,350,0.52,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
N,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0.24,0,0,0,0,0,0,0,0,0
NN,352,0,0,0.04,0.52,0,0,0,0,0.04,0,0.02,0,0,0,0,0.15,0,0,0.17,0.02,0,0,0,0,0,0,0,0,0,0
NN,353,0,0,0.58,0.1,0.13,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0
