class,id,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9
5,1592,0,0,0,0,0,1,0,0,0,0
7,1593,0.36,0,0,0,0,0,0,0.63,0,0
8,1594,0,0.09,0,0,0,0,0.01,0.2,0.7,0
7,1595,0,0.19,0,0,0,0,0.03,0.76,0.01,0
7,1596,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05
7,1597,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.91,0.01,0.01
0,1598,0.44,0.03,0.03,0.03,0.03,0.03,0.03,0.36,0.03,0.03
7,1599,0,0.25,0,0.02,0.02,0,0.18,0.4,0.13,0
5,1600,0,0,0,0,0,1,0,0,0,0
1,1601,0,0.34,0,0.08,0.04,0,0.04,0.18,0.32,0
7,1602,0,0.02,0,0,0,0,0.03,0.95,0,0
7,1603,0,0.07,0,0,0,0,0,0.9,0.01,0
7,1604,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05
2,1605,0,0.02,0.85,0.02,0,0,0.07,0.03,0.01,0
7,1606,0,0.03,0,0.02,0,0,0.04,0.83,0.08,0
8,1607,0,0.21,0,0,0.06,0,0.18,0.17,0.36,0
5,1608,0,0,0,0,0,1,0,0,0,0
7,1609,0.27,0.06,0,0,0,0,0,0.66,0,0
7,1610,0.08,0.06,0,0,0,0,0.11,0.74,0,0
0,1611,0.45,0.1,0,0,0,0,0,0.44,0,0
7,1612,0,0.04,0,0,0,0,0.05,0.91,0,0
3,1613,0,0,0,0.45,0.05,0,0.24,0,0.25,0
8,1614,0.02,0.16,0,0.1,0.03,0,0.1,0.12,0.47,0
7,1615,0.08,0.06,0,0,0,0,0.06,0.75,0.01,0
1,1616,0.02,0.29,0,0.24,0.01,0,0.23,0.15,0.05,0
7,1617,0,0,0,0,0,0,0,0.98,0,0
5,1618,0,0,0,0,0,1,0,0,0,0
6,1619,0.1,0.03,0,0,0,0,0.62,0.23,0.02,0
6,1620,0.01,0.02,0,0,0,0,0.82,0.14,0,0
6,1621,0.29,0.06,0,0.03,0,0,0.53,0.06,0,0.01
6,1622,0.04,0,0,0,0,0,0.96,0,0,0
7,1623,0,0,0,0,0,0,0.04,0.94,0,0
6,1624,0,0,0,0.05,0.19,0,0.74,0.01,0,0
7,1625,0.1,0.03,0,0,0,0,0.07,0.79,0,0
7,1626,0,0,0,0,0,0,0,0.94,0,0
8,1627,0.17,0.22,0.01,0.02,0,0,0,0.12,0.44,0.01
8,1628,0.03,0,0,0.07,0.02,0,0.24,0,0.64,0
7,1629,0.02,0.02,0.02,0.02,0.36,0.02,0.02,0.51,0.02,0.02
5,1630,0,0,0,0,0,1,0,0,0,0
7,1631,0,0.24,0,0.02,0.02,0,0.05,0.65,0,0
7,1632,0.27,0.16,0,0.01,0,0,0,0.53,0.03,0
7,1633,0.07,0.29,0,0.02,0,0,0.08,0.48,0.04,0
6,1634,0.04,0.35,0,0.09,0.01,0,0.42,0.03,0.04,0
2,1635,0.06,0.21,0.48,0.09,0,0,0,0.16,0,0
7,1636,0,0.11,0,0.03,0.02,0,0.14,0.61,0.1,0
7,1637,0,0.02,0,0,0,0,0,0.98,0,0
6,1638,0,0.05,0,0,0.02,0,0.44,0.37,0.13,0
7,1639,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.55,0.32,0.02
0,1640,0.48,0.13,0,0,0,0,0,0.37,0.01,0
6,1641,0,0,0,0.02,0,0,0.52,0.38,0.06,0.02
7,1642,0.14,0.08,0,0.02,0.02,0,0.06,0.65,0.02,0
7,1643,0.02,0.04,0,0.01,0.06,0,0.15,0.67,0.04,0
7,1644,0.02,0.43,0,0,0.01,0,0,0.54,0,0
7,1645,0.11,0.14,0,0,0,0,0,0.71,0.03,0
7,1646,0.03,0.33,0,0,0,0,0.12,0.49,0,0
7,1647,0.03,0.05,0,0,0,0,0.11,0.81,0,0
0,1648,0.67,0,0,0,0,0,0,0.33,0,0
7,1649,0,0,0,0,0,0,0,0.93,0,0
8,1650,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.35,0.38,0.03
7,1651,0,0.05,0,0,0,0,0.02,0.92,0,0
7,1652,0.2,0.11,0,0.01,0,0,0,0.64,0.03,0
8,1653,0,0.17,0,0.01,0.04,0,0.32,0.03,0.42,0
8,1654,0.05,0.21,0,0.08,0,0,0.02,0.11,0.53,0
0,1655,0.65,0.2,0,0,0,0,0.12,0.03,0,0
7,1656,0.3,0,0,0,0,0,0.23,0.45,0,0
0,1657,0.82,0.05,0,0,0,0,0,0.1,0,0
4,1658,0,0,0,0.14,0.67,0,0.12,0.04,0.02,0
1,1659,0.1,0.26,0,0.16,0.01,0,0.17,0.21,0.08,0
0,1660,0.49,0.19,0,0.01,0.03,0,0.03,0.24,0,0
7,1661,0,0,0,0,0,0,0.11,0.86,0,0
0,1662,0.86,0.07,0,0,0,0,0,0.06,0,0
7,1663,0.05,0,0,0,0,0,0,0.86,0.08,0
4,1664,0,0.05,0.01,0.06,0.54,0,0.13,0.09,0.11,0
0,1665,0.47,0.04,0,0.02,0,0,0.27,0.14,0.05,0
7,1666,0,0.07,0,0,0,0,0.21,0.71,0,0
8,1667,0.02,0.22,0,0.1,0.03,0,0.11,0.16,0.36,0
0,1668,0.82,0.02,0,0,0,0,0.02,0.12,0,0
1,1669,0,0.33,0,0.14,0.24,0,0.05,0,0.23,0
4,1670,0,0.04,0,0.16,0.78,0,0,0,0.02,0
8,1671,0,0,0,0,0.1,0,0.05,0,0.84,0
7,1672,0,0,0,0,0,0,0,1,0,0
7,1673,0.04,0.2,0,0,0,0,0.07,0.62,0.05,0
0,1674,0.52,0.06,0,0,0,0.02,0.04,0.33,0.03,0
0,1675,0.61,0,0,0,0,0.06,0.08,0.25,0,0
1,1676,0,0.31,0,0.2,0,0,0,0.24,0.25,0
7,1677,0,0,0,0,0,0,0.04,0.92,0.03,0
1,1678,0,0.37,0,0,0,0,0.13,0.37,0.12,0
0,1679,0.53,0.04,0,0.01,0,0,0.21,0.17,0.03,0
8,1680,0,0,0,0.1,0.02,0,0.03,0.02,0.82,0
1,1681,0,0.99,0,0,0,0,0,0,0,0
7,1682,0,0,0,0,0,0,0,1,0,0
7,1683,0,0,0,0,0,0,0.09,0.88,0.03,0
7,1684,0,0.11,0,0.04,0,0,0,0.84,0,0
7,1685,0,0.26,0,0.19,0.03,0,0.04,0.39,0.09,0
7,1686,0.07,0.09,0,0,0,0,0.03,0.76,0.04,0
7,1687,0,0.05,0,0,0,0,0.01,0.91,0,0
0,1688,0.77,0.05,0,0,0,0,0.04,0.12,0,0
0,1689,0.67,0.11,0,0,0,0,0,0.21,0,0
6,1690,0,0,0,0,0,0,0.47,0.46,0,0
8,1691,0.04,0.1,0.05,0.03,0,0,0,0.04,0.73,0
8,1692,0,0,0,0.04,0.04,0,0.09,0,0.81,0
7,1693,0,0.23,0.03,0,0,0,0,0.75,0,0
0,1694,0.28,0.11,0.02,0,0,0,0.21,0.19,0.19,0
6,1695,0.27,0.06,0.04,0.03,0.03,0,0.46,0.06,0.05,0
3,1696,0.12,0,0,0.44,0.01,0,0.43,0,0,0
0,1697,0.52,0.01,0.27,0.01,0.01,0.01,0.14,0.01,0.01,0.01
0,1698,0.91,0.05,0,0,0,0,0,0,0.02,0
8,1699,0.12,0.17,0.04,0.05,0,0,0,0.16,0.44,0
6,1700,0.02,0.02,0,0.03,0.05,0,0.86,0,0.02,0
7,1701,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05
7,1702,0,0,0,0.03,0.02,0,0.19,0.66,0.09,0
0,1703,0.44,0.06,0,0.02,0.1,0,0.24,0.1,0.04,0
7,1704,0,0.28,0,0,0,0,0,0.66,0.06,0
7,1705,0.03,0.2,0.01,0.03,0,0,0.01,0.5,0.21,0
0,1706,0.53,0.21,0,0.02,0,0,0,0.23,0,0
7,1707,0.05,0,0,0,0,0,0,0.91,0.03,0
7,1708,0,0.02,0.09,0.02,0.02,0,0.19,0.65,0.01,0
0,1709,0.79,0.02,0,0,0,0,0,0.17,0,0.02
6,1710,0.29,0.03,0,0,0,0,0.45,0.22,0,0
0,1711,0.5,0.01,0,0.06,0.02,0,0.15,0.23,0.01,0
0,1712,0.69,0.12,0,0,0,0,0,0.18,0,0
1,1713,0,0.51,0,0.1,0,0,0,0.35,0.04,0
7,1714,0.33,0,0,0.05,0,0,0.07,0.54,0,0
7,1715,0,0,0,0,0,0,0,0.92,0,0
1,1716,0,0.72,0,0.17,0,0,0.05,0.05,0,0
6,1717,0.25,0.15,0.1,0,0,0,0.3,0.19,0,0.01
8,1718,0.27,0.19,0,0,0,0,0,0.21,0.32,0
6,1719,0.05,0,0,0,0,0,0.8,0.14,0,0
7,1720,0,0,0,0,0,0,0.09,0.89,0,0
7,1721,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.77,0.03,0.03
7,1722,0.01,0.11,0.01,0,0,0,0.06,0.79,0,0
7,1723,0,0,0,0,0,0,0.02,0.97,0,0
8,1724,0.08,0.04,0.05,0.03,0,0,0,0.04,0.74,0
6,1725,0.02,0.02,0.02,0.02,0.26,0.02,0.33,0.27,0.02,0.02
1,1726,0.07,0.27,0.01,0.04,0.22,0,0.24,0.12,0.03,0
0,1727,0.63,0,0,0.13,0.01,0.02,0.09,0.11,0,0
7,1728,0.34,0.12,0,0,0,0,0.09,0.43,0.01,0
7,1729,0.01,0.29,0,0.02,0,0,0.11,0.54,0.02,0
4,1730,0,0,0,0.06,0.88,0,0.04,0,0,0
3,1731,0,0,0,1,0,0,0,0,0,0
8,1732,0,0.04,0.01,0.06,0.06,0,0.1,0.34,0.39,0
3,1733,0.1,0.29,0,0.41,0.19,0,0,0,0.02,0
7,1734,0,0.06,0,0,0,0,0.22,0.7,0.02,0
7,1735,0,0.18,0,0,0.03,0,0.18,0.6,0,0
8,1736,0,0.15,0,0,0.02,0,0,0.28,0.53,0
7,1737,0.26,0.17,0,0,0,0,0.05,0.49,0.01,0
7,1738,0,0.32,0,0.02,0.03,0,0.06,0.52,0.04,0
7,1739,0.24,0.12,0.03,0,0,0,0.04,0.55,0,0
7,1740,0,0,0,0,0,0,0,1,0,0
7,1741,0,0,0,0,0,0,0,0.95,0,0
0,1742,0.96,0.01,0,0,0,0,0,0.03,0,0
0,1743,0.54,0,0,0,0,0.02,0.25,0.19,0,0
0,1744,0.83,0.01,0,0,0,0,0,0.16,0,0
7,1745,0.3,0.2,0,0,0,0,0,0.39,0.1,0
7,1746,0.07,0.25,0,0,0,0,0,0.68,0,0
0,1747,0.46,0.02,0,0.03,0.01,0,0.33,0.01,0.14,0
3,1748,0,0,0.26,0.41,0,0,0,0.33,0,0
7,1749,0,0.02,0,0,0,0,0.06,0.92,0,0
7,1750,0,0.1,0,0.05,0,0,0.1,0.64,0.1,0
8,1751,0,0.14,0,0,0,0,0.01,0.09,0.75,0
3,1752,0,0.1,0,0.74,0.04,0,0.03,0.04,0.04,0
3,1753,0.04,0,0,0.65,0,0,0,0.31,0,0
1,1754,0.11,0.33,0,0.13,0.01,0,0.26,0.09,0.05,0
7,1755,0,0,0,0.04,0,0,0,0.91,0.05,0
7,1756,0,0.08,0,0.05,0.01,0,0.13,0.64,0.07,0
0,1757,0.82,0.02,0,0,0,0.01,0,0.15,0,0
7,1758,0.14,0.23,0,0,0,0,0.07,0.51,0.03,0
7,1759,0,0.06,0,0.03,0.01,0,0.19,0.68,0.03,0
7,1760,0,0,0,0,0,0,0,1,0,0
3,1761,0.27,0.06,0.08,0.59,0,0,0,0,0,0
1,1762,0.01,0.66,0,0.07,0.02,0,0.12,0,0.11,0
7,1763,0.07,0.03,0,0,0,0,0.08,0.82,0,0
7,1764,0.01,0.03,0,0,0,0,0.02,0.88,0.05,0
1,1765,0.01,0.79,0,0.12,0,0,0.06,0.02,0,0
0,1766,0.53,0.04,0,0.08,0.03,0,0,0.1,0.21,0.01
8,1767,0,0.2,0.11,0.03,0.22,0,0.06,0.06,0.31,0
0,1768,0.49,0.01,0,0,0,0,0,0.46,0.01,0
0,1769,0.66,0.29,0,0,0,0,0,0,0.04,0
7,1770,0,0,0,0,0,0,0.19,0.77,0.03,0
3,1771,0,0.09,0,0.59,0.04,0,0.07,0.04,0.15,0.02
7,1772,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05
7,1773,0,0,0,0,0.01,0,0.07,0.9,0.01,0
7,1774,0,0.24,0,0,0.02,0,0.05,0.67,0,0
8,1775,0.04,0.1,0.05,0.03,0,0,0,0.06,0.72,0
8,1776,0.01,0.2,0,0,0,0,0.04,0.05,0.69,0
7,1777,0,0.14,0,0,0,0,0.06,0.79,0,0
7,1778,0,0.02,0,0,0,0,0.03,0.85,0.09,0
6,1779,0.12,0.05,0.02,0.03,0.01,0,0.46,0.25,0.06,0
2,1780,0,0,1,0,0,0,0,0,0,0
6,1781,0,0.12,0,0.02,0,0,0.31,0.25,0.3,0
7,1782,0,0.17,0,0.02,0,0,0.34,0.41,0.06,0
7,1783,0.01,0.06,0,0,0.02,0,0.01,0.88,0,0
7,1784,0,0,0,0,0,0,0,0.99,0,0
7,1785,0,0.02,0,0,0,0,0.08,0.84,0.05,0
0,1786,0.53,0.07,0,0.04,0,0.01,0.31,0.02,0,0.01
4,1787,0,0,0,0,0.74,0,0,0,0.21,0
4,1788,0.03,0.03,0.24,0.03,0.3,0.03,0.03,0.28,0.03,0.03
7,1789,0.43,0.02,0,0,0,0,0,0.55,0,0
6,1790,0,0,0,0,0,0.01,0.67,0.12,0.17,0
8,1791,0,0.08,0,0.22,0,0,0,0.07,0.61,0
7,1792,0,0.07,0,0,0,0,0,0.91,0.02,0
1,1793,0.02,0.62,0,0,0,0,0,0.36,0,0
7,1794,0,0.13,0,0.08,0,0,0,0.73,0.06,0
7,1795,0.01,0.11,0,0.01,0,0,0.09,0.73,0.04,0
3,1796,0,0,0,0.62,0.23,0,0.14,0,0,0
7,1797,0,0.02,0,0,0,0,0,0.97,0,0
7,1798,0,0.02,0,0,0,0,0.01,0.96,0,0
7,1799,0.01,0.18,0,0.02,0,0,0.09,0.4,0.28,0
7,1800,0.19,0,0,0,0,0,0,0.8,0,0
6,1801,0,0.09,0,0,0,0,0.47,0.4,0.04,0
3,1802,0,0.12,0,0.26,0.07,0,0.23,0.2,0.11,0
7,1803,0.18,0.13,0,0.06,0,0,0.08,0.37,0.17,0
8,1804,0,0.26,0,0.02,0.06,0,0.01,0.19,0.45,0
0,1805,0.48,0.07,0,0.03,0.05,0,0.04,0.27,0.05,0
0,1806,0.66,0.08,0,0,0,0,0,0.25,0,0
6,1807,0.02,0.02,0.02,0.02,0.02,0.02,0.62,0.22,0.02,0.02
7,1808,0.07,0.08,0,0,0,0,0,0.85,0,0
6,1809,0,0.02,0,0.12,0.09,0,0.77,0,0,0
7,1810,0,0.01,0,0.01,0,0,0.02,0.87,0.08,0
0,1811,0.71,0,0.08,0,0,0,0.01,0.19,0,0
7,1812,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05
3,1813,0.24,0.17,0,0.25,0.01,0,0,0.2,0.12,0
7,1814,0,0.13,0,0,0,0,0.23,0.53,0.1,0
7,1815,0,0.07,0,0,0,0,0.06,0.86,0,0
7,1816,0.16,0.04,0,0.23,0,0,0,0.56,0,0
8,1817,0,0.1,0,0.05,0.05,0,0.11,0.12,0.57,0
7,1818,0.32,0,0.01,0,0,0.02,0.1,0.55,0,0
8,1819,0.07,0.18,0.02,0.07,0.09,0,0,0.2,0.37,0
0,1820,0.53,0,0,0.09,0.02,0,0.25,0,0.1,0
7,1821,0.01,0.03,0,0,0,0,0.03,0.9,0.02,0
7,1822,0.33,0.17,0,0.04,0,0,0,0.37,0.07,0
2,1823,0.38,0,0.5,0.03,0.01,0,0.07,0,0,0
0,1824,0.47,0,0,0.03,0.02,0,0.29,0,0.18,0
1,1825,0,0.91,0,0,0,0,0,0.08,0,0
7,1826,0,0.02,0,0,0,0,0,0.98,0,0
8,1827,0,0.15,0,0.12,0.02,0,0,0.29,0.41,0
0,1828,0.63,0.09,0,0.01,0.01,0,0.1,0.12,0.02,0
7,1829,0.09,0.11,0,0,0,0,0.07,0.71,0,0
7,1830,0,0.17,0,0.03,0.02,0,0.18,0.43,0.16,0
6,1831,0,0.14,0,0.01,0.04,0,0.8,0.01,0,0
7,1832,0,0.09,0,0,0.02,0,0.04,0.85,0,0
7,1833,0.23,0.01,0,0.03,0,0,0.01,0.7,0,0
6,1834,0.22,0.14,0.03,0.15,0,0,0.24,0.07,0.15,0
7,1835,0,0.05,0,0,0,0,0,0.92,0,0
5,1836,0,0,0,0,0,1,0,0,0,0
7,1837,0,0.06,0,0.02,0,0,0,0.91,0,0
7,1838,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05
7,1839,0.33,0.04,0,0.01,0.02,0,0,0.59,0.01,0
6,1840,0.04,0.08,0,0,0.02,0,0.41,0.23,0.21,0
0,1841,0.85,0.03,0,0,0,0,0.01,0.1,0,0
7,1842,0,0.02,0,0,0,0,0,0.97,0,0
0,1843,0.74,0.08,0,0.01,0.01,0,0.01,0.12,0.02,0
7,1844,0.19,0.03,0,0,0,0,0.03,0.74,0,0
7,1845,0,0.01,0,0,0,0,0.02,0.97,0,0
7,1846,0,0.05,0,0,0.02,0,0.03,0.89,0,0
6,1847,0,0.17,0,0,0.05,0,0.76,0.02,0,0
0,1848,0.77,0.05,0,0.02,0,0,0.02,0.14,0,0
5,1849,0,0,0,0,0,1,0,0,0,0
8,1850,0.02,0.04,0.03,0.07,0.23,0,0.14,0.08,0.39,0
8,1851,0.02,0.1,0.1,0.03,0,0,0.02,0.11,0.62,0
7,1852,0.01,0.23,0.01,0,0,0,0.18,0.55,0,0
7,1853,0.39,0.04,0,0,0,0,0,0.54,0.02,0
3,1854,0.09,0.16,0.01,0.41,0.07,0,0,0.06,0.2,0
8,1855,0,0.19,0,0.04,0,0,0.03,0.22,0.52,0
0,1856,0.36,0,0,0.06,0,0,0.34,0.22,0,0
7,1857,0.3,0.09,0,0,0,0,0,0.6,0,0
8,1858,0,0,0,0,0,0,0,0,1,0
7,1859,0.12,0.01,0,0,0,0,0.01,0.84,0,0
3,1860,0.01,0.1,0,0.83,0.03,0,0.01,0.01,0,0
7,1861,0,0,0,0,0,0,0.06,0.88,0.05,0
8,1862,0,0.3,0,0.02,0.02,0,0.23,0.04,0.38,0
1,1863,0,0.39,0,0.07,0.05,0,0.13,0.33,0.02,0
6,1864,0.01,0,0,0.03,0,0,0.58,0.34,0.03,0
7,1865,0,0.06,0,0,0,0,0.03,0.86,0.03,0
7,1866,0.04,0.14,0,0,0.01,0,0.16,0.62,0.02,0
3,1867,0,0,0,0.71,0,0,0.25,0,0,0
0,1868,0.63,0.11,0,0,0,0,0.01,0.24,0,0
8,1869,0.11,0.22,0,0.03,0.01,0,0.01,0.17,0.45,0
0,1870,0.62,0.01,0,0,0.01,0,0.04,0.3,0.02,0
8,1871,0.03,0.11,0.09,0.04,0,0,0,0.12,0.6,0
6,1872,0,0.2,0,0,0,0,0.54,0.08,0.18,0
7,1873,0.06,0,0,0,0,0,0.04,0.89,0,0
3,1874,0.01,0.08,0.01,0.43,0.1,0,0.12,0.07,0.17,0
7,1875,0.08,0.03,0,0,0,0,0,0.88,0.01,0
8,1876,0.01,0.01,0,0.02,0.03,0,0.28,0.05,0.6,0
7,1877,0,0.1,0,0,0,0,0,0.89,0,0
7,1878,0,0.08,0,0.03,0.06,0,0.1,0.61,0.11,0
7,1879,0,0,0,0,0,0,0.02,0.97,0,0
6,1880,0.01,0.3,0.02,0.11,0.06,0,0.38,0.03,0.08,0
1,1881,0.09,0.61,0,0.01,0,0,0.16,0.1,0.01,0
7,1882,0.02,0.03,0,0,0,0,0,0.88,0.05,0
1,1883,0,0.39,0,0,0.01,0,0.22,0.38,0,0
8,1884,0,0,0,0,0.28,0,0,0.18,0.53,0
6,1885,0.26,0,0,0,0,0,0.62,0.1,0,0
4,1886,0,0.05,0,0.03,0.67,0,0.21,0.02,0,0
7,1887,0,0.27,0,0,0,0,0.08,0.61,0.02,0
0,1888,0.67,0.09,0,0,0,0,0.01,0.22,0,0
4,1889,0,0.05,0,0.03,0.91,0,0,0,0,0
0,1890,0.65,0.03,0,0,0,0,0.17,0.13,0,0
1,1891,0.02,0.23,0,0.18,0.04,0,0.15,0.22,0.16,0
7,1892,0.17,0.06,0,0,0,0,0.04,0.72,0,0
7,1893,0,0.1,0,0,0,0,0.06,0.82,0,0
1,1894,0,0.53,0,0.05,0.06,0,0.09,0.1,0.16,0
7,1895,0.3,0.2,0,0,0,0,0,0.38,0.1,0
0,1896,0.41,0.12,0,0,0,0,0.12,0.35,0,0
7,1897,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05
7,1898,0,0,0,0,0,0,0.01,0.98,0,0
7,1899,0.08,0.04,0,0,0,0,0.05,0.81,0,0
0,1900,0.47,0,0,0.03,0.02,0,0.23,0.17,0.07,0
8,1901,0.05,0.11,0.02,0.04,0,0,0,0.05,0.71,0
7,1902,0,0.27,0,0,0.17,0,0.14,0.3,0.09,0.01
0,1903,0.82,0.06,0,0,0,0,0,0.11,0,0
6,1904,0,0.12,0,0.07,0,0,0.36,0.17,0.27,0
1,1905,0.1,0.36,0,0.03,0.02,0,0.13,0.29,0.06,0
7,1906,0.29,0,0,0,0,0,0.25,0.42,0.02,0
4,1907,0,0.33,0,0.01,0.34,0,0.02,0.26,0.03,0
0,1908,0.54,0.08,0,0,0,0,0,0.38,0,0
7,1909,0,0.07,0,0.04,0,0,0.07,0.68,0.12,0
7,1910,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05
7,1911,0.06,0,0,0,0.12,0,0.07,0.74,0,0
0,1912,0.81,0.07,0,0,0,0,0,0.09,0,0
7,1913,0.23,0.13,0,0,0,0,0,0.5,0,0.14
7,1914,0.38,0.09,0,0,0,0,0,0.52,0,0
0,1915,0.47,0.21,0,0.01,0,0,0.02,0.28,0,0
0,1916,0.55,0.02,0,0.01,0.01,0,0,0.4,0,0
0,1917,0.56,0,0,0.24,0.05,0.02,0.06,0.08,0,0
3,1918,0,0,0,0.6,0.23,0,0.17,0,0,0
7,1919,0.26,0.05,0,0.04,0,0,0.03,0.56,0.04,0
7,1920,0,0.02,0,0,0,0,0.01,0.96,0,0
7,1921,0,0.02,0,0,0,0,0.03,0.95,0,0
7,1922,0,0.05,0,0,0.02,0,0.01,0.88,0.03,0
7,1923,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05
7,1924,0,0.08,0,0.01,0.01,0,0,0.86,0.03,0
0,1925,0.5,0,0,0,0,0,0.02,0.48,0,0
8,1926,0,0.04,0.03,0,0,0,0,0.09,0.84,0
0,1927,0.35,0.16,0,0.16,0.11,0,0,0.17,0,0.04
7,1928,0.24,0,0,0.06,0.05,0,0.27,0.36,0,0
3,1929,0.01,0.01,0.01,0.41,0.01,0.01,0.24,0.28,0.01,0.01
7,1930,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05
7,1931,0,0.01,0,0,0.01,0,0,0.95,0,0
7,1932,0,0.08,0,0.05,0,0,0.03,0.83,0.01,0
7,1933,0,0.04,0,0,0,0,0.12,0.84,0,0
7,1934,0.06,0.06,0,0,0,0,0,0.86,0,0
7,1935,0.01,0.25,0,0,0,0,0.14,0.57,0.01,0
6,1936,0,0.05,0,0,0,0,0.83,0,0.11,0
7,1937,0.18,0.03,0.02,0,0,0,0,0.77,0,0
1,1938,0,0.38,0,0,0,0,0.22,0.32,0.07,0
8,1939,0,0.08,0,0.02,0,0,0,0.19,0.68,0
7,1940,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05
8,1941,0.06,0.11,0.03,0.03,0.01,0,0.02,0,0.74,0
1,1942,0,0.41,0,0.02,0.04,0,0.15,0.3,0.07,0
2,1943,0.02,0.19,0.5,0.03,0.07,0,0.03,0.16,0,0
0,1944,0.5,0,0,0.06,0,0.02,0.22,0.19,0,0
2,1945,0.01,0.03,0.73,0.01,0.03,0,0.09,0.09,0,0
8,1946,0,0.14,0,0.02,0.1,0,0.04,0.24,0.44,0
6,1947,0,0.25,0,0,0,0,0.6,0.09,0.06,0
0,1948,0.9,0,0.09,0,0,0,0,0,0,0
3,1949,0,0.12,0,0.5,0.29,0,0.03,0.04,0.01,0
8,1950,0.02,0.06,0,0.35,0.15,0,0.02,0,0.39,0
7,1951,0,0,0,0,0,0,0.05,0.94,0.01,0
7,1952,0,0.03,0,0,0.02,0,0.01,0.81,0.11,0
1,1953,0.02,0.53,0.02,0,0.03,0,0,0.39,0.01,0
8,1954,0.01,0,0,0.02,0,0,0.25,0,0.71,0
8,1955,0,0.02,0,0.24,0.18,0,0.13,0,0.42,0
7,1956,0,0.25,0,0,0,0,0,0.71,0.04,0
5,1957,0,0,0,0,0,1,0,0,0,0
7,1958,0,0.39,0,0,0,0,0,0.6,0,0
1,1959,0,0.58,0,0,0,0,0,0.41,0,0
9,1960,0,0,0,0,0,0,0,0,0,1
7,1961,0,0.19,0,0.15,0,0,0.03,0.52,0.09,0
7,1962,0,0,0,0,0,0,0,0.99,0,0
7,1963,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.91,0.01,0.01
6,1964,0.04,0.09,0,0.06,0.03,0,0.31,0.21,0.26,0
0,1965,0.6,0.08,0,0.02,0,0,0,0.29,0,0
3,1966,0,0.18,0,0.55,0.04,0,0,0,0.22,0
7,1967,0,0.03,0,0,0,0,0.26,0.7,0,0
1,1968,0,0.68,0,0,0,0,0,0.31,0,0
1,1969,0,0.35,0,0.09,0.04,0,0.07,0.18,0.25,0
7,1970,0,0.12,0,0,0,0,0.2,0.34,0.33,0
6,1971,0.29,0.06,0,0,0,0,0.31,0.22,0.12,0
7,1972,0,0.4,0,0,0,0,0,0.59,0,0
7,1973,0.03,0.1,0,0,0,0,0.02,0.84,0,0
1,1974,0,0.47,0,0.14,0.02,0,0.19,0.02,0.16,0
7,1975,0.36,0.03,0,0.05,0.05,0,0,0.48,0.03,0
1,1976,0.02,0.24,0,0.16,0.03,0,0.15,0.21,0.19,0
7,1977,0.09,0.16,0,0,0.02,0,0.03,0.7,0,0
0,1978,0.78,0.1,0,0.01,0,0.01,0,0.09,0,0
7,1979,0,0.09,0,0,0,0,0.22,0.6,0.08,0
7,1980,0.08,0.28,0.04,0,0,0,0.12,0.48,0,0
7,1981,0.08,0.06,0,0,0,0,0.06,0.79,0,0
0,1982,0.67,0.27,0,0,0,0,0,0,0.04,0
7,1983,0,0,0,0,0,0,0.04,0.92,0.02,0
3,1984,0.03,0,0.04,0.65,0.06,0,0.03,0.15,0.04,0
1,1985,0.02,0.69,0.01,0.01,0.05,0,0.09,0.13,0,0
7,1986,0.08,0.2,0,0.24,0.04,0,0.15,0.27,0,0
8,1987,0.01,0.09,0.03,0.03,0.01,0,0,0.08,0.74,0
8,1988,0,0.02,0,0.27,0.13,0,0,0,0.57,0
7,1989,0.39,0.01,0,0,0,0,0,0.6,0,0
6,1990,0,0.02,0,0,0,0,0.63,0.14,0.19,0
7,1991,0.27,0.03,0,0.02,0,0,0.19,0.44,0.05,0
0,1992,0.81,0.08,0,0,0,0.02,0,0.06,0.01,0
0,1993,0.53,0.06,0,0.21,0.05,0,0.06,0.08,0,0
7,1994,0.06,0.14,0,0.1,0,0,0.11,0.51,0.05,0.01
0,1995,0.29,0.08,0,0.02,0.05,0,0.25,0.07,0.25,0
0,1996,0.58,0.13,0,0.05,0,0,0.03,0.19,0.02,0
1,1997,0,0.57,0,0.05,0,0,0.02,0.3,0.05,0
