id,class,userId,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9
1223,NN,jr_firefight68,0.15,0.3,0.02,0,0,0.01,0.5,0,0,0,cluster0
1224,NN,iamporgy,0.75,0.01,0,0,0,0,0.07,0.1,0.05,0,cluster0
1225,NN,imSantino,0.37,0.02,0,0.15,0,0,0,0.04,0,0.42,cluster4
1226,NN,sampreston13,0.49,0.46,0,0,0,0,0.02,0,0,0,cluster0
1227,NN,GenevaPang,0.17,0.26,0.04,0,0,0,0.27,0.08,0.12,0.05,cluster0
1228,NN,churchmarquis,0.22,0.59,0,0,0,0,0.04,0.11,0.01,0,cluster0
1229,NN,4evercrazycool,0.39,0.11,0.06,0.16,0,0.02,0.04,0.16,0,0.06,cluster2
1230,NN,allie_catt13,0.98,0.01,0,0,0,0,0,0,0,0,cluster3
1231,NN,hopeforever72,0.36,0.06,0.36,0,0,0,0,0.01,0,0.2,cluster4
1232,NN,msnosun,0.61,0.07,0.11,0.01,0,0,0.01,0.01,0,0.16,cluster3
1233,NN,douglas_bowley,0.01,0.13,0,0,0,0,0.54,0,0.32,0,cluster0
1234,NN,JarbyDent,0.21,0.07,0,0,0.6,0.02,0.08,0.02,0,0,cluster1
1235,NN,crickwooder,0.65,0.18,0.02,0,0,0,0.09,0,0.05,0,cluster0
1236,NN,melaniesunshine,0.66,0.19,0.08,0,0,0.03,0.02,0,0.01,0,cluster0
1237,NN,jazzzy_marie,0.91,0,0,0,0,0,0,0.09,0,0,cluster3
1238,NN,FaisalBasrah,0.07,0.62,0,0.09,0,0,0.02,0.2,0,0,cluster0
1239,NN,JusnKng,0.66,0.32,0,0,0,0,0,0,0,0,cluster3
1240,NN,Atiqah0505,0.32,0,0.01,0.57,0,0,0.07,0,0,0.02,cluster4
1241,NN,CaptainKimChen,0.35,0.02,0.08,0.01,0.23,0,0,0.03,0,0.28,cluster4
1242,NN,ClairJee,0.22,0.51,0,0,0,0.02,0,0,0.12,0.13,cluster0
1243,NN,RosVanesaPerez,0,0,0,0,1,0,0,0,0,0,cluster1
1244,NN,bwisebw,0.3,0.48,0,0,0,0,0,0.22,0,0,cluster0
1245,NN,VoicePriestess,0,0.14,0.13,0.02,0.02,0,0.61,0.06,0,0.03,cluster4
1246,NN,tjasa_draksler,0.52,0.13,0.11,0.05,0,0,0,0.02,0,0.17,cluster3
1247,NN,LalaLightyear,0.38,0.19,0.01,0,0.35,0.01,0,0.02,0,0.03,cluster1
1248,NN,1FromPpl,0.74,0,0,0.12,0,0,0.12,0,0,0,cluster3
1249,NN,kdwhite81,0.02,0.95,0,0,0,0,0.02,0.01,0,0,cluster0
1250,NN,MaDStaR91,0,0,0.99,0,0,0,0,0,0,0,cluster4
1251,NN,gzmmocall,0,0,0,0.92,0.04,0,0,0,0,0.04,cluster4
1252,NN,nathkay04,0.76,0.2,0,0,0,0,0,0.02,0,0,cluster3
1253,NN,AshMeLater__,0.89,0,0,0,0,0,0,0.1,0,0,cluster3
1254,NN,vucasyhiq,0,0,0,0,0,0,0,0,1,0,cluster4
1255,N,MackNSweetJones,0.02,0.2,0,0,0,0,0.06,0.71,0,0,cluster2
1256,NN,PMWineMerchants,0,0.85,0.04,0,0,0,0,0,0.04,0.07,cluster0
1257,NN,Joey_Bray1,0.69,0,0,0,0,0,0,0.31,0,0,cluster3
1258,NN,AndrewHopkins16,0.75,0.08,0,0,0,0,0,0.17,0,0,cluster3
1259,NN,avecLamourCASSI,0.96,0,0,0,0,0,0,0,0.01,0,cluster3
1260,N,ballislifesave,0.4,0.22,0,0,0,0,0,0.38,0,0,cluster3
1261,NN,anacristina1227,0.54,0.11,0.03,0,0.27,0,0,0,0,0.02,cluster1
1262,N,dr_tatas,0.52,0.08,0,0,0,0,0.04,0.34,0.02,0,cluster3
1263,NN,Ess_jay_pee,0.46,0.17,0.01,0,0,0,0.27,0,0.08,0,cluster0
1264,NN,carolahuna,0.96,0.01,0.01,0,0,0,0,0,0,0,cluster3
1265,NN,greer_court,0.76,0.18,0,0,0,0,0,0.04,0,0,cluster3
1266,N,dopee_bitches,0.55,0,0,0,0,0,0,0.45,0,0,cluster3
1267,NN,TeamUOT_Pics,0.11,0.28,0.03,0,0,0,0.41,0.02,0.12,0.02,cluster0
1268,NN,matttiiiii,0.84,0.15,0,0,0,0,0,0,0,0,cluster3
1269,NN,WINTER_004,0.21,0.66,0,0,0,0,0.09,0,0,0.04,cluster0
1270,NN,NNGGMarbellaSP,0,0,0,0,1,0,0,0,0,0,cluster1
1271,NN,FamilyFirstGlos,0.16,0.03,0,0,0,0,0.39,0,0.42,0,cluster0
1272,NN,_Mx91,0.4,0.23,0.33,0,0,0,0,0,0,0.05,cluster4
1273,NN,Morena_do_Hemmo,0.27,0.19,0.13,0,0.05,0,0,0.02,0,0.34,cluster4
1274,NN,macsdr,0.09,0.04,0,0.06,0,0,0.03,0,0,0.78,cluster4
1275,NN,ShannonSibbell,0.03,0,0.01,0,0,0.02,0.91,0,0.02,0,cluster0
1276,NN,GeorgeHicks_,0.59,0.36,0,0,0,0,0,0.04,0,0,cluster3
1277,NN,xjayalex,0.84,0.06,0,0,0,0.01,0.03,0,0.04,0,cluster0
1278,NN,NhannaniMKamal,0.63,0,0,0.32,0,0,0,0,0,0.04,cluster4
1279,N,ghh_ohh,0.57,0,0,0,0,0,0,0.42,0,0,cluster3
1280,NN,DJCosmo7,0.19,0.19,0,0,0,0.02,0.54,0,0.06,0,cluster0
1281,NN,misskrytti_x,0.82,0.14,0.01,0,0,0,0.01,0,0,0,cluster3
1282,NN,carpedisdick,0.73,0.03,0,0,0,0,0.05,0.18,0,0,cluster3
1283,NN,txmlintwerk,0.29,0,0.69,0,0,0,0,0.02,0,0,cluster4
1284,NN,paulmcdermottt,0.05,0.85,0,0,0,0,0,0.1,0,0,cluster0
1285,NN,emilywoodford55,0.92,0.04,0,0,0,0,0,0.04,0,0,cluster3
1286,NN,thegraftonnw5,0,0.98,0,0,0,0,0,0,0,0.02,cluster0
1287,NN,sgrovesss,0.69,0.28,0.01,0,0,0,0,0.01,0,0,cluster3
1288,NN,HarishBhaiJi,0.11,0,0,0,0,0.03,0.86,0,0,0,cluster0
1289,NN,mogni64,0,0,0,0,0,0,1,0,0,0,cluster0
1290,NN,jackbumn,0.24,0.02,0.19,0,0.35,0.02,0.01,0,0,0.16,cluster1
1291,NN,svnnyxlne,0.86,0.02,0,0.01,0,0,0.01,0,0.02,0.07,cluster3
1292,NN,Anishinsan1,0.16,0.03,0,0,0,0.61,0,0,0.1,0.1,cluster4
1293,NN,kimparkjara,0.09,0.05,0.24,0.05,0.03,0.01,0.02,0.02,0,0.48,cluster4
1294,NN,JohnieRuess,0.13,0.09,0.04,0,0,0.05,0.41,0.1,0,0.18,cluster4
1295,NN,pillowtaIkIjp,0.49,0.01,0.17,0.02,0,0,0,0.29,0,0,cluster3
1296,N,CornellJones202,0.08,0.2,0,0,0,0,0,0.72,0,0,cluster2
1297,NN,maloney_hannah,0.98,0.01,0,0,0,0,0,0,0,0,cluster3
1298,NN,RowenaPabingwit,0.17,0,0,0,0,0,0,0,0,0.81,cluster4
1299,NN,_NYO9,1,0,0,0,0,0,0,0,0,0,cluster3
1300,NN,44.0,0.33,0.35,0,0,0,0,0.25,0,0.05,0,cluster0
1301,NN,MontWildlife,0.01,0.33,0.02,0,0,0,0.04,0,0.56,0.03,cluster4
1302,NN,Claudiaahumada_,0.89,0,0,0,0,0,0,0.11,0,0,cluster3
1303,NN,TheOneMarcus_V,0.84,0,0,0,0,0,0.04,0.12,0,0,cluster3
1304,NN,Its_Shalom,0.61,0.22,0.01,0,0,0,0.03,0.11,0.02,0,cluster3
1305,NN,alexxthorntonn,0.81,0.06,0,0,0,0,0,0.12,0,0,cluster3
1306,NN,SebaPelado2510,0,0,0,0,1,0,0,0,0,0,cluster1
1307,NN,_syafain,0.46,0,0,0.48,0,0,0.04,0.01,0,0,cluster4
1308,N,jordan_kugler,0.26,0.09,0,0,0,0,0.07,0.56,0,0,cluster2
1309,NN,JWPoulin,1,0,0,0,0,0,0,0,0,0,cluster3
1310,NN,nratiraa,0.14,0,0,0.85,0,0,0,0,0,0,cluster4
1311,NN,Axis22,0.54,0.33,0,0,0,0,0.06,0.05,0.01,0,cluster3
1312,NN,mocamylo,0.57,0,0,0.38,0,0,0,0,0,0.04,cluster4
1313,NN,fsmerseyside,0,0.52,0,0,0,0,0,0,0.32,0.14,cluster4
1314,NN,classi4u,0,0,0,0,0,0,0.9,0.09,0,0,cluster0
1315,NN,Ashley_W25,0.99,0,0,0,0,0,0,0,0,0,cluster3
1316,NN,IqbaalleBaale,0,0,0,0.94,0,0,0,0,0,0.05,cluster4
1317,NN,health_google,0,0,0,0,0,0,0.95,0,0.05,0,cluster0
1318,NN,ParsonsBrett2,0,0,0.75,0,0,0,0,0,0.25,0,cluster4
1319,NN,_classylikethat,0.88,0.02,0,0,0,0,0.03,0.05,0.01,0,cluster3
1320,NN,tewi_en,0.76,0,0,0,0,0.02,0.02,0,0.19,0,cluster0
1321,NN,farley_amber,0.88,0,0,0,0,0,0,0.1,0,0,cluster3
1322,NN,26.0,0.26,0.42,0,0,0,0,0.05,0.26,0,0,cluster0
1323,NN,Trip_Maverick,0.65,0.19,0,0,0,0.02,0.11,0.02,0,0,cluster0
1324,NN,heatherhayesx,0.81,0.12,0,0,0,0,0.04,0,0.02,0,cluster3
1325,NN,Your_Cambodian,0.8,0,0,0,0,0,0.05,0.13,0.02,0,cluster3
1326,NN,mearrbearr,0.98,0,0,0,0,0,0,0,0,0,cluster3
1327,N,craicallaic,0.58,0,0.01,0.05,0,0,0,0.35,0,0,cluster3
1328,N,_SignedbyRie,0.62,0,0,0,0,0,0,0.37,0,0,cluster3
1329,NN,DianaMSharpton,0,0.22,0.11,0.01,0,0.05,0.24,0,0.29,0.07,cluster4
1330,NN,michaelotter,0,0.08,0,0,0,0,0.72,0,0.1,0.09,cluster0
1331,NN,nicolesmith_xo,0.63,0.32,0,0,0,0,0.03,0,0.02,0,cluster3
1332,NN,peachy_keen21,0.33,0,0.61,0,0,0,0,0.02,0.03,0,cluster4
1333,NN,LuArellanoC,0,0,0.01,0,0.98,0.01,0,0,0,0,cluster1
1334,NN,rshska,0.79,0.02,0,0,0,0,0.1,0,0.08,0,cluster0
1335,NN,christinejbr_,0.39,0.02,0.03,0,0,0,0,0.03,0,0.53,cluster4
1336,NN,JunhuiHanWooSVT,0.36,0,0.31,0.02,0,0,0,0.02,0,0.28,cluster4
1337,NN,Ashleey_Dallas,0.86,0.01,0.03,0.01,0,0,0,0.02,0,0.06,cluster3
1338,NN,villarealroxan,0.04,0,0.9,0,0,0,0,0,0,0.07,cluster4
1339,NN,anaaryhn,0.48,0,0,0.52,0,0,0,0,0,0,cluster4
1340,NN,chanel_merp,0.69,0.15,0.03,0,0,0,0.09,0.02,0.03,0,cluster3
1341,NN,EchosPolitique,0,0,0.95,0,0,0,0.03,0,0,0.02,cluster4
1342,NN,Olivia__Olivia,0.69,0,0,0,0,0,0,0.29,0,0,cluster3
1343,NN,___YuminDevine,0.3,0,0.59,0,0,0.01,0,0,0,0.09,cluster4
1344,NN,jav_girl,0,0,1,0,0,0,0,0,0,0,cluster4
1345,NN,pattylawls,0.34,0.54,0,0.11,0,0,0,0,0,0,cluster0
1346,NN,Big_ThUg31,0.1,0.61,0,0,0,0,0,0.28,0,0,cluster0
1347,NN,czlivelovelaugh,0.62,0.1,0.01,0.01,0,0,0.01,0,0.2,0.03,cluster0
1348,NN,razo_nestor,0.08,0,0,0,0.8,0.01,0,0.08,0,0.03,cluster1
1349,NN,MarjorieDickins,0.02,0,0,0.02,0,0,0.7,0,0.25,0,cluster0
1350,NN,astrology_day,0.92,0,0,0,0,0,0,0.02,0.06,0,cluster0
1351,N,teenytynee_,0.42,0,0,0,0,0,0.09,0.45,0.03,0,cluster2
1352,NN,singladeepak551,0.16,0.02,0,0,0,0.69,0,0,0,0.12,cluster4
1353,NN,Kayshire_Cat,0.56,0.13,0,0,0,0,0.11,0.16,0.02,0,cluster0
1354,NN,Phawazz,0.24,0.45,0,0,0,0,0.14,0.13,0.02,0,cluster0
1355,NN,NathsGamingHD,0.14,0.52,0,0.12,0,0.14,0,0.08,0,0,cluster4
1356,NN,exim_102,0,0.34,0,0,0,0,0.21,0,0.44,0,cluster0
1357,NN,docktimus_prime,0.63,0.28,0,0,0,0,0,0.08,0,0,cluster3
1358,NN,TylerAngelou,0.7,0.02,0,0,0,0,0.07,0.16,0.04,0,cluster3
1359,NN,CoffeySamantha9,0.81,0.17,0,0,0,0,0,0.02,0,0,cluster3
1360,NN,Marim0419,0.8,0.01,0,0.02,0,0,0,0.17,0,0,cluster3
1361,N,SMOKEUPTOWN,0.01,0.26,0.06,0,0,0,0.06,0.61,0,0,cluster2
1362,NN,red_eyelash,0.28,0.09,0,0.32,0,0,0.11,0,0.12,0.07,cluster4
1363,NN,ach_ayuneram,0,0,0.01,0.92,0,0.06,0,0,0,0,cluster4
1364,NN,lena_grace,0.78,0.09,0.06,0,0,0,0.05,0,0.02,0,cluster3
1365,NN,STEVGDE,0.21,0.54,0,0,0,0,0.03,0.21,0,0,cluster0
1366,NN,Autumnkylie1026,0.8,0,0,0,0,0,0.04,0.12,0.04,0,cluster3
1367,NN,EiyzadChibi,0.38,0,0,0.55,0,0,0.05,0.01,0,0,cluster4
1368,NN,Csereno_67,0.55,0.32,0.02,0,0,0,0.06,0.04,0,0,cluster3
1369,NN,Suck_myash,0.89,0.02,0,0,0,0,0,0.06,0,0,cluster3
1370,NN,TutRaygoza,0.02,0.01,0,0,0,0.03,0.6,0.13,0.03,0.17,cluster4
1371,NN,Soffia0620,0.47,0,0,0,0.49,0,0,0.03,0,0.01,cluster1
1372,N,theninesixx,0.43,0.07,0,0,0,0,0,0.48,0,0,cluster3
1373,N,KoriCatherall,0.37,0,0,0,0,0,0.04,0.57,0.02,0,cluster2
1374,NN,4x4_xtreme,0.32,0.31,0,0,0,0,0.23,0.02,0,0.11,cluster0
1375,NN,mitchygems,0,0.38,0.02,0,0,0.51,0,0,0,0.08,cluster4
1376,N,holleymarvin123,0,0.04,0,0,0,0,0,0.96,0,0,cluster2
1377,NN,CarloosGaarza7,0.28,0.12,0.01,0.12,0.45,0,0,0.02,0,0,cluster1
1378,NN,Milagrosstello,0.1,0,0,0.09,0.81,0,0,0,0,0,cluster1
1379,NN,saefrog94,0.09,0.04,0.09,0,0.02,0.08,0.02,0,0,0.65,cluster4
1380,NN,chizu0611,0,0.23,0.56,0.05,0,0.01,0.05,0,0,0.09,cluster4
1381,NN,lyssamorgaan,0.99,0,0,0,0,0,0,0.01,0,0,cluster3
1382,NN,02125gnlb,0,0,0,0,1,0,0,0,0,0,cluster1
1383,NN,essmaxwell,0.77,0.11,0.02,0,0,0,0.03,0,0.04,0,cluster3
1384,NN,MSP_Traffic,0.09,0.15,0,0.03,0,0,0.72,0.01,0,0,cluster0
1385,NN,diaspradiptaa,0,0.46,0,0.52,0.01,0,0,0,0,0,cluster4
1386,NN,yum9D0sos,0.2,0.31,0.01,0,0,0.01,0.32,0.03,0.09,0.01,cluster0
1387,NN,_MVAN,0,0,0,0,0.96,0,0,0,0,0.04,cluster1
1388,NN,valerietruewick,0.75,0.04,0.03,0,0,0,0.04,0.1,0.02,0,cluster3
1389,NN,SamTempleman,0.3,0.56,0,0,0,0,0,0.14,0,0,cluster0
1390,NN,MadisonUli,0.85,0,0,0,0,0,0.04,0.1,0,0,cluster3
1391,NN,mathanagopal,0.34,0.14,0.05,0,0,0,0.29,0,0.12,0.06,cluster0
1392,NN,QuboPass,0,0.12,0,0,0,0.03,0.56,0,0.29,0,cluster0
1393,NN,Eudogg,0.39,0.51,0,0,0,0,0.05,0.04,0,0,cluster0
1394,NN,RogerVolcano52,0.16,0,0,0,0,0,0.72,0.01,0.1,0,cluster0
1395,NN,Whiskey_N_Cigs,0.57,0.23,0,0,0,0,0.09,0.06,0.04,0,cluster0
1396,NN,jessica___ruiz,0.77,0,0,0,0,0,0,0.22,0.01,0,cluster3
1397,NN,kdahyunx,0.67,0,0,0,0,0,0,0,0,0.32,cluster3
1398,NN,kiten16,0.16,0.07,0.13,0.02,0,0,0,0,0,0.62,cluster4
1399,NN,ursinha123,0.68,0,0,0.02,0.01,0,0.01,0.21,0.03,0.02,cluster2
1400,NN,tamiaraeleen,0.83,0,0,0,0,0,0,0.17,0,0,cluster3
1401,NN,mama_sita47,0.97,0.03,0,0,0,0,0,0,0,0,cluster3
1402,N,trevor_zmk,0.27,0.12,0,0,0,0,0.03,0.57,0,0,cluster2
1403,NN,Dragger65,0.41,0,0.05,0,0,0.06,0.47,0,0,0,cluster4
1404,N,nt9909,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05,cluster2
1405,N,DaILLEST_Nick,0.07,0.25,0,0,0,0,0.02,0.66,0,0,cluster2
1406,NN,CBiscuit213,0.24,0.55,0,0,0,0,0.08,0.1,0,0,cluster0
1407,NN,ShyY0shi,0.14,0.2,0,0,0,0.62,0.02,0,0,0,cluster4
1408,NN,gabbi_tafoya,0.77,0.05,0,0,0,0,0.01,0.16,0.01,0,cluster3
1409,NN,lexiiicon,0.85,0.06,0,0,0,0,0.05,0,0.03,0,cluster3
1410,NN,RueTheDayBand,0,0.58,0.42,0,0,0,0,0,0,0,cluster4
1411,NN,rus23NIk,0.14,0.53,0,0,0,0.08,0.25,0,0,0,cluster4
1412,NN,Indriaverillya,0.06,0.26,0.11,0.55,0,0,0,0,0,0.02,cluster4
1413,NN,jazzy_alejandra,0.98,0,0,0,0,0,0,0.02,0,0,cluster3
1414,NN,SyuhadaMaarof,0.61,0,0,0.34,0,0,0.04,0,0,0,cluster4
1415,NN,CPVDAR23,0.16,0.76,0,0,0,0,0,0.07,0,0,cluster0
1416,NN,TriciaADay,0.2,0.1,0.02,0,0,0,0.35,0,0.32,0,cluster0
1417,NN,Quinnadad_Jeff,0.91,0.02,0,0,0,0,0,0.06,0,0,cluster3
1418,NN,AmniiF_,0.66,0,0,0.33,0,0,0,0,0,0,cluster4
1419,N,TheFemaleBlack,0.13,0,0,0,0,0,0,0.87,0,0,cluster2
1420,N,kahlil_glenn,0.47,0.12,0,0,0,0,0.02,0.38,0,0,cluster3
1421,NN,vuhovirulaj,0,0,0,0,0,0,0,0,1,0,cluster4
1422,NN,juicyhewsy,0.83,0.14,0,0,0,0,0,0.03,0,0,cluster3
1423,NN,KeiradonnachieX,0.74,0.23,0.01,0,0,0,0,0.02,0,0,cluster3
1424,NN,_brianakelley,0.69,0.06,0,0,0,0,0.02,0.21,0,0,cluster3
1425,NN,EveningStandard,0.05,0.16,0,0,0,0,0.78,0,0,0,cluster0
1426,NN,JohaMosquera,0,0,0,0,1,0,0,0,0,0,cluster1
1427,NN,abokado_307,0.03,0.03,0.03,0.7,0.03,0.03,0.03,0.03,0.03,0.03,cluster4
1428,NN,pummimi,0.53,0,0.07,0,0,0.06,0.05,0,0,0.28,cluster4
1429,NN,IamStevieAllen,0,0.94,0,0,0,0,0.02,0.03,0,0,cluster0
1430,N,_ashleySoWhat,0.55,0,0,0,0,0,0,0.45,0,0,cluster3
1431,NN,BlackDeath6371,0.37,0.05,0.05,0,0,0,0.41,0.06,0.04,0.02,cluster0
1432,NN,KyleChauvin,0.84,0.15,0,0,0,0,0,0.02,0,0,cluster3
1433,NN,ins_gaurav,0.19,0.04,0,0,0,0.61,0.02,0,0.07,0.07,cluster4
1434,N,1k2,0.61,0.03,0,0,0,0,0,0.35,0,0,cluster3
1435,NN,MaysRiney,0,0,0,0,0.86,0.01,0.11,0,0.02,0,cluster1
1436,NN,AleeJb2000,0.64,0.08,0.03,0.04,0,0,0,0,0,0.2,cluster3
1437,N,HunnyyyDipp,0.56,0,0,0,0,0,0,0.44,0,0,cluster3
1438,NN,Deena_Simon,0.96,0,0,0,0,0,0,0.04,0,0,cluster3
1439,NN,ellonor,0.29,0.02,0,0,0,0,0,0,0,0.68,cluster4
1440,NN,ShayminKing,0.42,0.13,0,0.14,0,0,0.01,0.28,0,0,cluster3
1441,NN,lukymere,0,0,0,0,1,0,0,0,0,0,cluster1
1442,NN,IaIaIander,0,0,0,0,0,0,0,0,0,0.98,cluster4
1443,NN,wildflowxo,0.85,0,0,0,0,0,0,0.14,0,0,cluster3
1444,NN,allstarsings,0.05,0.13,0.2,0.05,0,0,0.45,0.09,0.03,0,cluster4
1445,NN,Benfellows7,0.56,0.38,0,0,0,0,0,0.06,0,0,cluster3
1446,NN,kecarterr,0.75,0,0.16,0,0,0,0,0.03,0.05,0,cluster3
1447,NN,atah_ovagob91,0.02,0.02,0.02,0.02,0.02,0.02,0.67,0.17,0.02,0.02,cluster4
1448,NN,jesusemmanuelMV,0,0,0,0.21,0.79,0,0,0,0,0,cluster1
1449,NN,GuguJue,0.95,0,0,0.03,0,0,0,0.02,0,0,cluster3
1450,NN,imalwaysarusher,0.62,0.14,0.03,0,0,0,0,0,0,0.2,cluster3
1451,NN,beechEdesignz,0.21,0.26,0,0,0,0,0.08,0,0.43,0,cluster0
1452,NN,IzazagaJr,0.68,0.12,0,0,0,0,0,0.2,0,0,cluster3
1453,NN,tvxqs_,0.48,0.11,0.07,0.03,0,0,0.01,0.02,0,0.28,cluster3
1454,NN,la_chica_marcia,0,0,0,0,0.99,0,0,0,0,0,cluster1
1455,NN,theDRAMAQUEENb,0.91,0,0,0.05,0,0,0,0,0,0.03,cluster3
1456,NN,petermoore,0.08,0.64,0.02,0,0,0,0.09,0,0.17,0,cluster0
1457,NN,paulrharvey3,0.22,0.63,0,0.05,0,0.05,0.05,0,0,0,cluster0
1458,NN,nur_raudah,0.44,0,0,0.5,0,0,0.04,0,0.02,0,cluster4
1459,NN,elenacenteno3,0.46,0.26,0.01,0,0,0,0,0,0,0.25,cluster3
1460,NN,rileylovy23,0.24,0.02,0,0.53,0,0.01,0,0.2,0,0,cluster4
1461,NN,Baileeyylynnn,0.99,0,0,0,0,0,0,0.01,0,0,cluster3
1462,NN,dazzsb,0.45,0.04,0.03,0,0.04,0,0,0,0,0.44,cluster4
1463,NN,hawkrae,0.87,0.03,0,0,0,0,0.04,0,0.05,0,cluster0
1464,NN,Adjoa_alldAy,0.63,0,0,0,0,0,0.02,0.31,0.02,0,cluster3
1465,NN,_DxmBillingtxn,0.4,0.44,0.01,0,0,0,0.02,0.13,0,0,cluster0
1466,NN,LetsGoKato,0.16,0.05,0.01,0,0,0,0.31,0,0.45,0.02,cluster4
1467,N,_doreli_,0.66,0,0,0,0,0,0,0.34,0,0,cluster3
1468,NN,Jienam941015,0.23,0.01,0.23,0.05,0.03,0.05,0.03,0,0,0.38,cluster4
1469,NN,neezussays,0.69,0.01,0,0,0,0,0.06,0.21,0.02,0,cluster3
1470,NN,IfomaOkaye,0,0,0.64,0.01,0,0,0.35,0,0,0,cluster4
1471,NN,eromerox13,0.63,0.03,0,0,0,0,0,0.33,0,0,cluster3
1472,NN,maemaeshay,0.9,0,0,0,0,0,0,0.1,0,0,cluster3
1473,N,basedemily,0.58,0,0,0,0,0,0,0.4,0,0,cluster3
1474,NN,ChaseEiland,0.2,0.67,0.02,0,0,0,0.09,0,0.01,0,cluster0
1475,NN,iamChaiiAbesia,0.57,0,0,0.24,0,0.01,0.02,0,0,0.16,cluster4
1476,NN,shishuworld,0.16,0,0.56,0,0,0,0.09,0,0.19,0.01,cluster4
1477,NN,julenfernan,0,0.04,0.1,0,0.85,0,0,0.01,0,0,cluster1
1478,NN,k__K2617,0.33,0,0.42,0,0,0,0,0,0,0.25,cluster4
1479,NN,iSandraRosado,0,0,0,0,0.95,0,0,0.04,0,0,cluster1
1480,NN,signpamela,0.88,0.03,0.01,0,0,0,0.04,0,0.03,0,cluster3
1481,NN,olt160,0,0,0,0,1,0,0,0,0,0,cluster1
1482,NN,Pott_sey72,0.32,0.63,0,0,0,0,0,0.05,0,0,cluster0
1483,NN,AinsleeValles,0.99,0,0,0,0,0,0,0,0,0,cluster3
1484,NN,shellanancy_,0.28,0.08,0,0.59,0,0.02,0,0.01,0,0.02,cluster4
1485,NN,karlylemonroe,0.74,0.05,0.08,0.03,0,0,0,0.05,0,0.03,cluster3
1486,NN,nawachad,0.06,0.08,0.22,0.05,0.04,0.02,0.07,0,0,0.46,cluster4
1487,NN,red_empire,0.09,0.59,0,0.07,0,0,0.06,0.12,0,0.05,cluster0
1488,NN,StewWhitfield,0.14,0.66,0,0,0,0,0.17,0,0.02,0,cluster0
1489,NN,Punga007,0,0,0,0,0,0,1,0,0,0,cluster0
1490,NN,kahelialfonzhoe,0.87,0,0,0,0,0,0,0.12,0,0,cluster3
1491,NN,wastevocals,0.79,0.02,0.1,0,0,0,0.01,0.06,0,0.02,cluster3
1492,NN,marissafierro,0.94,0,0,0,0,0,0,0.06,0,0,cluster3
1493,NN,kayla_watt13,0.72,0,0,0,0,0,0,0.28,0,0,cluster3
1494,NN,JennELo,0.83,0.06,0,0,0,0,0,0.11,0,0,cluster3
1495,N,emacosc,0.35,0.1,0.03,0,0.15,0,0.03,0.34,0,0,cluster2
1496,NN,sooomanyshrimp,0.34,0.38,0,0,0,0,0.02,0.26,0,0,cluster0
1497,NN,savitha78,0.58,0,0,0,0,0,0.37,0,0.04,0,cluster0
1498,NN,s_naioka,0.84,0.01,0,0,0,0,0,0.13,0,0,cluster3
1499,NN,wanderingmindds,0.74,0.08,0.16,0,0,0,0,0,0,0,cluster3
1500,NN,tildecauwenb,0.6,0,0,0.33,0,0,0.01,0.06,0,0,cluster4
1501,NN,WhatsPappening,0.53,0.21,0,0,0,0,0.15,0,0.08,0,cluster0
1502,NN,Pridenisee33,0,0,0,0,1,0,0,0,0,0,cluster1
1503,NN,numykyferin,0,0,0,0,0,0,0,0,1,0,cluster4
1504,NN,blessedis_me,0.68,0,0,0,0,0,0,0.31,0.02,0,cluster3
1505,NN,moxyfruvous,0.54,0.2,0,0,0,0,0.11,0.03,0.09,0,cluster0
1506,NN,emilystlawrence,0.86,0.1,0,0,0,0,0,0.01,0,0.01,cluster3
1507,NN,ashishk199463,0.55,0,0,0.09,0,0.1,0,0.01,0,0.24,cluster4
1508,NN,paredesmabel,0,0,0,0,0.95,0,0,0,0.05,0,cluster1
1509,NN,raellita,0.02,0.02,0,0.07,0.87,0,0,0,0,0.02,cluster1
1510,NN,HyacinthieHannu,1,0,0,0,0,0,0,0,0,0,cluster3
1511,NN,caparica1975,0,0.11,0.06,0,0.01,0.05,0.74,0,0.02,0,cluster4
1512,N,edwinhe70948041,0.53,0.06,0,0,0,0,0.02,0.38,0,0,cluster3
1513,NN,InvGurInd,0,0,0,0,0,0,0.97,0,0.02,0,cluster0
1514,N,taylorenke_,0.61,0,0,0,0,0,0,0.39,0,0,cluster3
1515,NN,LawTRICIA,0.32,0.53,0,0,0,0,0.13,0,0.02,0,cluster0
1516,NN,kaitlinrak,0.84,0.03,0,0,0,0,0,0.1,0.02,0,cluster3
1517,N,100k_Trey,0.03,0,0,0,0,0,0,0.96,0,0,cluster2
1518,NN,azfarazhr_,0.66,0,0,0.34,0,0,0,0,0,0,cluster4
1519,NN,cwmpbb,0.94,0.01,0,0,0,0,0,0.04,0,0,cluster3
1520,NN,GadgetShopNG,0.13,0.01,0,0,0,0,0.83,0.03,0,0,cluster0
1521,NN,benmhennilina,0.02,0,0.4,0,0,0,0.5,0,0.07,0,cluster4
1522,NN,WilliamSeaton10,0.09,0.78,0,0,0,0,0,0.12,0,0,cluster0
1523,NN,cade_dallwitz1,0.47,0.52,0,0,0,0,0,0,0,0,cluster0
1524,NN,dead_babyy,0.49,0,0.02,0.19,0.14,0,0,0.06,0,0.09,cluster1
